,ground_truth,ground_truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
1851x2681,MPN,MPN,4,5,1,16,7,3,5,2,1,5
1875x2593,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1892x2529,MPN,MPN,2,6,4,11,5,6,3,2,8,3
1721x2846,MPN,MPN,3,4,1,5,2,2,2,2,1,3
1724x2720,MPN,MPN,3,1,3,7,2,2,1,2,1,3
1723x2806,MPN,MPN,3,4,1,5,2,2,1,2,1,3
1730x2845,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1739x2874,MPN,MPN,3,5,1,3,2,2,5,2,1,5
1739x2888,MPN,MPN,4,10,1,21,2,2,9,2,1,5
1742x2835,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1750x2777,MPN,MPN,3,4,1,5,2,2,1,2,1,3
1752x2897,MPN,MPN,4,3,1,0,2,2,4,2,1,0
1757x2872,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1761x2847,MPN,MPN,3,4,1,9,2,2,1,2,1,3
1770x2761,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1773x2821,MPN,MPN,3,3,1,0,2,2,4,2,1,0
1774x2834,MPN,MPN,3,9,1,17,2,2,8,2,1,3
1782x2885,MPN,MPN,3,4,1,9,2,2,1,2,1,3
1783x2855,MPN,MPN,3,5,1,16,2,2,5,2,1,5
1789x2775,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1796x2835,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1795x2774,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1800x2867,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1799x2718,MPN,MPN,3,1,1,7,2,2,2,2,1,6
1810x2735,MPN,MPN,3,1,1,7,2,2,2,2,1,1
1810x2719,MPN,MPN,3,4,1,20,2,2,2,2,1,3
1813x2765,MPN,MPN,3,1,1,7,2,2,2,2,1,6
1819x2758,MPN,MPN,3,6,1,11,2,2,2,2,1,3
1822x2743,MPN,MPN,3,3,1,0,2,2,4,2,1,0
1827x2895,MPN,MPN,4,5,1,3,5,3,5,7,1,5
1841x2875,MPN,MPN,7,3,1,0,5,3,4,7,1,0
1844x2796,MPN,MPN,3,9,1,17,2,2,8,2,1,3
1844x2787,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1856x2876,MPN,MPN,2,2,1,19,5,3,3,7,1,7
1861x2847,MPN,MPN,3,4,1,20,5,3,1,2,1,3
1860x2730,MPN,MPN,3,1,1,7,2,3,2,2,1,3
1868x2848,MPN,MPN,3,4,1,20,5,3,1,2,1,3
1870x2791,MPN,MPN,3,4,1,5,2,2,1,2,1,3
1874x2860,MPN,MPN,3,6,1,11,5,3,1,2,1,3
1882x2754,MPN,MPN,1,0,1,2,2,3,0,2,1,1
1882x2730,MPN,MPN,1,1,1,7,2,3,2,2,1,3
1882x2798,MPN,MPN,3,4,1,20,2,2,1,2,1,3
1893x2871,MPN,MPN,3,4,3,9,5,3,7,2,1,3
1896x2841,MPN,MPN,4,1,1,15,5,3,2,2,1,6
1892x2845,MPN,MPN,3,1,1,15,5,3,2,2,1,6
1843x2889,MPN,MPN,2,2,1,1,5,3,3,7,1,3
1843x2845,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1855x2806,MPN,MPN,3,3,1,0,2,2,4,2,1,0
1894x2892,MPN,MPN,3,6,3,11,5,3,2,7,1,6
1724x2729,MPN,MPN,3,1,3,7,2,2,2,2,1,3
1746x2857,MPN,MPN,3,4,1,9,2,2,1,2,1,3
1777x2749,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1796x2796,MPN,MPN,3,9,1,17,2,2,8,2,1,3
1808x2891,MPN,MPN,4,1,1,15,5,2,2,7,1,6
1809x2852,MPN,MPN,3,4,1,5,2,2,1,2,1,3
1824x2876,MPN,MPN,7,3,1,0,5,2,4,2,1,0
1824x2823,MPN,MPN,3,4,1,20,2,2,1,2,1,3
1830x2727,MPN,MPN,3,1,1,12,2,2,2,2,1,3
1826x2718,MPN,MPN,3,1,1,7,2,2,2,2,1,1
1870x2768,MPN,MPN,3,4,1,5,2,2,1,2,1,3
1876x2719,MPN,MPN,3,1,1,7,2,3,2,7,1,3
1749x2812,MPN,MPN,3,1,1,13,2,2,2,2,1,6
1808x2728,MPN,MPN,3,0,1,2,2,2,2,2,1,3
1833x2892,MPN,MPN,7,0,1,2,5,3,5,7,1,3
1838x2801,MPN,MPN,3,9,1,17,2,2,8,2,1,3
1871x2753,MPN,MPN,1,0,1,2,2,3,1,2,1,1
1885x2876,MPN,MPN,3,4,3,9,5,3,1,7,1,3
1726x2773,MPN,MPN,3,4,1,5,2,2,1,2,1,3
1776x2864,MPN,MPN,3,4,1,5,2,2,1,2,1,3
1846x2761,MPN,MPN,3,4,1,20,2,2,1,2,1,3
1893x2868,MPN,MPN,3,8,3,10,6,3,7,2,1,2
1895x2807,MPN,MPN,3,8,1,10,6,3,7,2,1,2
1722x3094,BST,BST,3,4,6,5,1,0,1,1,2,3
1726x3016,MPN,MPN,3,1,1,7,2,2,2,2,1,1
1731x3057,BST,BST,1,9,6,17,1,0,0,1,1,1
1732x3089,BST,BST,3,0,6,4,1,0,0,1,2,1
1736x2997,MPN,MPN,4,1,1,15,2,2,2,2,1,6
1740x2970,MPN,MPN,3,1,1,7,2,2,2,2,1,1
1747x2957,MPN,MPN,3,0,1,4,2,2,4,2,1,1
1747x3068,BST,BST,1,0,6,8,1,0,0,1,1,1
1746x3057,BST,BST,1,4,6,9,1,0,1,1,1,1
1758x3030,MPN,MPN,1,5,1,3,1,0,5,1,1,5
1760x2953,MPN,MPN,3,1,1,7,2,2,8,2,1,3
1777x3081,BST,BST,7,3,6,0,1,0,4,1,1,0
1785x2916,MPN,MPN,3,4,1,5,2,2,1,7,1,3
1791x2951,MPN,MPN,3,4,1,5,2,3,1,7,1,3
1797x3095,BST,BST,4,5,2,16,1,0,5,1,2,5
1802x2926,MPN,MPN,3,4,1,9,2,3,1,7,1,3
1805x3061,MPN,MPN,3,4,0,9,1,0,1,7,1,3
1810x3008,MPN,MPN,3,0,2,2,5,3,0,7,1,3
1815x3088,BST,BST,4,5,2,3,1,0,5,1,2,5
1822x2938,MPN,MPN,3,4,1,5,5,3,1,7,1,3
1822x2982,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1822x3009,MPN,MPN,3,4,2,9,5,3,1,7,1,3
1824x3031,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1826x3060,MPN,MPN,3,4,1,23,5,0,0,7,1,3
1834x2952,MPN,MPN,3,0,1,2,5,3,1,7,1,1
1836x2942,MPN,MPN,3,4,1,23,5,3,1,7,1,3
1838x3042,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1843x2975,MPN,MPN,4,4,1,23,5,3,1,7,1,3
1840x2990,MPN,MPN,4,5,1,3,5,3,5,7,1,5
1845x3028,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1845x2955,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1852x3026,MPN,MPN,3,0,1,2,5,3,1,7,1,3
1852x2966,MPN,MPN,3,6,1,11,5,3,1,7,1,3
1854x3093,PVH,PVH,2,0,2,2,5,0,0,1,2,1
1863x2931,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1867x2975,MPN,MPN,3,3,1,0,5,3,4,7,1,0
1868x3098,PVH,PVH,2,2,2,1,5,4,3,1,2,7
1868x3018,MPN,MPN,3,4,1,9,5,3,1,7,1,1
1882x2922,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1883x2987,MPN,MPN,3,0,1,2,5,3,0,7,1,1
1886x3002,MPN,MPN,3,0,1,2,5,3,0,7,1,1
1889x3060,PVH,PVH,5,6,6,11,5,3,1,7,1,3
1733x2921,MPN,MPN,4,5,1,3,2,2,5,2,1,5
1760x3012,MPN,MPN,4,5,1,3,5,2,5,2,1,5
1768x3064,BST,BST,7,3,6,0,1,0,4,7,1,0
1780x2956,MPN,MPN,3,5,1,3,2,2,5,7,1,5
1808x3018,MPN,MPN,1,0,2,2,5,0,0,7,1,1
1811x2959,MPN,MPN,3,8,1,10,6,3,7,7,1,2
1820x3000,MPN,MPN,3,0,2,2,5,3,0,7,1,1
1864x2948,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1886x3029,PVH,PVH,3,4,1,9,5,3,1,7,1,3
1711x2955,MPN,MPN,3,4,1,9,2,2,1,2,1,3
1712x3076,BST,BST,3,0,6,4,1,0,0,1,1,1
1752x2950,MPN,MPN,3,3,1,0,2,2,4,2,1,0
1757x3078,BST,BST,1,0,6,2,1,0,0,1,1,1
1762x2934,MPN,MPN,3,9,1,17,2,2,8,2,1,3
1793x3062,MPN,MPN,3,9,2,17,1,0,1,7,1,3
1830x3071,MPN,MPN,1,0,1,2,5,0,0,7,1,1
1833x2934,MPN,MPN,3,4,1,9,5,3,1,7,1,3
1868x3089,PVH,PVH,2,2,2,1,5,4,3,5,2,7
1713x3004,MPN,MPN,3,1,1,7,2,2,2,2,1,3
1760x3059,BST,BST,1,0,6,8,1,0,0,1,1,1
1851x2996,MPN,MPN,4,5,1,3,5,3,5,7,1,5
1854x3056,MPN,MPN,3,9,1,17,5,3,8,7,1,3
1855x3005,MPN,MPN,4,5,1,3,5,3,5,7,1,5
1725x3035,MPN,MPN,3,4,1,9,1,0,1,1,1,3
1785x2932,MPN,MPN,3,2,1,1,2,3,3,7,1,3
1805x3004,MPN,MPN,1,0,2,2,5,3,0,7,1,1
1844x2932,MPN,MPN,3,4,1,5,5,3,1,7,1,3
1861x2975,MPN,MPN,7,1,1,0,5,3,4,7,1,6
1711x3299,BST,BST,1,0,2,4,1,0,0,1,2,1
1719x3131,BST,BST,3,4,6,5,1,0,1,1,2,3
1717x3293,BST,BST,1,1,2,15,1,0,0,1,2,1
1730x3286,BST,BST,1,3,2,0,1,0,4,1,2,0
1740x3271,BST,BST,1,0,2,4,1,0,0,1,2,1
1741x3183,BST,BST,1,0,2,8,1,0,0,1,2,1
1741x3142,BST,BST,3,0,6,4,1,0,0,1,2,1
1742x3293,BST,BST,1,0,2,8,1,0,0,1,2,1
1760x3222,BST,BST,1,1,2,13,1,0,2,1,2,1
1761x3172,BST,BST,4,5,2,3,1,0,5,1,2,5
1765x3293,BST,BST,1,0,2,8,1,0,0,1,2,1
1769x3270,BST,BST,1,0,2,8,1,0,0,1,2,1
1775x3205,BST,BST,1,4,2,23,1,0,0,1,2,1
1774x3278,BST,BST,1,9,2,17,1,0,8,1,2,0
1780x3248,BST,BST,7,3,2,0,1,0,4,1,2,0
1784x3222,BST,BST,1,0,2,8,1,0,0,1,2,1
1786x3156,BST,BST,1,0,2,8,1,0,0,1,2,1
1790x3251,BST,BST,7,3,2,0,1,0,4,1,2,0
1787x3275,BST,BST,1,0,2,4,1,0,0,1,2,1
1798x3245,BST,BST,7,0,2,4,1,0,4,1,2,1
1795x3148,BST,BST,1,0,2,8,1,0,0,1,2,1
1799x3185,BST,BST,1,0,2,8,1,0,0,1,2,3
1803x3201,BST,BST,1,0,2,8,1,0,0,1,2,1
1813x3266,BST,BST,1,1,2,15,1,0,2,1,2,6
1819x3178,BST,BST,1,0,2,8,1,0,0,1,2,1
1821x3266,BST,BST,1,0,2,4,1,0,0,1,2,1
1819x3225,BST,BST,1,1,2,15,1,0,2,1,2,1
1825x3135,BST,BST,1,0,2,2,1,0,0,1,2,1
1831x3155,BST,BST,1,4,2,23,1,0,0,1,2,3
1831x3204,BST,BST,1,0,2,8,1,0,0,1,2,3
1834x3231,BST,BST,4,0,2,8,1,0,0,1,2,1
1834x3109,BST,BST,4,8,2,10,1,0,5,1,2,2
1839x3187,BST,BST,1,0,2,2,1,0,0,1,2,1
1842x3132,BST,BST,1,3,2,0,1,0,4,1,2,0
1845x3216,BST,BST,1,0,2,4,1,0,0,1,2,1
1844x3259,BST,BST,1,0,2,8,1,0,0,1,2,1
1846x3174,BST,BST,1,1,2,15,1,0,2,1,2,1
1848x3203,BST,BST,1,0,2,14,1,0,0,1,2,1
1853x3114,BST,BST,4,0,2,2,1,0,0,1,2,1
1854x3286,BST,BST,4,5,2,3,1,0,5,1,2,5
1861x3235,BST,BST,1,0,2,8,1,0,0,1,2,1
1864x3135,BST,BST,4,5,2,16,1,4,5,1,2,5
1862x3172,BST,BST,1,4,2,23,1,0,1,1,2,1
1878x3226,BST,BST,1,0,2,4,1,0,0,1,2,1
1882x3186,BST,BST,3,0,2,4,1,0,0,1,2,1
1890x3189,BST,BST,3,3,2,0,1,0,4,1,2,0
1895x3229,BST,BST,1,0,2,8,1,0,0,1,2,1
1891x3212,BST,BST,1,0,2,4,1,0,0,1,2,1
1715x3266,BST,BST,1,0,2,8,1,0,0,1,2,1
1721x3171,BST,BST,1,0,2,2,1,0,0,1,2,1
1732x3242,BST,BST,1,0,2,8,1,0,0,1,2,1
1747x3217,BST,BST,3,1,2,15,1,0,2,1,2,6
1754x3140,BST,BST,1,9,2,17,1,0,8,1,2,0
1790x3127,BST,BST,1,0,2,8,1,0,0,1,2,1
1829x3245,BST,BST,1,5,2,3,1,0,5,1,2,5
1845x3284,BST,BST,1,0,2,8,1,0,0,1,2,1
1855x3202,BST,BST,1,0,2,8,1,0,0,1,2,1
1860x3206,BST,BST,1,1,2,15,1,0,0,1,2,6
1879x3293,BST,BST,4,1,2,13,1,0,2,1,2,6
1889x3151,BST,BST,5,9,2,17,5,4,8,5,2,3
1895x3135,BST,BST,1,4,3,23,5,4,3,5,2,7
1894x3142,BST,BST,5,0,3,1,5,4,3,5,2,3
1715x3206,BST,BST,1,5,2,3,1,0,5,1,2,5
1771x3251,BST,BST,1,0,2,2,1,0,4,1,2,1
1771x3119,BST,BST,1,0,2,2,1,0,0,1,2,1
1801x3147,BST,BST,1,0,2,8,1,0,0,1,2,1
1819x3160,BST,BST,1,0,2,8,1,0,0,1,2,1
1839x3237,BST,BST,4,1,2,15,1,0,2,1,2,6
1859x3141,BST,BST,4,1,2,15,1,0,2,1,2,6
1861x3112,BST,BST,2,4,2,23,5,4,0,1,2,3
1866x3256,BST,BST,1,0,2,8,1,0,0,1,2,1
1873x3160,BST,BST,1,1,2,15,1,0,2,1,2,6
1878x3274,BST,BST,4,1,2,15,1,0,2,1,2,6
1889x3171,BST,BST,3,0,2,4,1,4,0,1,2,1
1714x3226,BST,BST,1,1,2,15,1,0,2,1,2,6
1752x3198,BST,BST,1,0,2,8,1,0,0,1,2,3
1756x3144,BST,BST,4,9,2,17,1,0,8,1,2,1
1771x3138,BST,BST,1,0,2,8,1,0,0,1,2,1
1775x3198,BST,BST,3,0,2,4,1,0,0,1,2,1
1794x3195,BST,BST,3,10,2,21,1,0,9,1,2,3
1805x3298,BST,BST,1,2,2,5,1,0,0,1,2,1
1819x3190,BST,BST,1,9,2,17,1,0,8,1,2,1
1840x3242,BST,BST,4,1,2,15,1,0,2,1,2,6
1851x3167,BST,BST,1,1,2,15,1,0,2,1,2,6
1863x3233,BST,BST,1,0,2,2,1,0,0,1,2,1
1880x3190,BST,BST,3,1,2,13,1,0,0,1,2,6
1884x3240,BST,BST,8,8,2,10,6,0,7,1,2,2
1893x3115,PVH,PVH,2,0,2,4,5,4,0,5,2,1
1799x3218,BST,BST,1,0,2,2,1,0,0,1,2,1
1714x3331,BST,BST,1,3,2,0,1,0,4,1,2,0
1715x3316,BST,BST,1,0,2,4,1,0,0,1,2,1
1714x3420,BST,BST,1,0,2,4,1,0,0,1,2,1
1718x3383,BST,BST,1,0,2,8,1,0,0,1,2,1
1728x3372,BST,BST,1,0,2,4,1,0,0,1,2,1
1729x3492,BST,BST,1,1,2,15,1,0,2,1,2,6
1742x3371,BST,BST,1,0,2,4,1,0,0,1,2,1
1741x3460,BST,BST,1,0,2,2,1,0,0,1,2,1
1749x3437,BST,BST,1,0,2,4,1,0,0,1,2,1
1753x3346,BST,BST,1,1,2,13,1,0,2,1,2,6
1750x3408,BST,BST,1,0,2,8,1,0,0,1,2,1
1759x3425,BST,BST,1,0,2,4,1,0,0,1,2,1
1765x3444,BST,BST,3,0,2,8,1,0,0,1,2,1
1773x3369,BST,BST,1,10,2,21,1,0,9,1,2,6
1783x3402,BST,BST,1,0,2,4,1,0,0,1,2,1
1783x3462,BST,BST,4,0,2,4,1,0,0,1,2,1
1786x3321,BST,BST,1,0,2,4,1,0,0,1,2,1
1784x3445,BST,BST,7,3,2,0,1,0,4,1,2,0
1798x3358,BST,BST,1,1,2,15,1,0,2,1,2,1
1796x3459,BST,BST,4,0,2,13,1,0,0,1,2,1
1802x3388,BST,BST,1,0,2,4,1,0,0,1,2,1
1815x3381,BST,BST,1,0,2,8,1,0,0,1,2,1
1814x3455,BST,BST,3,9,2,17,1,0,8,1,2,0
1820x3357,BST,BST,1,0,2,23,1,0,0,1,2,1
1835x3448,BST,BST,3,1,2,7,5,0,2,1,2,3
1839x3326,BST,BST,3,1,2,15,1,0,2,1,2,6
1845x3441,BST,BST,3,4,2,9,5,0,1,2,2,3
1845x3389,BST,BST,1,1,2,15,1,0,0,1,2,1
1857x3483,PVH,PVH,3,1,2,7,5,4,2,5,4,6
1857x3341,BST,BST,7,3,2,0,1,0,4,1,2,0
1857x3462,PVH,PVH,3,1,2,15,5,4,2,2,4,6
1862x3353,BST,BST,7,1,2,15,1,0,3,1,2,6
1874x3331,BST,BST,7,9,2,17,1,0,8,5,2,0
1871x3400,BST,BST,1,0,2,14,5,0,0,1,2,1
1877x3380,BST,BST,4,1,2,15,1,0,2,1,2,6
1880x3440,PVH,PVH,3,3,3,0,5,4,4,5,4,0
1886x3466,PVH,PVH,2,5,0,3,5,4,5,5,4,5
1896x3327,BST,BST,2,4,2,23,5,4,3,5,2,3
1741x3352,BST,BST,1,4,2,23,1,0,3,1,2,3
1759x3452,BST,BST,1,0,2,2,1,0,0,1,2,1
1818x3315,BST,BST,3,1,2,13,1,0,2,1,2,6
1837x3429,BST,BST,3,1,2,15,1,0,2,1,2,6
1840x3474,PVH,PVH,7,3,2,0,5,4,4,5,4,0
1875x3391,BST,BST,1,1,2,15,1,0,2,1,2,6
1756x3328,BST,BST,1,0,2,8,1,0,0,1,2,1
1759x3357,BST,BST,1,0,2,8,1,0,0,1,2,1
1775x3345,BST,BST,1,0,2,14,1,0,0,1,2,1
1782x3377,BST,BST,1,0,2,4,1,0,0,1,2,1
1788x3421,BST,BST,1,0,2,2,1,0,0,1,2,1
1795x3480,BST,BST,4,1,2,12,1,0,2,1,2,6
1850x3384,BST,BST,1,0,2,8,1,0,0,1,2,1
1856x3325,BST,BST,3,0,2,8,1,0,0,1,2,1
1861x3419,BST,BST,3,4,2,9,1,0,1,1,2,3
1883x3358,BST,BST,4,2,2,14,5,4,0,1,2,6
1769x3410,BST,BST,1,5,2,3,1,0,5,1,2,5
1813x3397,BST,BST,1,1,2,13,1,0,2,1,2,6
1860x3471,PVH,PVH,3,1,3,15,5,4,2,2,4,6
1893x3480,PVH,PVH,2,2,3,19,5,4,3,5,4,7
1736x3429,BST,BST,1,0,2,4,1,0,0,1,2,1
1747x3328,BST,BST,1,0,2,8,1,0,0,1,2,1
1749x3473,BST,BST,1,0,2,8,1,0,0,1,2,1
1750x3481,BST,BST,1,0,2,8,1,0,0,1,2,1
1790x3313,BST,BST,1,0,2,8,1,0,0,1,2,1
1813x3365,BST,BST,1,2,2,19,1,0,0,1,2,6
1825x3419,BST,BST,4,0,2,4,1,0,0,1,2,1
1846x3322,BST,BST,4,1,2,15,1,0,2,1,2,6
1865x3460,PVH,PVH,3,1,3,5,5,4,2,2,4,3
1709x3672,fx,fx,4,1,7,12,4,1,2,3,3,6
1711x3622,fx,fx,7,3,7,0,4,1,4,3,3,0
1713x3593,fx,fx,4,0,6,19,4,1,3,3,2,1
1718x3639,fx,fx,4,5,7,3,4,1,5,3,3,5
1722x3578,BST,BST,4,0,0,8,4,0,0,3,2,1
1723x3687,fx,fx,4,1,7,12,4,1,2,3,3,6
1725x3599,fx,fx,4,5,6,3,4,1,5,3,3,5
1725x3647,fx,fx,4,5,7,16,4,1,5,3,3,5
1732x3604,fx,fx,7,3,6,0,4,1,4,3,3,0
1734x3613,fx,fx,4,3,7,0,4,1,4,3,3,0
1757x3626,fx,fx,4,2,0,1,4,1,3,3,3,3
1764x3672,fx,fx,4,5,7,3,4,1,5,3,3,5
1767x3625,fx,fx,4,8,0,10,6,1,7,3,3,2
1798x3624,PVH,PVH,4,2,0,1,4,1,3,3,3,6
1802x3688,fx,fx,4,0,0,2,4,1,3,3,3,6
1800x3534,PVH,PVH,7,3,0,0,5,4,4,3,2,0
1807x3594,PVH,PVH,7,5,0,3,5,4,5,3,3,5
1821x3594,PVH,PVH,7,2,3,4,5,4,0,3,3,1
1821x3571,PVH,PVH,7,3,3,0,5,4,4,3,4,0
1821x3544,PVH,PVH,7,1,0,13,5,4,2,3,4,6
1826x3619,PVH,PVH,2,1,0,13,4,4,5,3,3,6
1830x3585,PVH,PVH,7,3,3,0,5,4,4,3,3,0
1831x3679,PVH,PVH,4,5,0,3,4,1,5,3,3,5
1834x3665,PVH,PVH,4,5,0,16,4,1,5,3,3,5
1841x3612,PVH,PVH,2,2,0,1,5,4,3,3,3,6
1842x3569,PVH,PVH,4,2,2,1,5,4,3,5,4,6
1847x3635,PVH,PVH,4,5,0,16,4,1,5,3,3,5
1848x3547,PVH,PVH,2,4,2,5,5,4,3,3,4,3
1858x3623,PVH,PVH,2,2,0,1,5,4,3,3,3,7
1861x3578,PVH,PVH,2,4,3,20,5,4,3,3,4,7
1869x3693,PVH,PVH,4,2,0,19,4,1,2,3,3,6
1870x3678,PVH,PVH,4,1,0,12,6,1,2,3,3,6
1887x3589,PVH,PVH,7,1,0,12,5,4,2,3,4,6
1888x3639,PVH,PVH,4,2,0,19,4,1,3,3,3,6
1896x3699,PVH,PVH,4,3,0,0,4,1,4,3,3,0
1722x3610,fx,fx,7,5,7,3,4,1,5,3,3,5
1832x3656,PVH,PVH,4,5,3,3,4,1,5,3,3,5
1827x3519,PVH,PVH,7,2,2,12,5,4,3,5,4,6
1845x3584,PVH,PVH,8,8,2,10,6,4,7,3,3,2
1863x3630,PVH,PVH,4,2,0,1,4,1,3,3,3,6
1894x3610,PVH,PVH,7,3,3,0,5,1,4,3,3,0
1897x3604,PVH,PVH,7,2,3,0,5,1,4,3,3,6
1736x3690,fx,fx,4,1,7,12,4,1,2,3,3,6
1741x3671,fx,fx,4,1,7,12,4,1,2,3,3,6
1740x3541,BST,BST,4,5,6,3,1,0,5,1,2,5
1747x3543,BST,BST,4,5,6,3,1,0,5,3,2,5
1767x3599,PVH,PVH,4,9,3,17,4,1,8,3,3,6
1799x3671,fx,fx,4,0,3,2,4,1,3,3,3,6
1801x3641,PVH,PVH,4,3,0,0,4,1,4,3,3,0
1825x3626,PVH,PVH,4,5,0,3,4,1,5,3,3,5
1874x3669,PVH,PVH,4,1,0,12,4,1,2,3,3,6
1878x3689,PVH,PVH,4,1,0,15,4,1,2,3,3,6
1887x3658,PVH,PVH,4,9,0,17,4,1,8,3,3,0
1888x3540,PVH,PVH,2,2,1,1,5,4,3,5,4,7
1899x3550,PVH,PVH,2,2,3,14,5,4,3,5,4,7
1727x3561,BST,BST,4,0,6,4,1,0,0,1,2,1
1840x3534,PVH,PVH,2,2,2,1,5,4,3,5,4,7
1864x3561,PVH,PVH,2,1,8,15,5,4,2,5,4,6
1893x3557,PVH,PVH,2,0,3,19,5,4,3,5,4,1
1720x3811,fx,fx,8,8,7,10,6,7,7,4,6,2
1724x3832,fx,fx,8,8,7,10,6,7,7,4,6,2
1725x3711,fx,fx,8,8,7,10,6,1,7,3,3,2
1731x3743,fx,fx,8,8,7,10,6,7,7,4,3,2
1731x3784,fx,fx,8,8,7,10,6,7,7,4,6,2
1733x3840,fx,fx,8,5,7,3,4,7,5,4,6,5
1738x3845,fx,fx,8,8,7,10,4,7,7,4,6,2
1745x3850,fx,fx,8,1,7,12,6,7,7,4,6,6
1753x3819,fx,fx,8,8,7,10,6,7,7,4,6,2
1756x3807,fx,fx,8,8,7,10,6,7,7,4,6,2
1762x3842,fx,fx,8,8,7,10,6,7,7,4,6,2
1771x3897,fx,fx,8,8,7,10,6,7,7,4,6,2
1780x3816,fx,fx,8,8,7,10,6,7,7,4,6,2
1792x3781,fx,fx,7,3,0,0,4,7,4,4,6,0
1792x3854,fx,fx,8,8,7,10,6,7,7,4,6,2
1819x3828,fx,fx,8,3,7,0,4,7,4,4,6,0
1822x3786,fx,fx,8,10,0,21,4,7,9,4,6,0
1824x3818,fx,fx,8,8,7,10,6,7,7,4,6,2
1834x3729,fx,fx,7,3,0,0,4,1,4,3,3,0
1844x3828,fx,fx,8,1,7,15,4,7,7,4,6,6
1857x3803,fx,fx,8,8,7,10,6,7,7,4,6,2
1862x3753,fx,fx,7,1,0,12,4,1,2,3,3,6
1863x3864,PVT,PVT,7,3,0,0,4,7,4,4,6,0
1865x3827,PVT,PVT,8,8,7,10,6,7,7,4,6,2
1878x3728,fx,fx,4,3,0,0,4,1,4,3,3,0
1879x3794,fx,fx,8,5,7,16,4,7,5,4,6,5
1879x3823,PVT,PVT,8,11,7,22,4,7,10,4,6,6
1886x3848,PVT,PVT,4,9,7,17,4,7,8,4,6,6
1892x3752,fx,fx,7,3,0,0,4,1,4,3,3,0
1892x3879,PVT,PVT,4,11,9,22,4,7,2,4,6,6
1737x3882,fx,fx,8,8,7,10,6,7,7,4,6,2
1742x3767,fx,fx,8,8,7,10,6,7,7,4,6,2
1764x3860,fx,fx,8,5,7,3,4,7,5,4,6,5
1845x3894,PVT,PVT,7,1,0,0,4,7,4,4,6,6
1855x3886,PVT,PVT,4,1,0,12,4,7,2,3,6,6
1868x3723,fx,fx,4,1,0,12,4,1,2,3,3,6
1870x3769,fx,fx,8,8,0,10,6,7,7,4,3,2
1753x3845,fx,fx,8,1,7,12,4,7,7,4,6,6
1769x3742,fx,fx,4,5,0,3,4,7,5,4,3,5
1771x3862,fx,fx,8,8,7,10,6,7,7,4,6,2
1792x3740,fx,fx,4,1,0,12,4,7,3,3,3,6
1806x3724,fx,fx,7,5,0,16,4,1,5,3,3,5
1819x3770,fx,fx,7,3,0,0,4,1,4,4,6,0
1842x3820,fx,fx,8,8,7,10,6,7,7,4,6,2
1853x3893,PVT,PVT,7,3,0,0,4,7,4,3,6,0
1893x3763,fx,fx,8,8,7,10,6,7,7,4,3,2
1777x3769,fx,fx,8,1,0,12,4,7,2,4,6,6
1890x3723,fx,fx,4,1,0,15,4,1,2,3,3,6
1872x3713,fx,fx,4,1,0,12,4,1,2,3,3,6
1912x3740,fx,fx,4,1,0,12,4,1,2,3,3,6
1915x3876,PVT,PVT,4,11,9,22,7,7,10,4,6,6
1912x3719,fx,fx,4,1,0,12,4,1,2,3,3,6
1927x3729,fx,fx,4,1,0,12,4,1,2,3,3,6
1928x3780,fx,fx,8,8,7,10,4,7,7,4,6,2
1931x3799,fx,fx,8,8,7,10,6,7,7,4,6,2
1937x3767,fx,fx,8,3,7,0,4,1,4,4,6,0
1945x3872,PVT,PVT,4,5,9,3,7,7,5,4,6,5
1956x3741,fx,fx,4,1,0,12,4,1,2,3,3,6
1965x3809,PVT,PVT,7,3,7,0,4,7,4,4,6,0
1978x3716,fx,fx,4,1,0,12,4,1,2,3,3,6
1979x3784,PVT,PVT,7,10,7,21,4,7,9,4,6,0
1984x3894,PVT,PVT,4,11,9,22,7,7,2,4,6,6
2006x3719,fx,fx,4,11,0,22,4,1,2,3,3,6
2008x3812,PVT,PVT,4,5,9,3,7,7,5,4,6,5
2009x3891,PVT,PVT,4,11,9,22,7,7,10,4,6,6
2012x3772,PVT,PVT,4,5,9,16,7,7,5,4,6,5
