,ground_truth,ground_truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
-3204x-3384,MPN,MPN,5,3,1,3,2,1,1,2,2,1
-3185x-3449,MPN,MPN,1,3,1,3,2,1,1,2,2,1
-3295x-3451,MPN,MPN,5,3,1,16,2,1,1,2,2,1
-3290x-3455,MPN,MPN,5,0,1,3,2,1,1,2,2,1
-3344x-3237,MPA,MPA,2,0,1,8,3,2,0,3,3,4
-3341x-3283,MPA,MPA,3,4,1,4,4,2,4,3,3,5
-3339x-3118,BST,BST,1,8,4,11,3,2,7,1,1,4
-3327x-3271,MPA,MPA,3,4,1,4,4,2,4,1,3,5
-3323x-3156,BST,BST,2,0,4,8,3,2,2,3,1,4
-3318x-3143,BST,BST,2,1,4,6,3,2,2,3,1,7
-3316x-3242,MPA,MPA,2,1,1,18,3,2,2,3,3,7
-3290x-3176,BST,BST,1,3,4,10,3,2,0,3,1,4
-3282x-3161,BST,BST,3,8,4,11,3,2,7,3,1,2
-3276x-3295,MPA,MPA,3,6,3,5,3,2,5,1,3,0
-3275x-3151,BST,BST,3,4,4,4,4,2,4,3,1,5
-3271x-3201,MPA,MPA,1,0,4,8,3,2,0,1,3,4
-3268x-3206,MPA,MPA,1,0,4,8,3,0,0,1,3,4
-3261x-3180,BST,BST,3,4,4,4,4,2,4,1,1,5
-3242x-3299,MPA,MPA,1,0,1,2,3,2,0,3,2,4
-3241x-3198,MPA,MPA,1,2,4,0,5,0,3,1,3,2
-3239x-3219,MPA,MPA,1,0,4,21,3,0,0,1,3,4
-3235x-3252,MPA,MPA,5,0,4,17,3,2,0,1,3,1
-3235x-3235,MPA,MPA,1,0,1,17,3,2,0,1,3,4
-3235x-3271,MPA,MPA,3,2,4,0,5,2,3,1,3,2
-3230x-3146,BST,BST,2,1,5,6,6,0,2,3,1,7
-3220x-3197,MPA,MPA,3,2,0,0,5,0,3,1,3,2
-3217x-3128,BST,BST,2,2,4,0,5,0,3,3,1,2
-3209x-3267,MPA,MPA,3,4,1,14,4,2,4,1,2,5
-3204x-3236,MPA,MPA,3,8,1,11,3,0,7,1,3,2
-3198x-3134,BST,BST,3,4,4,4,4,0,4,1,1,5
-3193x-3175,BST,BST,3,6,3,5,3,0,5,1,1,0
-3183x-3287,MPN,MPN,1,0,1,17,3,1,0,1,2,1
-3175x-3223,MPN,MPN,2,0,4,17,3,2,0,3,3,4
-3175x-3133,BST,BST,2,0,4,8,3,0,0,1,1,4
-3305x-3283,MPA,MPA,3,2,3,0,5,2,3,1,3,2
-3291x-3131,BST,BST,2,0,5,15,3,2,2,3,1,4
-3256x-3151,BST,BST,3,2,4,0,5,0,3,3,1,2
-3222x-3295,MPA,MPA,2,0,1,8,3,2,0,3,2,4
-3176x-3209,MPN,MPN,2,0,4,17,3,2,1,3,3,1
-3319x-3215,MPA,MPA,2,2,4,0,5,2,3,3,3,2
-3310x-3199,MPA,MPA,1,0,4,8,3,2,0,3,3,4
-3289x-3223,MPA,MPA,1,1,4,6,3,2,2,1,3,7
-3289x-3266,MPA,MPA,2,0,3,15,3,2,0,3,3,4
-3212x-3244,MPA,MPA,1,8,1,11,5,2,7,1,3,2
-3172x-3259,MPN,MPN,1,2,4,20,3,0,3,3,2,2
-3164x-3235,MPN,MPN,1,0,4,15,3,2,1,3,2,4
-3336x-3253,MPA,MPA,3,4,1,14,3,2,4,3,3,2
-3170x-3241,MPN,MPN,1,0,4,15,3,2,1,3,2,4
-3324x-3172,BST,BST,2,1,4,6,3,2,2,3,1,7
-3252x-3256,MPA,MPA,1,0,4,8,3,0,0,1,3,4
-3211x-3300,MPN,MPN,1,2,1,0,5,2,3,1,2,2
-3343x-2946,BST,BST,1,0,0,8,3,0,0,1,1,4
-3340x-2927,BST,BST,1,8,0,11,3,0,7,1,1,7
-3337x-3064,BST,BST,1,0,4,15,3,0,0,1,1,4
-3333x-2983,BST,BST,1,0,0,10,3,0,0,1,1,4
-3326x-2970,BST,BST,1,4,0,14,4,0,4,1,1,5
-3318x-2988,BST,BST,1,0,0,2,3,0,0,1,1,4
-3311x-3072,BST,BST,1,8,4,11,3,0,7,1,1,2
-3314x-2925,BST,BST,1,0,0,8,3,0,0,1,1,4
-3306x-3051,BST,BST,1,1,5,13,3,0,2,1,1,4
-3307x-2949,BST,BST,1,1,0,6,3,0,2,1,1,3
-3304x-3000,BST,BST,1,6,0,5,3,0,5,1,1,0
-3301x-3041,BST,BST,1,1,0,13,3,0,2,1,1,7
-3295x-2929,BST,BST,1,0,4,2,3,0,0,1,1,4
-3292x-3073,BST,BST,1,0,1,20,3,0,0,1,1,4
-3290x-2986,BST,BST,1,0,0,15,3,0,1,1,1,4
-3282x-2928,BST,BST,3,2,4,0,5,0,4,1,1,2
-3278x-3070,BST,BST,1,2,4,0,5,0,3,1,1,2
-3274x-2928,BST,BST,3,4,4,4,4,0,4,1,1,5
-3274x-3009,BST,BST,1,0,0,17,3,0,0,1,1,1
-3275x-3036,BST,BST,1,2,4,0,5,0,3,1,1,2
-3272x-2970,BST,BST,1,0,0,1,3,0,1,1,1,4
-3268x-2979,BST,BST,1,1,0,1,3,0,1,1,1,7
-3263x-3010,BST,BST,1,0,0,8,3,0,0,1,1,4
-3261x-3081,BST,BST,1,0,4,2,3,0,0,1,1,4
-3262x-3075,BST,BST,1,0,4,17,3,0,0,1,1,4
-3262x-3100,BST,BST,1,2,4,0,5,0,3,1,1,2
-3259x-2946,BST,BST,1,2,4,20,3,0,3,1,1,2
-3256x-3099,BST,BST,1,2,4,0,5,0,3,1,1,2
-3244x-2957,BST,BST,1,8,5,11,3,0,0,1,1,4
-3245x-2968,BST,BST,1,0,4,15,3,0,1,1,1,1
-3240x-3040,BST,BST,1,0,4,15,3,0,1,1,1,4
-3230x-3071,BST,BST,1,0,4,8,3,0,0,1,1,4
-3227x-3061,BST,BST,1,0,4,8,3,0,0,1,1,4
-3229x-3032,BST,BST,1,0,4,15,2,0,1,1,1,1
-3225x-3091,BST,BST,1,8,4,11,5,0,7,1,1,2
-3216x-3041,BST,BST,1,0,4,15,2,0,1,1,1,1
-3207x-2994,BST,BST,1,2,4,20,3,0,3,1,1,2
-3200x-3055,BST,BST,1,3,4,3,2,0,1,1,1,1
-3197x-3050,BST,BST,1,0,4,15,2,0,1,1,1,4
-3195x-2950,BST,BST,1,0,4,8,3,0,0,1,1,4
-3193x-3037,BST,BST,1,0,4,2,2,0,1,1,1,4
-3192x-3009,BST,BST,1,0,4,15,3,0,1,1,1,1
-3186x-3074,BST,BST,1,1,4,1,2,0,2,1,1,4
-3179x-2987,BST,BST,1,6,4,5,3,0,5,1,1,0
-3174x-2946,BST,BST,1,0,4,8,3,0,0,1,1,4
-3174x-3048,BST,BST,1,0,4,15,2,0,1,1,1,1
-3168x-3058,BST,BST,1,8,4,11,3,0,7,1,1,2
-3333x-3032,BST,BST,2,0,4,2,3,0,0,1,1,4
-3320x-3089,BST,BST,1,1,4,6,3,0,2,1,1,7
-3288x-2992,BST,BST,1,0,0,15,3,0,1,1,1,4
-3239x-3001,BST,BST,1,0,4,17,3,0,0,1,1,4
-3222x-3011,BST,BST,1,4,4,4,4,0,4,1,1,5
-3205x-3015,BST,BST,1,0,4,15,2,0,2,1,1,4
-3190x-2936,BST,BST,1,0,4,8,3,0,0,1,1,4
-3189x-3026,BST,BST,1,0,4,15,2,0,0,1,1,4
-3165x-2922,BST,BST,1,0,4,8,3,0,0,1,1,4
-3345x-3086,BST,BST,1,2,4,20,3,0,0,1,1,2
-3314x-2967,BST,BST,1,0,0,2,3,0,0,1,1,4
-3288x-2949,BST,BST,3,2,4,0,5,0,3,1,1,2
-3285x-2943,BST,BST,3,4,4,14,3,0,3,1,1,2
-3192x-3091,BST,BST,1,0,4,8,3,0,0,1,1,4
-3179x-2971,BST,BST,1,0,4,8,3,0,0,1,1,4
-3174x-3040,BST,BST,1,3,4,15,2,0,1,1,1,1
-3266x-2986,BST,BST,1,0,0,15,3,0,1,1,1,4
-3336x-2989,BST,BST,1,0,0,2,3,0,0,1,1,4
-3336x-2966,BST,BST,1,0,0,2,3,0,0,1,1,4
-3260x-3053,BST,BST,1,0,4,2,3,0,0,1,1,4
-3245x-3061,BST,BST,1,0,4,8,3,0,0,1,1,4
-3182x-3007,BST,BST,1,0,4,8,3,0,0,1,1,4
-3170x-3066,BST,BST,1,8,4,11,3,0,7,1,1,1
-3171x-2999,BST,BST,1,0,4,8,3,0,0,1,1,4
-3163x-3024,BST,BST,1,0,4,15,2,0,1,1,1,1
-3343x-2896,BST,BST,1,0,0,2,3,0,0,1,1,4
-3337x-2749,BST,BST,1,8,0,11,3,0,7,1,1,4
-3333x-2734,BST,BST,1,0,4,15,3,0,0,1,1,4
-3321x-2791,BST,BST,1,0,0,2,3,0,0,1,1,4
-3322x-2814,BST,BST,1,1,0,13,3,0,2,1,1,7
-3322x-2841,BST,BST,1,0,0,2,3,0,0,1,1,4
-3317x-2869,BST,BST,1,0,0,17,3,0,0,1,1,4
-3316x-2887,BST,BST,1,6,0,5,3,0,5,1,1,0
-3315x-2753,BST,BST,1,4,4,4,4,0,4,1,1,5
-3308x-2724,BST,BST,1,0,4,2,3,0,0,1,1,4
-3300x-2741,BST,BST,1,0,4,8,3,0,0,1,1,4
-3296x-2852,BST,BST,1,0,0,2,3,0,0,1,1,4
-3290x-2876,BST,BST,1,0,0,2,3,0,0,1,1,4
-3288x-2741,BST,BST,1,0,4,8,3,0,0,1,1,4
-3281x-2723,BST,BST,1,2,4,0,5,0,3,1,1,2
-3275x-2866,BST,BST,1,0,4,2,3,0,0,1,1,4
-3275x-2847,BST,BST,1,0,4,8,3,0,0,1,1,4
-3278x-2793,BST,BST,1,8,4,11,3,0,7,1,1,4
-3266x-2778,BST,BST,1,0,4,8,3,0,0,1,1,4
-3266x-2730,BST,BST,1,1,4,6,3,0,2,1,1,7
-3264x-2904,BST,BST,1,0,4,8,3,0,0,1,1,4
-3261x-2807,BST,BST,1,0,4,8,3,0,0,1,1,4
-3262x-2845,BST,BST,1,0,4,8,3,0,0,1,1,4
-3255x-2797,BST,BST,1,0,4,8,3,0,0,1,1,4
-3259x-2848,BST,BST,1,0,4,8,3,0,0,1,1,4
-3256x-2889,BST,BST,1,2,4,0,5,0,3,1,1,2
-3250x-2870,BST,BST,1,0,4,15,3,0,1,1,1,4
-3247x-2765,BST,BST,1,0,4,8,3,0,0,1,1,4
-3243x-2862,BST,BST,1,0,4,8,3,0,0,1,1,4
-3239x-2781,BST,BST,1,8,4,11,5,0,7,1,1,2
-3231x-2871,BST,BST,1,0,4,8,3,0,0,1,1,4
-3224x-2885,BST,BST,1,0,4,15,3,0,0,1,1,4
-3224x-2839,BST,BST,1,0,4,8,3,0,0,1,1,4
-3220x-2748,BST,BST,1,0,4,8,3,0,0,1,1,4
-3222x-2723,BST,BST,1,0,4,8,3,0,0,1,1,4
-3218x-2817,BST,BST,1,0,4,8,3,0,0,1,1,4
-3204x-2848,BST,BST,1,4,4,4,4,0,4,1,1,5
-3201x-2761,BST,BST,1,0,4,8,3,0,0,1,1,4
-3193x-2793,BST,BST,1,4,4,14,3,0,4,1,1,5
-3190x-2742,BST,BST,1,0,4,8,3,0,0,1,1,4
-3188x-2837,BST,BST,1,0,4,8,3,0,0,1,1,4
-3188x-2762,BST,BST,1,0,4,8,3,0,0,1,1,4
-3187x-2894,BST,BST,1,7,4,3,3,0,0,1,1,4
-3182x-2745,BST,BST,1,10,4,19,3,0,9,1,1,4
-3178x-2785,BST,BST,1,2,4,0,3,0,3,1,1,2
-3177x-2846,BST,BST,1,0,4,8,3,0,0,1,1,4
-3176x-2872,BST,BST,1,0,4,8,3,0,0,1,1,4
-3175x-2794,BST,BST,1,0,4,8,3,0,0,1,1,4
-3166x-2853,BST,BST,1,0,4,8,3,0,0,1,1,4
-3166x-2750,BST,BST,1,1,4,6,3,0,2,1,1,7
-3306x-2875,BST,BST,1,0,0,2,3,0,0,1,1,4
-3244x-2836,BST,BST,1,0,4,8,3,0,0,1,1,4
-3204x-2858,BST,BST,1,0,4,2,3,0,0,1,1,4
-3166x-2730,BST,BST,1,0,4,8,3,0,0,1,1,4
-3318x-2857,BST,BST,1,0,0,2,3,0,0,1,1,4
-3260x-2749,BST,BST,1,8,4,11,3,0,0,1,1,4
-3222x-2871,BST,BST,1,0,4,8,3,0,0,1,1,4
-3222x-2774,BST,BST,1,0,4,8,3,0,0,1,1,4
-3214x-2741,BST,BST,1,0,4,8,3,0,0,1,1,4
-3211x-2884,BST,BST,1,0,4,8,3,0,0,1,1,4
-3253x-2825,BST,BST,1,2,4,0,5,0,3,1,1,2
-3197x-2764,BST,BST,1,0,4,8,3,0,0,1,1,4
-3184x-2825,BST,BST,1,2,4,20,5,0,0,1,1,2
-3166x-2831,BST,BST,1,6,4,5,3,0,5,1,1,0
-3318x-2720,BST,BST,2,1,4,6,3,0,2,1,1,7
-3297x-2762,BST,BST,1,0,4,2,3,0,0,1,1,4
-3267x-2854,BST,BST,1,0,4,2,3,0,0,1,1,4
-3345x-2672,BST,BST,1,8,0,11,3,0,7,1,1,4
-3340x-2568,fx,fx,1,1,3,18,3,3,2,6,3,7
-3334x-2548,fx,fx,3,1,3,1,3,3,2,6,3,7
-3328x-2572,fx,fx,3,1,3,18,3,3,2,6,3,7
-3325x-2594,fx,fx,1,1,3,18,3,3,2,6,1,7
-3315x-2642,BST,BST,1,10,4,19,3,0,9,1,1,4
-3313x-2565,fx,fx,3,2,3,0,5,3,3,6,3,2
-3300x-2634,BST,BST,1,0,4,8,3,0,0,1,1,4
-3302x-2586,fx,fx,3,1,3,18,3,3,2,6,3,7
-3302x-2656,BST,BST,1,0,4,15,3,0,7,1,1,4
-3298x-2697,BST,BST,1,0,4,8,3,0,0,1,1,4
-3286x-2671,BST,BST,1,2,4,0,5,0,3,1,1,2
-3280x-2628,BST,BST,3,4,4,14,4,0,4,1,1,5
-3276x-2677,BST,BST,1,0,4,21,3,0,0,1,1,4
-3273x-2523,fx,fx,3,0,3,2,3,3,2,6,3,4
-3264x-2699,BST,BST,1,2,4,0,5,0,7,1,1,2
-3267x-2553,fx,fx,4,6,5,5,3,3,5,6,3,0
-3265x-2588,fx,fx,2,1,3,13,3,3,2,6,3,7
-3261x-2535,fx,fx,3,2,3,0,5,3,3,6,3,2
-3247x-2678,BST,BST,1,0,4,6,3,0,0,1,1,4
-3245x-2700,BST,BST,2,2,4,0,5,0,3,1,1,2
-3238x-2655,BST,BST,1,0,4,21,3,0,0,1,1,4
-3226x-2695,BST,BST,1,8,4,11,3,0,7,1,1,2
-3222x-2597,fx,fx,2,1,5,13,3,2,2,1,3,7
-3220x-2675,BST,BST,1,4,4,4,4,0,4,1,1,5
-3217x-2639,BST,BST,3,4,5,4,4,0,4,1,1,5
-3208x-2644,BST,BST,3,8,5,11,3,0,7,1,1,2
-3208x-2688,BST,BST,1,0,4,15,3,0,0,1,1,4
-3196x-2673,BST,BST,1,1,4,6,6,0,2,1,1,7
-3202x-2522,fx,fx,3,2,3,0,5,4,3,6,3,2
-3202x-2554,fx,fx,2,0,3,8,3,3,0,1,3,4
-3191x-2593,fx,fx,2,1,0,1,3,2,2,1,3,7
-3190x-2582,fx,fx,2,3,0,10,3,2,1,1,3,1
-3188x-2563,fx,fx,2,1,0,13,3,4,2,1,3,7
-3185x-2619,fx,fx,2,2,5,0,5,4,3,3,3,2
-3169x-2676,BST,BST,1,0,4,2,3,4,0,1,1,4
-3336x-2618,BST,BST,1,0,4,21,3,0,0,1,1,4
-3313x-2668,BST,BST,1,4,4,4,3,0,0,1,1,4
-3313x-2653,BST,BST,1,8,4,11,3,0,7,1,1,2
-3271x-2608,fx,fx,3,8,2,11,5,3,7,1,1,2
-3217x-2617,fx,fx,2,3,5,15,3,2,0,1,1,4
-3216x-2548,fx,fx,2,2,3,0,5,3,3,6,3,2
-3326x-2527,fx,fx,3,10,3,19,3,3,9,6,3,2
-3281x-2520,fx,fx,3,1,3,18,3,3,2,6,3,7
-3275x-2558,fx,fx,4,6,4,5,3,3,5,6,3,0
-3262x-2653,BST,BST,1,0,4,8,3,0,0,1,1,4
-3231x-2632,BST,BST,3,2,5,0,5,0,3,1,1,2
-3226x-2570,fx,fx,2,5,5,13,3,3,2,6,3,3
-3226x-2687,BST,BST,1,0,4,8,3,0,7,1,1,4
-3209x-2700,BST,BST,1,0,4,8,3,0,0,1,1,4
-3178x-2701,BST,BST,1,0,4,2,3,0,0,1,1,4
-3175x-2697,BST,BST,1,0,4,2,3,4,0,1,1,4
-3170x-2693,BST,BST,1,0,4,8,3,4,0,1,1,4
-3317x-2551,fx,fx,3,2,3,0,5,3,3,6,3,2
-3315x-2556,fx,fx,3,2,3,0,5,3,3,6,3,2
-3316x-2623,BST,BST,1,2,4,0,5,0,3,1,1,2
-3244x-2588,fx,fx,2,1,5,1,3,3,2,1,3,7
-3337x-2667,BST,BST,1,8,0,11,3,0,7,1,1,4
-3321x-2699,BST,BST,1,0,4,8,3,0,0,1,1,4
-3261x-2673,BST,BST,1,0,4,8,3,0,0,1,1,4
-3252x-2695,BST,BST,1,0,4,8,3,0,3,1,1,4
-3198x-2690,BST,BST,1,3,4,3,3,0,0,1,1,4
-3189x-2647,BST,BST,1,0,0,2,3,4,0,1,1,4
-3164x-2576,fx,fx,2,3,0,8,3,4,0,3,3,4
-3273x-2698,BST,BST,1,8,4,11,3,0,7,1,1,4
-3327x-2461,fx,fx,4,6,3,5,3,3,5,5,6,0
-3320x-2428,fx,fx,4,6,3,5,3,3,5,5,6,0
-3320x-2439,fx,fx,4,6,3,5,3,3,5,5,6,0
-3320x-2359,fx,fx,4,6,3,5,3,3,5,5,6,0
-3314x-2396,fx,fx,4,6,3,5,7,3,5,5,6,0
-3313x-2332,fx,fx,3,2,3,0,5,3,3,6,6,2
-3305x-2450,fx,fx,4,0,3,2,3,3,0,5,3,4
-3304x-2325,fx,fx,3,1,3,18,3,3,2,6,6,7
-3297x-2362,fx,fx,3,2,3,0,5,3,3,6,6,2
-3293x-2314,fx,fx,3,4,3,4,4,3,4,6,6,5
-3290x-2367,fx,fx,3,4,3,4,4,3,3,6,6,5
-3270x-2372,fx,fx,3,1,3,18,3,3,2,6,3,7
-3265x-2444,fx,fx,3,1,3,18,3,3,2,6,3,7
-3262x-2412,fx,fx,3,0,3,2,3,3,0,6,3,4
-3254x-2420,fx,fx,3,4,3,4,4,3,4,6,3,5
-3253x-2326,fx,fx,8,6,3,5,3,3,5,6,3,0
-3243x-2318,fx,fx,3,4,3,4,4,3,4,6,3,5
-3243x-2491,fx,fx,8,1,3,13,3,3,2,6,3,7
-3236x-2494,fx,fx,8,1,3,13,3,3,2,6,3,7
-3235x-2357,fx,fx,4,6,3,5,3,3,5,6,3,0
-3233x-2467,fx,fx,8,1,3,18,3,3,2,6,3,7
-3232x-2412,fx,fx,3,2,3,0,5,3,3,6,3,2
-3225x-2368,fx,fx,4,2,3,0,5,3,5,6,3,2
-3224x-2439,fx,fx,8,1,3,18,3,3,2,6,3,7
-3221x-2399,fx,fx,3,2,3,0,5,3,3,6,3,2
-3221x-2377,fx,fx,4,6,3,5,3,3,5,6,3,0
-3213x-2382,fx,fx,3,4,3,4,4,3,4,6,3,5
-3213x-2352,fx,fx,4,5,3,7,8,3,6,6,3,3
-3212x-2489,fx,fx,8,1,3,18,3,3,2,6,3,7
-3200x-2417,fx,fx,3,5,3,13,3,3,6,6,3,7
-3195x-2498,fx,fx,8,5,3,13,3,4,6,6,3,3
-3188x-2396,fx,fx,3,2,3,0,5,3,3,6,3,2
-3180x-2472,fx,fx,8,1,3,18,3,3,2,6,3,7
-3179x-2403,fx,fx,3,1,3,18,3,3,2,6,3,7
-3174x-2499,fx,fx,8,2,3,0,5,4,3,6,3,2
-3166x-2388,fx,fx,3,2,3,0,5,5,3,6,3,2
-3164x-2321,PVT,PVT,3,2,3,0,5,3,3,7,7,2
-3275x-2335,fx,fx,3,1,3,18,3,3,2,6,3,7
-3261x-2393,fx,fx,8,1,3,1,3,3,2,6,3,7
-3209x-2400,fx,fx,3,1,3,13,3,3,2,6,3,7
-3187x-2491,fx,fx,8,1,3,13,3,3,6,6,3,7
-3167x-2482,fx,fx,8,1,3,18,3,3,2,6,3,7
-3292x-2402,fx,fx,4,6,3,5,3,3,5,5,6,0
-3247x-2442,fx,fx,8,1,3,18,3,3,2,6,3,7
-3205x-2424,fx,fx,8,10,3,19,3,3,6,6,3,3
-3201x-2469,fx,fx,8,1,3,18,3,3,2,6,3,7
-3307x-2344,fx,fx,4,6,3,5,4,3,5,6,6,0
-3199x-2500,fx,fx,8,5,3,13,3,4,6,6,3,3
-3321x-2458,fx,fx,4,4,3,4,4,3,5,5,6,5
-3208x-2380,fx,fx,3,1,3,1,3,3,4,6,3,4
-3345x-2304,fx,fx,3,1,3,18,3,3,2,6,6,7
-3341x-2143,PVT,PVT,8,5,7,7,8,3,6,6,3,3
-3339x-2178,PVT,PVT,3,5,3,7,8,5,6,6,6,3
-3337x-2224,fx,fx,3,5,3,7,3,3,6,6,6,3
-3328x-2122,PVT,PVT,3,8,7,11,5,5,7,6,3,2
-3322x-2142,PVT,PVT,8,5,7,7,8,5,6,7,3,3
-3315x-2212,fx,fx,3,4,3,4,4,5,4,6,3,5
-3315x-2237,fx,fx,3,10,3,19,5,3,9,6,6,2
-3312x-2186,PVT,PVT,3,2,3,0,5,5,3,6,3,2
-3305x-2124,PVT,PVT,8,5,7,7,8,5,6,7,3,3
-3306x-2284,fx,fx,3,0,3,2,3,3,0,6,6,4
-3288x-2264,fx,fx,3,4,3,4,4,3,4,6,3,5
-3284x-2286,fx,fx,3,8,3,11,5,3,7,6,3,2
-3275x-2205,PVT,PVT,8,1,3,18,3,5,2,6,3,7
-3256x-2184,PVT,PVT,8,2,3,0,5,5,3,6,3,2
-3248x-2227,PVT,PVT,8,1,3,18,3,3,2,6,3,7
-3231x-2197,PVT,PVT,8,2,3,0,5,5,3,6,3,2
-3207x-2213,PVT,PVT,8,1,7,18,5,5,6,7,7,3
-3207x-2147,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3203x-2120,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3190x-2247,PVT,PVT,8,2,6,0,5,3,3,7,7,2
-3185x-2180,PVT,PVT,8,2,3,0,5,5,3,7,7,2
-3183x-2296,PVT,PVT,8,5,3,7,8,3,6,7,7,3
-3171x-2275,PVT,PVT,8,1,3,18,3,3,2,7,7,7
-3311x-2266,fx,fx,3,2,3,0,5,3,3,6,6,2
-3304x-2174,PVT,PVT,3,6,7,5,3,5,5,6,3,0
-3305x-2252,fx,fx,3,4,3,4,4,3,4,6,3,5
-3277x-2223,PVT,PVT,8,6,3,5,3,3,5,6,3,0
-3206x-2183,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3189x-2121,PVT,PVT,8,10,7,19,8,5,9,7,7,5
-3340x-2155,PVT,PVT,8,4,7,14,4,5,4,6,6,5
-3263x-2244,PVT,PVT,8,1,3,18,3,3,2,6,3,7
-3246x-2204,PVT,PVT,8,5,3,13,8,5,6,6,3,3
-3198x-2250,PVT,PVT,8,5,6,13,8,3,6,7,7,3
-3187x-2205,PVT,PVT,8,2,3,0,5,5,3,7,7,2
-3167x-2243,PVT,PVT,8,5,7,13,3,3,2,7,7,3
-3301x-2293,fx,fx,3,1,3,18,3,3,2,6,6,7
-3312x-2256,fx,fx,3,0,3,2,3,3,4,6,6,4
-3231x-2288,PVT,PVT,8,5,3,7,8,3,6,6,3,3
-3140x-2250,PVT,PVT,3,8,7,11,3,5,7,7,7,2
-3139x-2298,PVT,PVT,3,2,7,0,5,5,3,7,7,2
-3139x-2121,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3132x-2197,PVT,PVT,3,2,7,0,5,5,3,7,7,2
-3114x-2263,PVT,PVT,8,4,7,4,4,5,4,7,7,5
-3114x-2204,PVT,PVT,3,5,7,7,8,5,6,7,7,3
-3106x-2139,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3106x-2250,PVT,PVT,8,10,7,19,8,5,9,7,7,3
-3104x-2189,PVT,PVT,3,6,7,5,3,5,5,7,7,0
-3105x-2281,PVT,PVT,8,5,7,13,8,5,2,7,7,3
-3096x-2259,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3090x-2293,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3087x-2151,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3085x-2140,PVT,PVT,3,8,7,11,3,5,7,7,7,2
-3074x-2168,PVT,PVT,3,2,7,0,5,5,3,7,7,2
-3071x-2141,PVT,PVT,3,4,7,14,6,5,4,7,7,5
-3067x-2207,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3046x-2192,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3045x-2185,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3040x-2259,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-3034x-2229,PVT,PVT,8,4,7,4,4,5,4,7,7,5
-3031x-2215,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3031x-2296,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-3028x-2237,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3020x-2280,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3010x-2270,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3007x-2246,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-3006x-2186,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-3000x-2268,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-2990x-2299,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-2990x-2156,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-2980x-2191,PVT,PVT,8,4,7,4,4,5,4,7,7,5
-2971x-2283,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-2964x-2245,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-2963x-2159,PVT,PVT,8,4,7,14,4,5,4,7,7,5
-2964x-2151,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3144x-2151,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-3097x-2209,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-3074x-2268,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-3057x-2139,PVT,PVT,3,2,7,0,5,5,4,7,7,2
-3028x-2149,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3008x-2220,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3004x-2169,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-2996x-2126,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3074x-2223,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3071x-2280,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3070x-2149,PVT,PVT,3,4,7,14,6,5,4,7,7,5
-3052x-2215,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-2985x-2214,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3028x-2193,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3146x-2133,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-3140x-2220,PVT,PVT,3,5,7,7,8,5,6,7,7,3
-3086x-2165,PVT,PVT,8,2,7,0,5,5,3,7,7,2
-2986x-2258,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-2976x-2214,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-2974x-2136,PVT,PVT,8,8,7,11,5,5,7,7,7,2
-2967x-2233,PVT,PVT,8,5,7,7,8,5,6,7,7,3
-2972x-2296,PVT,PVT,8,5,7,7,8,5,6,7,7,3
