,ground_truth,ground_truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
-2492x-102,MPN,MPN,4,1,1,10,3,1,3,2,2,6
-2480x-216,MPN,MPN,4,4,1,8,3,1,5,2,2,1
-2473x-156,MPN,MPN,4,2,1,2,3,1,5,2,2,1
-2466x-175,MPN,MPN,4,2,1,2,3,1,3,2,2,1
-2453x-122,MPN,MPN,4,5,1,1,3,1,5,2,2,5
-2450x-123,MPN,MPN,4,2,1,2,3,1,5,2,2,1
-2403x-234,MPN,MPN,4,1,1,7,3,1,3,2,2,0
-2394x-202,MPN,MPN,4,0,1,5,3,1,1,2,2,1
-2358x-228,MPN,MPN,2,5,1,1,3,1,4,2,2,5
-2355x-153,MPN,MPN,3,6,1,9,6,1,6,2,2,4
-2339x-224,MPN,MPN,4,3,1,19,3,1,2,2,2,3
-2367x-187,MPN,MPN,4,5,1,1,3,1,4,2,2,5
-2500x-84,MPN,MPN,4,1,1,10,3,1,3,2,2,1
-2480x-84,MPN,MPN,4,1,1,16,3,1,0,2,2,0
-2466x-102,MPN,MPN,4,2,1,17,3,1,0,2,2,1
-2392x-72,MPN,MPN,2,1,8,16,3,1,3,2,2,0
-2420x-66,MPN,MPN,2,3,8,19,5,1,2,2,2,3
-2525x-6,MPA,MPA,6,10,8,18,2,1,10,8,2,6
-2515x57,MPA,MPA,4,10,8,18,2,8,10,8,2,1
-2514x44,MPA,MPA,4,10,8,18,2,8,10,8,2,1
-2513x3,MPA,MPA,2,10,8,18,2,8,10,8,2,3
-2510x119,MPA,MPA,4,10,8,2,2,8,10,8,2,1
-2503x-9,MPA,MPA,2,10,8,18,2,8,10,8,2,1
-2486x22,MPA,MPA,6,10,8,18,2,8,10,8,2,7
-2487x79,MPA,MPA,2,10,8,18,2,8,10,8,2,3
-2486x130,MPA,MPA,2,10,8,18,3,8,10,8,2,0
-2484x-26,MPA,MPA,4,10,8,18,2,8,10,8,2,0
-2482x36,MPA,MPA,1,10,8,18,2,8,10,8,2,6
-2480x31,MPA,MPA,1,10,8,18,2,8,10,8,2,0
-2482x10,MPA,MPA,6,4,8,21,2,8,10,8,2,7
-2480x-1,MPA,MPA,4,10,8,18,2,8,10,8,2,0
-2476x-40,MPN,MPN,4,10,0,18,2,8,10,8,2,0
-2475x92,MPA,MPA,2,10,8,18,2,8,10,8,2,3
-2474x82,MPA,MPA,2,10,8,18,2,8,10,8,2,1
-2470x129,MPA,MPA,2,10,8,18,2,8,10,8,2,3
-2467x14,MPA,MPA,2,5,8,1,2,8,4,8,2,5
-2465x24,MPA,MPA,2,5,8,1,2,8,4,8,2,5
-2453x81,MPA,MPA,2,10,8,18,2,8,10,8,2,6
-2442x107,MPA,MPA,3,10,8,18,2,8,0,8,2,7
-2442x88,MPA,MPA,1,10,8,18,2,8,10,8,2,0
-2431x-36,MPN,MPN,4,10,8,18,2,8,10,8,2,0
-2433x60,MPA,MPA,6,10,8,18,2,8,10,8,2,1
-2431x33,MPA,MPA,3,10,8,2,2,8,10,8,2,1
-2425x98,MPA,MPA,6,10,8,18,2,8,10,8,2,7
-2425x7,MPN,MPN,3,10,8,18,2,8,10,8,2,6
-2420x60,MPA,MPA,6,10,8,18,2,8,10,8,2,6
-2414x135,MPA,MPA,6,10,8,18,3,8,10,8,2,0
-2415x-15,MPN,MPN,1,9,8,18,2,8,10,8,2,1
-2409x28,MPA,MPA,3,10,8,18,2,8,10,8,2,6
-2407x115,MPA,MPA,2,10,8,18,2,8,2,8,2,3
-2405x18,MPN,MPN,3,10,8,18,2,8,10,8,2,0
-2395x-7,MPN,MPN,3,10,8,18,2,8,10,8,2,0
-2394x41,MPN,MPN,4,10,8,18,2,8,10,8,2,0
-2386x124,MPA,MPA,1,10,8,18,2,8,10,8,2,7
-2375x79,MPA,MPA,4,10,8,18,2,8,10,8,2,6
-2374x-23,MPN,MPN,3,10,8,18,2,8,10,8,2,3
-2367x52,MPA,MPA,4,10,8,18,2,8,10,8,2,1
-2368x39,MPN,MPN,4,10,8,18,2,8,10,8,2,1
-2358x108,MPA,MPA,1,10,8,18,2,8,10,8,7,6
-2361x60,MPA,MPA,4,10,8,18,2,8,10,8,2,1
-2354x134,BST,BST,6,10,8,18,2,8,10,2,7,1
-2521x68,MPA,MPA,4,10,8,18,2,8,10,8,2,1
-2487x49,MPA,MPA,6,10,8,18,2,8,10,8,2,6
-2478x108,MPA,MPA,2,10,8,18,2,8,10,8,2,6
-2457x-2,MPA,MPA,2,10,8,18,2,8,10,8,2,3
-2427x-26,MPN,MPN,4,10,8,18,2,8,10,8,2,6
-2349x83,MPA,MPA,4,10,8,18,2,8,10,8,7,6
-2342x116,MPA,MPA,1,10,8,18,2,8,10,2,7,1
-2522x78,MPA,MPA,4,10,8,18,2,8,10,8,2,0
-2455x49,MPA,MPA,1,10,8,18,2,8,10,8,2,6
-2444x125,MPA,MPA,2,10,8,18,2,8,10,8,2,6
-2405x92,MPA,MPA,6,10,8,18,2,8,10,8,2,1
-2375x125,MPA,MPA,1,10,8,18,2,8,10,8,2,6
-2508x-42,MPA,MPA,4,10,8,18,2,1,10,8,2,1
-2446x-9,MPN,MPN,4,10,8,18,2,8,10,8,2,6
-2432x-17,MPN,MPN,4,10,8,18,2,8,10,8,2,1
-2430x61,MPA,MPA,6,10,8,18,2,8,10,8,2,1
-2418x46,MPA,MPA,3,10,8,18,2,8,10,8,2,1
-2394x-42,MPN,MPN,3,10,8,18,2,8,10,8,2,6
-2347x-44,MPN,MPN,6,10,1,18,2,1,0,2,2,7
-2347x12,MPN,MPN,2,10,8,18,2,8,10,8,2,1
-2339x28,MPN,MPN,2,11,8,20,2,8,11,2,7,3
-2339x-25,MPN,MPN,6,10,1,18,2,1,0,8,2,7
-2524x298,BST,BST,1,0,0,3,4,2,1,1,1,6
-2517x271,BST,BST,1,0,0,3,4,2,1,1,1,6
-2516x245,BST,BST,1,0,0,3,4,2,1,1,1,6
-2509x238,BST,BST,1,0,0,3,4,4,1,1,1,6
-2502x303,BST,BST,1,0,0,4,4,2,1,1,1,6
-2491x225,BST,BST,1,0,0,15,4,2,1,1,1,6
-2483x259,BST,BST,1,0,0,3,4,2,1,1,1,6
-2481x313,BST,BST,1,0,0,3,4,2,1,1,1,6
-2479x292,BST,BST,1,6,0,9,6,2,6,1,1,4
-2478x273,BST,BST,1,0,0,3,4,2,1,1,1,6
-2470x236,BST,BST,1,11,0,20,4,2,11,1,1,3
-2464x284,BST,BST,1,5,0,1,4,2,4,1,1,5
-2463x191,MPA,MPA,4,2,0,2,3,2,0,1,1,1
-2461x217,BST,BST,1,5,0,1,4,2,4,1,1,5
-2458x307,BST,BST,1,0,0,5,4,2,1,1,1,6
-2455x154,MPA,MPA,2,0,8,5,3,8,3,8,2,6
-2456x268,BST,BST,1,0,0,3,4,2,1,1,1,6
-2448x321,BST,BST,1,0,0,3,4,2,1,1,1,6
-2445x226,BST,BST,1,0,0,3,4,2,1,1,1,6
-2443x335,BST,BST,1,0,0,3,4,2,1,1,1,6
-2438x177,MPA,MPA,4,0,0,3,3,2,1,2,2,6
-2430x265,BST,BST,4,0,0,3,4,2,1,1,1,1
-2425x249,BST,BST,1,0,0,3,4,2,1,1,1,6
-2426x186,BST,BST,2,5,0,1,3,2,4,2,1,5
-2422x177,BST,BST,2,11,0,20,3,2,11,2,2,3
-2420x318,BST,BST,1,0,0,3,4,2,1,1,1,6
-2412x173,BST,BST,2,0,0,23,3,2,1,2,2,6
-2402x264,BST,BST,1,0,0,5,4,2,1,1,1,1
-2391x317,BST,BST,1,0,0,3,4,2,1,1,1,6
-2393x291,BST,BST,1,0,0,3,4,2,1,1,1,1
-2388x181,BST,BST,2,0,0,15,3,2,1,2,7,6
-2389x164,BST,BST,2,5,0,1,3,8,4,2,7,5
-2382x334,BST,BST,1,5,0,1,4,2,4,1,1,5
-2379x213,BST,BST,6,3,0,0,5,2,2,2,7,3
-2375x298,BST,BST,1,0,0,5,4,2,1,1,1,6
-2374x252,BST,BST,1,0,0,3,4,2,1,1,1,6
-2371x241,BST,BST,1,1,0,16,4,2,3,1,1,0
-2365x291,BST,BST,1,0,0,4,4,2,1,1,1,6
-2366x202,BST,BST,6,2,0,21,5,2,1,2,7,7
-2366x152,BST,BST,4,2,0,2,3,8,5,2,7,1
-2358x328,BST,BST,1,0,0,3,4,2,1,1,1,6
-2354x159,BST,BST,4,5,0,1,3,2,1,2,7,5
-2351x207,BST,BST,6,1,0,10,5,1,1,2,7,7
-2345x173,BST,BST,4,2,0,2,3,2,0,2,7,1
-2346x242,BST,BST,2,3,0,0,5,2,2,1,7,3
-2342x306,BST,BST,4,0,0,23,4,2,1,1,1,1
-2518x220,MPA,MPA,1,9,0,14,4,2,4,1,1,6
-2517x229,MPA,MPA,1,5,0,1,4,2,4,1,1,5
-2518x309,BST,BST,1,0,0,3,4,2,1,1,1,6
-2504x293,BST,BST,1,11,0,20,4,2,11,1,1,6
-2500x328,BST,BST,1,0,0,3,4,2,1,1,1,6
-2487x171,MPA,MPA,2,3,1,0,5,2,2,2,1,3
-2425x158,MPA,MPA,6,2,0,6,3,8,0,2,2,7
-2404x246,BST,BST,1,0,0,15,4,2,1,1,1,6
-2388x284,BST,BST,1,0,0,3,4,2,1,1,1,6
-2371x310,BST,BST,1,0,0,3,4,2,1,1,1,6
-2368x176,BST,BST,4,9,0,14,5,2,9,2,7,3
-2442x275,BST,BST,1,1,0,16,4,2,3,1,1,0
-2427x261,BST,BST,1,0,0,3,4,2,1,1,1,6
-2379x265,BST,BST,1,0,0,5,4,2,1,1,1,6
-2367x214,BST,BST,6,0,0,15,5,2,1,2,7,6
-2395x196,BST,BST,2,0,0,15,5,2,1,2,7,6
-2343x321,BST,BST,4,0,0,3,4,2,1,1,1,6
-2342x220,BST,BST,6,11,0,20,5,2,11,4,7,3
-2424x306,BST,BST,1,0,0,3,4,2,1,1,1,6
-2417x170,BST,BST,4,0,0,23,3,2,1,2,2,6
-2393x275,BST,BST,1,0,0,3,4,2,1,1,1,6
-2342x154,BST,BST,4,0,0,23,3,2,1,2,7,6
-2523x437,BST,BST,1,9,0,14,4,2,9,1,1,6
-2523x456,BST,BST,1,0,0,3,4,2,1,1,1,6
-2516x498,BST,BST,1,3,0,0,4,2,2,1,1,3
-2510x422,BST,BST,1,0,0,3,4,2,1,1,1,6
-2504x379,BST,BST,1,9,0,14,4,2,9,1,1,6
-2502x538,BST,BST,1,1,0,16,4,2,1,1,1,0
-2502x529,BST,BST,1,0,0,3,4,2,1,1,1,6
-2500x506,BST,BST,1,0,0,3,4,2,1,1,1,6
-2495x393,BST,BST,1,0,0,3,4,2,1,1,1,6
-2494x428,BST,BST,1,0,0,3,4,2,1,1,1,6
-2479x484,BST,BST,1,0,0,3,4,2,1,1,1,6
-2480x493,BST,BST,1,0,0,3,4,2,1,1,1,6
-2479x364,BST,BST,1,0,0,3,4,2,1,1,1,6
-2472x449,BST,BST,1,0,0,3,4,2,1,1,1,6
-2471x389,BST,BST,1,3,0,0,4,2,2,1,1,3
-2463x362,BST,BST,1,0,0,5,4,2,1,1,1,6
-2459x408,BST,BST,1,0,0,21,4,2,1,1,1,1
-2455x527,BST,BST,1,0,0,5,4,2,1,1,1,6
-2455x389,BST,BST,1,1,0,10,4,2,3,1,1,0
-2443x414,BST,BST,1,0,0,3,4,2,1,1,1,6
-2440x469,BST,BST,1,0,0,3,4,2,1,1,1,6
-2432x530,BST,BST,1,0,0,3,4,2,1,1,1,6
-2430x447,BST,BST,1,0,0,3,4,2,1,1,1,6
-2427x487,BST,BST,1,0,0,3,4,2,1,1,1,6
-2423x480,BST,BST,1,0,0,3,4,2,1,1,1,6
-2420x397,BST,BST,1,0,0,3,4,2,1,1,1,6
-2414x430,BST,BST,1,0,0,3,4,2,1,1,1,6
-2409x458,BST,BST,1,0,0,3,4,2,1,1,1,6
-2408x496,BST,BST,1,0,0,3,4,2,1,1,1,6
-2404x446,BST,BST,1,0,0,3,4,2,1,1,1,6
-2402x358,BST,BST,1,0,0,3,4,2,1,1,1,6
-2399x412,BST,BST,1,3,0,0,4,2,2,1,1,3
-2399x515,BST,BST,1,1,0,16,4,2,3,1,1,0
-2395x506,BST,BST,1,0,0,3,4,2,0,1,1,6
-2389x377,BST,BST,1,5,0,1,4,2,4,1,1,5
-2379x487,BST,BST,1,0,0,5,4,2,1,1,1,6
-2386x357,BST,BST,1,0,0,3,4,2,1,1,1,6
-2381x510,BST,BST,1,0,0,3,4,2,1,1,1,6
-2379x376,BST,BST,1,0,0,3,4,2,1,1,1,6
-2367x368,BST,BST,1,0,0,3,4,2,1,1,1,6
-2366x502,BST,BST,1,0,0,23,4,2,1,1,1,6
-2364x422,BST,BST,1,0,0,3,4,2,1,1,1,6
-2359x378,BST,BST,1,0,0,23,4,2,1,1,1,6
-2357x442,BST,BST,1,0,0,3,4,2,1,1,1,6
-2348x481,BST,BST,1,0,0,3,4,2,1,1,1,6
-2342x494,BST,BST,1,1,0,16,4,2,3,1,1,0
-2343x400,BST,BST,1,0,0,5,4,2,1,1,1,6
-2342x411,BST,BST,1,0,0,5,4,2,1,1,1,6
-2342x376,BST,BST,1,0,0,3,4,2,1,1,1,6
-2338x440,BST,BST,2,3,0,0,4,2,2,1,1,3
-2336x425,BST,BST,1,0,0,4,4,2,1,1,1,6
-2513x367,BST,BST,1,5,0,1,4,2,4,1,1,5
-2507x469,BST,BST,1,0,0,3,4,2,1,1,1,6
-2414x416,BST,BST,1,0,0,5,4,2,1,1,1,6
-2408x485,BST,BST,1,0,0,3,4,2,1,1,1,6
-2405x470,BST,BST,1,0,0,3,4,2,1,1,1,6
-2493x457,BST,BST,1,0,0,15,4,2,1,1,1,6
-2480x520,BST,BST,1,0,0,3,4,2,1,1,1,6
-2479x511,BST,BST,1,0,0,3,4,2,1,1,1,6
-2458x506,BST,BST,1,1,0,16,4,2,3,1,1,0
-2371x387,BST,BST,1,0,0,3,4,2,1,1,1,6
-2510x406,BST,BST,1,2,0,3,4,2,1,1,1,6
-2489x420,BST,BST,1,2,0,6,4,2,1,1,1,6
-2346x468,BST,BST,1,0,0,23,4,2,1,1,1,6
-2509x496,BST,BST,1,0,0,3,4,2,1,1,1,6
-2502x461,BST,BST,1,0,0,3,4,2,1,1,1,6
-2495x507,BST,BST,1,5,0,1,4,2,1,1,1,5
-2493x444,BST,BST,1,0,0,16,4,2,1,1,1,6
-2464x464,BST,BST,1,9,0,14,4,2,1,1,1,6
-2460x414,BST,BST,1,0,0,3,4,2,1,1,1,6
-2450x371,BST,BST,1,0,0,3,4,2,1,1,1,6
-2444x449,BST,BST,1,0,0,3,4,2,1,1,1,6
-2428x427,BST,BST,1,0,0,3,4,2,1,1,1,6
-2423x369,BST,BST,1,0,0,19,4,2,2,1,1,6
-2423x390,BST,BST,1,0,0,3,4,2,1,1,1,6
-2387x454,BST,BST,1,0,0,3,4,2,1,1,1,6
-2383x433,BST,BST,1,0,0,3,4,2,1,1,1,6
-2355x469,BST,BST,1,0,0,23,4,2,1,1,1,1
-2349x511,BST,BST,1,0,0,23,4,2,1,1,1,6
-2348x447,BST,BST,1,0,0,3,4,2,1,1,1,6
-2379x405,BST,BST,1,0,0,5,4,2,1,1,1,6
-2527x713,BST,BST,1,0,0,22,4,4,1,1,1,6
-2524x628,BST,BST,1,0,0,15,4,2,1,1,1,6
-2513x580,BST,BST,1,0,0,3,4,2,1,1,1,6
-2509x706,PVH,PVH,2,3,0,0,4,4,2,1,1,3
-2503x601,BST,BST,1,0,0,3,4,2,1,1,1,6
-2497x683,PVH,PVH,1,0,0,3,4,4,3,1,1,6
-2495x557,BST,BST,1,0,0,15,4,2,1,1,1,6
-2495x673,PVH,PVH,2,3,0,0,4,4,2,1,1,3
-2488x639,BST,BST,1,1,0,10,4,2,3,1,1,6
-2485x714,PVH,PVH,2,0,0,5,4,4,1,1,1,6
-2484x614,BST,BST,1,0,0,3,4,2,1,1,1,6
-2485x657,BST,BST,1,0,0,5,4,2,1,1,1,6
-2478x603,BST,BST,1,0,0,3,4,2,1,1,1,6
-2471x669,PVH,PVH,1,0,0,4,4,2,1,1,1,6
-2474x637,BST,BST,1,9,0,14,4,2,9,1,1,3
-2476x564,BST,BST,1,0,0,3,4,2,1,1,1,6
-2469x692,PVH,PVH,1,0,0,5,4,4,1,1,1,6
-2461x587,BST,BST,1,1,0,10,4,2,0,1,1,0
-2457x733,PVH,PVH,3,2,8,4,3,4,0,8,2,0
-2455x559,BST,BST,3,1,0,16,4,2,3,1,1,0
-2452x591,BST,BST,3,0,0,23,4,2,0,1,1,1
-2452x631,PVH,PVH,1,0,0,23,4,2,1,1,1,6
-2451x641,PVH,PVH,1,0,0,3,4,2,1,1,1,6
-2445x623,PVH,PVH,1,1,0,10,4,2,3,1,1,0
-2446x671,PVH,PVH,3,1,0,12,4,4,3,1,1,0
-2441x718,PVH,PVH,3,2,5,4,5,4,0,4,2,0
-2436x703,PVH,PVH,3,6,5,9,6,4,6,4,1,4
-2428x584,BST,BST,3,0,0,5,4,2,1,1,1,6
-2429x562,BST,BST,1,1,0,16,3,2,3,1,1,0
-2428x640,PVH,PVH,1,0,0,3,4,2,1,1,1,6
-2416x589,PVH,PVH,3,1,0,10,3,2,3,1,1,6
-2406x584,PVH,PVH,3,1,0,16,3,2,3,1,1,0
-2401x691,PVH,PVH,2,0,2,5,5,4,1,4,2,6
-2392x619,PVH,PVH,1,1,0,10,3,2,3,1,1,6
-2389x714,PVH,PVH,2,6,8,9,6,3,6,4,2,4
-2389x689,PVH,PVH,2,9,2,14,5,4,9,4,2,3
-2388x595,PVH,PVH,3,0,0,3,3,2,3,1,1,1
-2385x587,PVH,PVH,3,1,0,16,3,2,3,1,1,0
-2383x682,PVH,PVH,2,3,2,0,5,4,2,4,2,3
-2372x705,PVH,PVH,2,5,4,1,5,3,4,4,2,5
-2365x717,PVH,PVH,2,3,8,19,5,3,2,4,2,3
-2363x655,PVH,PVH,3,1,4,16,5,4,0,4,7,0
-2360x611,PVH,PVH,1,0,0,3,5,2,1,1,1,6
-2339x633,PVH,PVH,3,1,4,16,5,4,3,4,7,0
-2486x561,BST,BST,1,0,0,3,4,2,1,1,1,6
-2458x610,BST,BST,1,0,0,3,4,2,1,1,1,6
-2420x631,PVH,PVH,1,0,0,3,4,2,1,1,1,6
-2407x620,PVH,PVH,1,0,0,3,4,2,1,1,1,6
-2389x734,PVH,PVH,2,1,8,12,1,3,3,4,2,0
-2360x593,PVH,PVH,4,0,0,10,5,2,0,1,1,1
-2351x586,PVH,PVH,1,0,0,4,5,2,1,4,1,6
-2520x685,BST,BST,1,0,0,3,4,2,1,1,1,6
-2520x569,BST,BST,1,0,0,3,4,2,1,1,1,6
-2494x633,BST,BST,1,1,0,16,4,2,3,1,1,0
-2452x562,BST,BST,3,1,0,16,4,2,3,1,1,0
-2399x641,PVH,PVH,1,1,0,16,4,2,3,1,1,0
-2339x624,PVH,PVH,1,3,4,0,5,4,2,4,7,3
-2504x718,PVH,PVH,2,3,0,0,4,4,2,1,1,3
-2482x575,BST,BST,1,0,0,3,4,2,1,1,1,6
-2420x653,PVH,PVH,1,0,0,5,4,2,1,1,1,6
-2417x560,BST,BST,1,1,0,10,3,2,3,1,1,0
-2405x590,PVH,PVH,3,9,0,14,3,2,9,1,1,3
-2398x580,PVH,PVH,3,1,0,16,3,2,3,1,1,0
-2381x572,PVH,PVH,1,0,0,5,3,2,1,1,1,6
-2357x648,PVH,PVH,1,0,4,15,5,4,1,4,7,6
-2348x665,PVH,PVH,1,0,4,4,1,4,0,4,7,6
-2526x875,fx,fx,3,6,2,9,6,3,6,3,3,4
-2522x825,PVH,PVH,3,10,2,18,2,3,10,8,3,3
-2515x803,PVH,PVH,3,10,8,12,2,3,3,8,1,0
-2516x761,PVH,PVH,3,11,8,20,2,4,11,4,1,3
-2511x884,fx,fx,2,10,2,18,6,3,2,8,3,3
-2494x787,PVH,PVH,3,10,8,18,2,3,10,8,2,0
-2494x761,PVH,PVH,2,10,8,18,2,4,10,8,1,0
-2490x808,PVH,PVH,3,10,8,18,2,3,10,8,2,6
-2489x881,fx,fx,2,9,2,14,1,3,9,8,3,3
-2488x926,fx,fx,2,5,2,1,1,3,4,3,3,5
-2481x913,fx,fx,2,5,2,1,1,3,4,8,3,5
-2459x915,fx,fx,8,6,2,9,6,3,6,8,3,4
-2459x816,PVH,PVH,3,10,8,18,2,3,10,8,2,3
-2455x905,fx,fx,2,5,2,1,1,3,4,8,3,5
-2449x892,fx,fx,8,6,2,9,6,3,6,8,3,4
-2445x926,fx,fx,3,10,2,18,1,3,10,8,3,3
-2444x919,fx,fx,3,10,2,18,1,3,10,8,3,3
-2436x927,fx,fx,3,10,2,18,1,3,10,8,3,0
-2411x762,PVH,PVH,2,5,8,1,2,3,4,8,2,5
-2410x841,PVH,PVH,3,10,8,18,2,3,2,8,2,3
-2409x864,PVH,PVH,3,10,8,18,2,3,10,8,2,0
-2402x769,PVH,PVH,2,5,8,1,2,3,4,8,2,3
-2394x776,PVH,PVH,2,10,8,18,2,3,2,8,2,3
-2379x851,PVH,PVH,3,10,2,18,2,3,10,8,2,0
-2371x810,PVH,PVH,2,9,8,14,2,3,9,8,2,3
-2364x868,PVH,PVH,3,10,2,18,2,3,11,8,2,3
-2363x930,fx,fx,3,6,2,9,6,3,6,3,5,4
-2352x807,PVH,PVH,2,10,8,18,2,3,10,8,2,0
-2348x758,PVH,PVH,6,10,4,18,2,5,10,8,2,7
-2514x780,PVH,PVH,3,0,8,3,2,3,10,8,1,6
-2494x860,fx,fx,2,10,2,18,1,3,10,8,3,3
-2470x752,PVH,PVH,3,10,8,18,2,4,2,8,2,3
-2446x776,PVH,PVH,3,10,8,12,2,3,10,8,2,0
-2423x867,PVH,PVH,3,10,8,12,2,3,10,8,2,0
-2424x870,PVH,PVH,3,1,8,12,2,3,10,8,3,0
-2415x810,PVH,PVH,3,10,8,12,2,3,3,8,2,0
-2410x849,PVH,PVH,3,10,8,18,2,3,2,8,2,3
-2400x748,PVH,PVH,2,10,8,1,2,3,2,8,2,3
-2397x754,PVH,PVH,2,10,8,18,2,3,2,8,2,3
-2362x835,PVH,PVH,2,10,8,18,2,3,10,8,2,0
-2353x876,PVH,PVH,3,10,2,18,2,3,10,8,2,0
-2447x760,PVH,PVH,3,10,8,18,2,3,10,8,2,6
-2383x931,fx,fx,3,5,2,1,1,3,4,4,5,5
-2383x868,PVH,PVH,3,10,8,18,2,3,10,8,2,0
-2367x761,PVH,PVH,2,10,4,18,2,3,10,8,2,6
-2356x907,PVH,PVH,2,5,2,1,1,3,4,4,5,5
-2356x797,PVH,PVH,2,10,8,18,2,3,10,8,2,6
-2405x913,fx,fx,3,10,5,18,1,3,10,8,3,0
-2348x894,PVH,PVH,2,5,2,1,1,3,4,4,2,3
-2506x956,fx,fx,8,6,2,9,6,3,6,3,3,4
-2505x1066,fx,fx,8,6,2,9,6,3,6,3,3,4
-2502x950,fx,fx,8,6,2,9,6,3,6,3,3,4
-2501x1004,fx,fx,8,1,2,4,6,3,3,3,3,4
-2497x968,fx,fx,8,1,2,12,1,3,6,3,3,0
-2492x1033,fx,fx,8,6,2,9,6,3,6,3,3,4
-2484x1071,fx,fx,8,5,2,1,1,3,4,3,3,5
-2476x1069,fx,fx,8,5,2,1,1,3,4,3,3,5
-2472x1125,fx,fx,8,6,6,9,6,3,6,3,3,4
-2459x1124,fx,fx,5,8,6,13,8,7,7,5,3,0
-2446x981,fx,fx,8,6,2,9,6,3,6,3,3,4
-2444x1040,fx,fx,2,3,2,0,1,3,2,3,5,3
-2445x1020,fx,fx,2,8,2,13,1,3,7,3,3,0
-2444x969,fx,fx,2,3,2,0,1,3,2,3,3,3
-2437x1077,fx,fx,3,5,6,1,8,3,4,3,5,5
-2431x1123,fx,fx,5,8,6,13,8,7,7,5,5,0
-2424x953,fx,fx,3,5,2,1,1,3,4,3,3,5
-2422x1090,fx,fx,5,1,6,12,8,7,3,5,5,0
-2420x1109,fx,fx,5,8,6,13,8,7,7,5,5,0
-2422x1040,fx,fx,2,8,2,13,8,7,3,5,5,0
-2400x1012,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2385x1035,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2384x1086,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2379x1016,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2379x1059,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2375x998,PVT,PVT,3,1,6,12,8,7,3,5,5,0
-2372x1080,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2371x1021,PVT,PVT,5,1,6,12,8,7,3,5,5,0
-2369x1115,PVT,PVT,2,3,6,0,8,7,2,5,5,3
-2368x1105,PVT,PVT,2,6,6,9,8,7,6,5,5,4
-2363x1034,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2360x976,PVT,PVT,8,6,6,9,6,3,6,3,5,4
-2356x1014,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2358x1101,PVT,PVT,2,3,6,0,8,7,2,5,5,3
-2359x1057,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2357x1125,PVT,PVT,2,8,6,13,8,7,7,5,5,0
-2355x966,PVT,PVT,8,3,2,0,1,3,2,3,5,3
-2355x1025,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2351x1074,PVT,PVT,5,3,6,0,8,7,2,5,5,3
-2346x961,PVT,PVT,5,8,2,13,8,7,7,5,5,0
-2344x1057,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2342x1072,PVT,PVT,5,3,6,0,8,7,2,5,5,3
-2336x1098,PVT,PVT,5,11,6,20,8,7,11,5,5,3
-2463x1036,fx,fx,2,1,2,4,1,3,3,3,3,0
-2441x1012,fx,fx,2,8,6,13,8,7,7,3,3,0
-2509x976,fx,fx,8,6,2,9,6,3,6,3,3,4
-2452x998,fx,fx,8,6,6,9,1,3,6,3,3,4
-2443x1083,fx,fx,8,6,6,9,6,3,6,3,5,4
-2415x1117,fx,fx,5,8,6,13,8,7,7,5,5,0
-2417x978,fx,fx,3,8,2,13,1,3,7,3,3,0
-2408x993,PVT,PVT,5,1,2,12,1,7,3,3,3,0
-2404x1132,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2399x971,fx,fx,8,6,2,9,6,3,6,3,3,4
-2352x996,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2386x1095,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2357x989,PVT,PVT,3,1,6,12,8,7,3,5,5,0
-2412x1096,fx,fx,5,1,6,12,8,7,3,5,5,0
-2405x983,PVT,PVT,3,8,2,13,1,7,7,3,3,0
-2391x962,fx,fx,3,1,2,12,1,3,3,4,5,0
-2378x975,PVT,PVT,3,1,2,12,1,3,3,5,5,0
-2367x1004,PVT,PVT,5,3,6,0,8,7,2,5,5,3
-2322x1089,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2319x1107,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2305x1130,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2299x1022,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2298x974,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2294x993,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2293x1006,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2290x1123,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2288x1058,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2277x1079,PVT,PVT,5,8,6,13,8,7,7,5,5,0
-2271x1130,PVT,PVT,5,8,6,13,8,7,7,5,5,0
