,ground_truth,ground_truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
1578x201,BST,BST,1,3,0,0,6,3,3,1,1,7
1590x212,BST,BST,1,0,0,2,6,3,0,1,1,6
1587x290,BST,BST,1,0,0,1,6,3,0,1,1,6
1590x245,BST,BST,3,3,0,0,3,3,3,1,1,7
1597x200,BST,BST,1,0,0,1,6,3,0,1,1,6
1603x187,BST,BST,1,3,0,0,6,3,3,1,1,7
1607x282,BST,BST,1,3,0,15,6,3,3,1,1,7
1625x299,BST,BST,1,0,0,2,6,3,0,1,1,6
1629x143,BST,BST,1,0,0,2,6,3,0,1,1,6
1633x186,BST,BST,1,0,0,2,6,3,5,1,1,6
1632x220,BST,BST,1,0,0,2,6,3,0,1,1,6
1625x282,BST,BST,1,0,0,2,6,3,0,1,1,6
1638x191,BST,BST,1,3,0,0,6,3,5,1,1,7
1651x291,BST,BST,1,0,0,1,6,3,0,1,1,6
1660x191,BST,BST,1,0,0,2,6,3,0,1,1,6
1665x171,BST,BST,1,0,0,2,6,3,0,1,1,6
1665x241,BST,BST,1,0,0,2,6,3,0,1,1,6
1673x200,BST,BST,1,3,0,0,6,3,3,1,1,7
1675x182,BST,BST,1,0,0,2,6,3,0,1,1,6
1677x173,BST,BST,1,0,0,2,6,3,0,1,1,6
1681x252,BST,BST,1,10,0,21,6,3,0,1,1,6
1686x169,BST,BST,1,0,0,2,6,3,0,1,1,6
1690x283,BST,BST,1,0,0,2,6,3,0,1,1,6
1696x185,BST,BST,1,0,0,2,6,3,0,1,1,6
1712x159,BST,BST,1,0,0,2,6,3,0,1,1,6
1714x144,BST,BST,1,0,0,2,6,3,0,1,1,6
1728x227,BST,BST,1,3,0,0,6,3,3,1,1,7
1725x298,BST,BST,1,0,0,2,6,3,0,1,1,6
1728x199,BST,BST,1,0,0,1,6,3,0,1,1,6
1726x314,BST,BST,1,9,0,12,6,3,9,1,1,6
1730x149,BST,BST,1,0,0,2,6,3,0,1,1,6
1730x314,BST,BST,1,9,0,12,6,3,9,1,1,6
1554x264,BST,BST,1,10,0,21,6,3,10,1,1,7
1565x281,BST,BST,1,6,0,7,6,3,6,1,1,3
1588x271,BST,BST,1,0,0,2,6,3,0,1,1,6
1601x313,BST,BST,1,9,0,12,6,3,9,1,1,6
1612x318,BST,BST,1,0,0,2,6,3,0,1,1,6
1616x162,BST,BST,1,0,0,2,6,3,0,1,1,6
1632x161,BST,BST,1,0,0,1,6,3,2,1,1,6
1689x264,BST,BST,1,0,0,2,6,3,0,1,1,6
1692x234,BST,BST,1,0,0,2,6,3,0,1,1,6
1699x304,BST,BST,1,0,0,2,6,3,0,1,1,6
1706x228,BST,BST,1,0,0,1,6,3,0,1,1,6
1561x309,BST,BST,1,0,0,2,6,3,0,1,1,6
1638x168,BST,BST,4,5,0,6,3,3,4,1,1,1
1652x271,BST,BST,1,0,0,2,6,3,0,1,1,6
1672x281,BST,BST,1,9,0,12,6,3,9,1,1,7
1675x303,BST,BST,1,0,0,2,6,3,0,1,1,6
1694x142,BST,BST,1,0,0,2,6,3,0,1,1,6
1715x243,BST,BST,1,0,0,2,6,3,0,1,1,6
1652x307,BST,BST,1,0,0,2,6,3,0,1,1,6
1654x140,BST,BST,1,0,0,2,6,3,0,1,1,6
1679x257,BST,BST,1,0,0,2,6,3,0,1,1,6
1616x261,BST,BST,1,0,0,2,6,3,0,1,1,6
1617x194,BST,BST,1,0,0,2,6,3,0,1,1,6
1624x318,BST,BST,1,0,0,2,6,3,0,1,1,6
1688x275,BST,BST,1,0,0,2,6,3,0,1,1,6
1697x254,BST,BST,1,0,0,2,6,3,0,1,1,6
1701x197,BST,BST,1,0,0,2,6,3,0,1,1,6
1731x293,BST,BST,1,0,0,2,6,3,0,1,1,6
1732x249,BST,BST,1,2,0,2,6,3,0,1,1,6
1577x237,BST,BST,3,6,0,7,4,3,6,1,1,3
1577x245,BST,BST,2,0,0,2,6,3,6,1,1,6
1562x426,BST,BST,1,0,0,2,6,3,0,1,1,0
1566x473,BST,BST,1,0,0,1,6,3,0,1,1,6
1568x347,BST,BST,1,0,0,2,6,3,0,1,1,6
1571x376,BST,BST,1,0,0,2,6,3,0,1,1,6
1572x402,BST,BST,4,5,0,6,3,3,4,1,1,1
1574x498,BST,BST,3,3,0,0,3,3,3,1,1,7
1580x470,BST,BST,1,0,0,1,6,3,0,1,1,6
1578x434,BST,BST,1,0,0,2,6,3,5,1,1,5
1580x391,BST,BST,1,0,0,2,6,3,0,1,1,6
1581x515,BST,BST,1,0,0,1,6,2,0,1,1,6
1584x449,BST,BST,1,0,0,2,6,3,0,1,1,6
1588x429,BST,BST,1,0,0,17,6,3,0,1,1,6
1594x460,BST,BST,1,5,0,15,3,3,4,1,1,1
1593x418,BST,BST,1,0,0,1,6,3,0,1,1,6
1600x445,BST,BST,1,0,0,1,6,3,0,1,1,6
1603x493,BST,BST,1,1,0,9,4,3,2,1,1,2
1609x515,BST,BST,1,3,0,0,3,2,3,6,1,7
1615x452,BST,BST,1,0,0,12,6,3,0,1,1,6
1619x489,BST,BST,1,1,0,9,4,3,2,1,1,2
1624x353,BST,BST,1,0,0,2,6,3,0,1,1,6
1636x390,BST,BST,1,0,0,22,6,3,0,1,1,6
1643x489,BST,BST,1,0,0,22,6,3,0,1,1,6
1642x415,BST,BST,1,0,0,2,6,3,0,1,1,6
1646x367,BST,BST,1,1,0,9,6,3,2,1,1,2
1647x339,BST,BST,1,0,0,2,6,3,0,1,1,6
1659x501,BST,BST,1,0,0,2,6,2,0,1,1,6
1679x419,BST,BST,1,0,0,2,6,3,0,1,1,6
1682x339,BST,BST,1,0,0,2,6,3,0,1,1,6
1680x438,BST,BST,1,0,0,2,6,3,0,1,1,6
1686x493,BST,BST,1,3,0,12,3,2,9,1,1,7
1689x456,BST,BST,1,0,0,2,6,3,0,1,1,6
1691x344,BST,BST,1,0,0,2,6,3,0,1,1,6
1698x451,BST,BST,2,1,0,9,5,3,2,1,1,2
1701x345,BST,BST,1,3,0,0,3,3,3,1,1,7
1705x497,BST,BST,2,1,0,4,6,3,2,1,1,2
1705x508,BST,BST,2,0,0,17,6,2,0,1,1,6
1710x429,BST,BST,2,0,0,8,5,3,1,1,1,0
1715x491,BST,BST,2,1,0,14,6,2,2,1,1,2
1717x479,BST,BST,1,0,0,1,6,3,0,1,1,6
1718x424,BST,BST,2,0,0,8,5,3,1,1,1,0
1718x403,BST,BST,1,1,0,9,6,3,2,1,1,2
1723x355,BST,BST,1,0,0,1,6,3,0,1,1,6
1732x512,PVH,PVH,2,1,0,19,6,2,2,6,1,7
1733x454,BST,BST,1,0,0,2,6,3,0,1,1,6
1571x409,BST,BST,4,5,0,15,3,3,4,1,1,1
1576x360,BST,BST,1,0,0,2,6,3,0,1,1,6
1620x372,BST,BST,1,0,0,1,6,3,0,1,1,6
1641x461,BST,BST,1,0,0,2,6,3,0,1,1,6
1653x446,BST,BST,1,0,0,2,6,3,0,1,1,6
1655x361,BST,BST,1,0,0,2,6,3,2,1,1,6
1668x356,BST,BST,1,0,0,2,6,3,0,1,1,6
1677x358,BST,BST,1,0,0,2,6,3,0,1,1,6
1684x472,BST,BST,1,0,0,2,6,3,0,1,1,6
1689x430,BST,BST,1,0,0,2,6,3,0,1,1,6
1709x361,BST,BST,3,1,0,9,6,3,2,1,1,2
1732x354,BST,BST,2,2,0,3,6,3,0,6,1,0
1559x410,BST,BST,1,1,0,9,6,3,2,1,1,2
1581x454,BST,BST,1,5,0,15,3,3,4,1,1,1
1593x480,BST,BST,1,0,0,1,6,3,0,1,1,6
1661x513,BST,BST,1,0,0,1,6,2,0,1,1,6
1726x404,BST,BST,2,0,0,22,6,3,0,1,1,6
1675x372,BST,BST,1,0,0,2,6,3,0,1,1,6
1558x483,BST,BST,1,0,0,2,6,3,0,1,1,6
1607x353,BST,BST,1,0,0,8,6,3,0,1,1,6
1611x486,BST,BST,1,1,0,9,6,3,2,1,1,2
1630x512,BST,BST,1,0,0,14,6,2,2,1,1,6
1668x435,BST,BST,1,0,0,1,6,3,0,1,1,6
1717x455,BST,BST,2,0,0,1,5,3,0,1,1,0
1596x511,BST,BST,1,1,0,4,6,2,2,1,1,2
1566x668,fx,fx,8,6,2,7,7,5,6,8,3,3
1570x579,BST,BST,3,10,2,21,3,2,10,6,1,7
1572x702,fx,fx,8,6,2,7,7,5,6,8,8,3
1575x550,BST,BST,1,0,2,17,6,2,0,1,1,6
1573x615,fx,fx,4,5,2,6,3,5,4,5,1,1
1578x562,BST,BST,3,1,2,14,3,2,2,1,1,2
1579x704,fx,fx,8,6,2,7,7,5,6,8,8,3
1580x593,fx,fx,3,1,2,14,3,5,2,1,1,2
1588x577,BST,BST,3,3,2,0,3,2,3,5,1,7
1603x543,BST,BST,1,1,0,4,6,2,2,1,1,2
1611x649,fx,fx,3,5,5,6,3,5,4,5,3,1
1625x704,fx,fx,8,9,3,12,7,5,9,8,3,3
1646x642,fx,fx,3,1,2,14,3,5,7,6,3,2
1661x639,fx,fx,3,6,2,7,4,5,6,6,3,3
1661x686,fx,fx,3,5,2,6,3,5,4,6,3,1
1671x674,fx,fx,4,5,2,15,3,5,4,6,3,1
1674x698,fx,fx,3,3,2,0,3,5,3,5,3,7
1677x653,fx,fx,3,4,2,8,4,5,1,6,3,0
1696x547,BST,BST,3,0,0,22,6,2,0,1,1,6
1702x537,BST,BST,2,0,2,22,6,2,0,1,1,6
1701x645,PVH,PVH,3,3,2,0,4,5,2,6,3,2
1721x680,fx,fx,3,6,2,7,4,5,6,6,3,3
1724x718,PVT,PVT,3,3,2,0,3,7,3,5,4,7
1730x664,PVH,PVH,2,2,2,3,6,5,1,6,3,6
1730x632,PVH,PVH,3,3,2,0,3,5,3,6,3,7
1731x612,PVH,PVH,4,5,2,6,3,5,4,6,3,1
1735x652,PVH,PVH,2,1,2,14,3,5,2,6,3,2
1737x542,PVH,PVH,2,9,2,12,3,2,9,6,1,7
1582x698,fx,fx,8,6,2,7,7,5,6,8,3,3
1613x537,BST,BST,1,0,0,1,6,2,0,1,1,6
1623x618,fx,fx,3,9,2,12,3,5,9,5,1,7
1628x541,BST,BST,3,9,0,12,3,2,9,1,1,2
1604x651,fx,fx,8,3,5,0,3,5,4,5,3,7
1626x587,fx,fx,3,6,2,7,4,5,6,5,1,3
1634x540,BST,BST,3,9,0,12,3,5,4,6,1,7
1640x540,BST,BST,4,5,0,6,3,5,4,6,1,1
1673x588,fx,fx,3,6,2,7,3,5,6,6,1,3
1671x713,fx,fx,2,1,2,19,3,5,2,5,4,2
1714x595,PVH,PVH,4,0,2,1,3,5,0,6,1,6
1566x612,fx,fx,4,1,2,14,3,5,4,5,1,2
1652x623,fx,fx,3,3,2,0,3,5,3,6,1,7
1652x616,fx,fx,3,3,2,0,3,5,3,5,1,7
1666x542,BST,BST,3,3,0,0,3,5,3,6,1,7
1672x545,BST,BST,3,3,0,0,3,5,3,5,1,7
1685x712,fx,fx,2,1,2,14,3,5,7,5,4,2
1709x711,PVT,PVT,2,1,2,14,3,5,2,5,4,2
1715x657,PVH,PVH,2,0,0,1,6,5,0,6,3,6
1558x893,PVT,PVT,3,3,2,0,3,7,3,5,4,7
1560x809,fx,fx,8,6,2,7,7,5,6,8,8,3
1563x902,PVT,PVT,4,7,2,10,8,7,2,5,4,2
1572x863,PVT,PVT,3,3,2,0,3,7,3,5,4,7
1577x741,fx,fx,8,3,2,0,7,5,3,8,8,7
1579x885,PVT,PVT,3,6,2,7,4,7,6,5,4,3
1587x918,PVT,PVT,4,5,2,6,3,7,4,5,4,1
1596x803,fx,fx,8,6,2,7,7,5,6,8,4,3
1603x747,fx,fx,8,6,2,7,7,5,6,8,8,3
1609x855,PVT,PVT,6,7,2,10,8,7,7,5,4,2
1610x774,fx,fx,8,5,2,6,7,5,4,8,4,1
1612x890,PVT,PVT,2,1,2,14,8,7,2,4,4,2
1645x878,PVT,PVT,6,3,2,0,3,7,3,5,4,7
1651x852,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1651x789,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1658x856,PVT,PVT,6,3,2,0,3,7,3,4,4,7
1660x917,PVT,PVT,6,1,2,14,4,7,2,4,4,2
1661x789,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1661x807,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1666x841,PVT,PVT,3,6,2,7,4,7,6,4,4,3
1670x758,PVT,PVT,3,3,5,0,3,7,4,4,4,7
1670x872,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1681x775,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1683x802,PVT,PVT,6,0,5,1,6,7,0,4,4,6
1688x789,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1700x756,PVT,PVT,4,5,5,6,3,7,4,4,4,1
1707x900,PVT,PVT,2,7,2,10,8,7,7,4,4,2
1721x845,PVT,PVT,2,1,2,14,8,7,7,4,4,2
1722x865,PVT,PVT,2,7,2,10,8,7,7,4,4,2
1731x808,PVT,PVT,2,7,2,10,8,7,7,4,4,2
1727x815,PVT,PVT,2,1,2,14,8,7,7,4,4,2
1550x836,fx,fx,8,5,2,6,7,5,4,8,8,1
1586x807,fx,fx,8,6,2,7,7,5,6,8,4,3
1670x854,PVT,PVT,3,3,2,0,3,7,3,4,4,7
1674x753,PVT,PVT,4,5,5,6,3,5,4,4,4,1
1721x828,PVT,PVT,2,6,2,7,3,7,6,4,4,3
1564x780,fx,fx,8,6,2,7,7,5,6,8,8,3
1595x896,PVT,PVT,4,7,2,10,8,7,7,4,4,2
1614x863,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1640x897,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1663x818,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1616x825,fx,fx,8,1,2,14,4,5,2,4,4,2
1631x852,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1688x852,PVT,PVT,3,1,2,14,3,7,2,4,4,2
1601x736,fx,fx,8,6,2,7,7,5,6,8,8,3
1605x835,fx,fx,2,6,2,7,4,5,6,5,4,3
1612x817,fx,fx,8,1,2,14,4,5,2,4,4,2
1645x826,PVT,PVT,8,6,2,7,4,7,6,5,4,3
1665x802,PVT,PVT,6,3,5,0,3,7,6,4,4,7
1688x765,PVT,PVT,3,7,5,10,8,7,7,4,4,2
1699x785,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1709x820,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1705x807,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1712x782,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1712x867,PVT,PVT,2,9,2,12,3,7,7,4,4,7
1724x869,PVT,PVT,2,7,2,10,8,7,7,4,4,2
1731x839,PVT,PVT,2,7,2,10,8,7,7,4,4,2
1749x869,PVT,PVT,6,10,5,21,3,7,10,4,4,6
1751x760,PVT,PVT,6,1,2,14,8,7,7,4,4,2
1751x785,PVT,PVT,6,1,2,14,8,7,2,4,4,2
1757x759,PVT,PVT,6,1,2,14,3,7,7,4,4,2
1762x741,PVT,PVT,6,1,2,14,3,7,2,4,4,2
1765x801,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1769x890,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1769x878,PVT,PVT,6,6,5,7,3,7,6,4,4,3
1783x784,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1787x775,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1791x823,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1792x873,PVT,PVT,6,7,5,10,8,7,2,4,4,2
1794x736,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1795x913,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1813x799,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1814x774,PVT,PVT,6,3,5,0,3,7,7,4,4,7
1815x848,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1815x830,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1820x784,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1821x735,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1824x830,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1844x745,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1850x911,PVT,PVT,6,6,5,7,3,7,6,4,4,3
1861x870,PVT,PVT,6,9,5,12,3,7,9,4,4,7
1861x751,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1868x735,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1867x857,PVT,PVT,6,3,5,15,3,7,3,4,4,7
1869x820,PVT,PVT,6,5,5,6,3,7,4,4,4,1
1874x872,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1882x741,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1879x776,PVT,PVT,4,5,5,15,3,7,3,4,4,7
1886x833,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1891x867,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1903x772,PVT,PVT,4,5,5,6,3,7,4,4,4,1
1908x834,PVT,PVT,4,5,5,6,8,7,4,4,4,1
1910x857,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1911x814,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1936x898,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1767x855,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1789x855,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1797x752,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1803x785,PVT,PVT,6,3,5,0,8,7,3,4,4,7
1813x767,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1840x762,PVT,PVT,6,5,5,6,3,7,4,4,4,1
1853x885,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1913x778,PVT,PVT,4,5,5,6,3,7,4,4,4,1
1921x768,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1929x774,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1772x835,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1784x792,PVT,PVT,6,3,5,0,8,7,7,4,4,7
1832x803,PVT,PVT,6,3,5,0,3,7,4,4,4,7
1842x806,PVT,PVT,6,5,5,6,3,7,4,4,4,1
1859x731,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1884x793,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1913x888,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1788x785,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1842x739,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1780x755,PVT,PVT,6,7,2,10,8,7,7,4,4,2
1799x806,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1800x907,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1804x813,PVT,PVT,6,10,5,21,8,7,7,4,4,1
1828x796,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1844x834,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1877x822,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1887x842,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1891x799,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1900x840,PVT,PVT,6,7,5,10,8,7,4,4,4,2
1923x853,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1925x834,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1927x737,PVT,PVT,4,7,5,10,8,7,7,4,4,2
1930x877,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1751x548,PVH,PVH,3,1,2,14,6,2,2,6,1,2
1754x582,PVH,PVH,3,3,2,0,3,5,3,6,1,7
1755x697,PVT,PVT,3,3,2,0,3,5,3,5,4,7
1764x649,PVH,PVH,3,0,0,19,4,5,1,6,3,0
1771x627,PVH,PVH,3,3,2,0,3,5,3,6,3,7
1777x583,PVH,PVH,4,5,2,15,3,5,4,6,1,1
1782x684,PVT,PVT,6,7,2,10,8,5,7,5,4,2
1786x572,PVH,PVH,4,6,2,7,4,5,6,6,1,3
1793x663,PVT,PVT,2,1,2,14,4,5,2,5,4,2
1796x694,PVT,PVT,2,0,5,1,4,7,0,4,4,0
1797x631,PVH,PVH,2,0,3,1,6,5,0,5,4,6
1801x536,PVH,PVH,3,0,2,22,4,5,0,6,6,0
1805x627,PVH,PVH,2,6,3,7,4,5,6,5,4,3
1802x604,PVH,PVH,2,1,2,4,4,5,2,1,1,2
1819x701,PVT,PVT,3,5,5,15,3,7,4,4,4,1
1821x642,PVT,PVT,6,3,2,0,4,7,3,4,4,7
1827x682,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1836x690,PVT,PVT,2,1,5,14,3,7,7,4,4,2
1840x714,PVT,PVT,6,10,5,21,3,7,10,4,4,7
1842x575,PVH,PVH,3,3,5,0,3,7,3,6,6,7
1852x675,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1865x569,PVH,PVH,3,4,5,5,4,6,5,6,6,0
1864x705,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1866x689,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1871x611,PVT,PVT,2,1,5,9,4,7,7,4,4,2
1869x683,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1875x583,PVH,PVH,3,4,5,3,4,7,2,6,4,5
1877x554,PVH,PVH,3,3,5,0,3,6,3,6,6,7
1878x594,PVH,PVH,4,5,5,6,3,7,4,6,4,1
1882x702,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1889x693,PVT,PVT,1,7,5,10,8,7,7,4,4,2
1891x719,PVT,PVT,6,5,5,6,3,7,4,4,4,1
1895x607,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1894x681,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1897x555,PVH,PVH,3,3,5,0,3,5,3,6,6,7
1901x594,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1902x567,PVH,PVH,3,9,5,12,3,7,9,6,6,7
1903x632,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1906x707,PVT,PVT,4,7,5,10,8,7,7,4,4,2
1910x535,PVH,PVH,3,5,2,6,3,6,4,6,6,1
1912x558,PVH,PVH,3,1,5,4,3,5,9,6,6,2
1914x588,PVT,PVT,2,1,5,14,8,7,7,4,4,2
1914x617,PVT,PVT,6,9,5,12,3,7,9,4,4,7
1916x685,PVT,PVT,1,7,5,10,8,7,7,4,4,2
1917x640,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1926x714,PVT,PVT,4,5,5,6,3,7,4,4,4,1
1930x608,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1934x672,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1933x703,PVT,PVT,4,5,5,15,3,7,4,4,4,1
1781x565,PVH,PVH,3,3,2,0,3,5,3,6,1,7
1819x537,PVH,PVH,3,3,6,0,3,6,3,6,6,7
1835x647,PVT,PVT,3,7,2,10,8,7,7,4,4,2
1852x648,PVT,PVT,3,3,5,0,3,7,3,4,4,7
1862x614,PVT,PVT,2,0,5,19,6,7,10,4,4,6
1750x659,PVH,PVH,4,5,0,6,3,5,4,6,3,1
1785x539,PVH,PVH,3,1,2,9,4,5,5,6,1,2
1804x570,PVH,PVH,4,5,2,15,3,5,4,6,1,1
1870x657,PVT,PVT,3,9,5,12,3,7,9,4,4,7
1881x664,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1894x669,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1837x554,PVH,PVH,3,4,5,20,4,6,2,6,6,2
1867x622,PVT,PVT,2,10,5,21,4,7,7,4,4,1
1750x599,PVH,PVH,4,5,2,6,3,5,4,6,3,1
1762x609,PVH,PVH,4,2,2,3,3,5,2,6,3,0
1782x627,PVH,PVH,2,0,2,2,6,5,0,6,3,6
1794x589,PVH,PVH,4,1,2,9,3,5,9,6,1,2
1800x595,PVH,PVH,2,9,2,12,3,5,9,6,1,2
1832x591,PVH,PVH,2,1,5,14,4,5,2,6,4,2
1860x568,PVH,PVH,3,0,5,8,3,6,5,6,6,7
1879x622,PVT,PVT,2,7,5,10,8,7,7,4,4,2
1904x656,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1904x678,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1913x603,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1929x616,PVT,PVT,6,7,5,10,8,7,3,4,4,2
1937x663,PVT,PVT,6,3,5,0,3,7,3,4,4,7
1799x659,PVT,PVT,2,7,2,10,8,7,2,4,4,2
1913x670,PVT,PVT,6,7,5,10,8,7,7,4,4,2
1753x362,PVH,PVH,2,1,0,9,4,3,2,6,1,2
1756x430,BST,BST,2,1,6,9,5,3,2,6,1,2
1757x347,PVH,PVH,2,3,6,0,3,3,3,6,1,7
1765x343,PVH,PVH,2,1,6,9,4,6,2,6,1,2
1777x521,PVH,PVH,2,1,2,4,3,5,2,6,1,2
1777x464,PVH,PVH,2,2,6,13,5,3,1,6,6,0
1781x399,PVH,PVH,3,0,0,2,6,3,0,6,1,0
1784x432,PVH,PVH,2,0,6,2,5,3,2,6,6,6
1795x476,PVH,PVH,3,3,6,0,3,6,3,6,6,7
1795x366,PVH,PVH,3,3,6,0,3,6,3,6,1,7
1798x451,PVH,PVH,2,0,6,2,5,3,1,6,6,6
1798x438,PVH,PVH,2,3,6,0,5,3,3,6,6,7
1799x384,PVH,PVH,3,1,6,9,4,6,2,6,6,2
1810x484,PVH,PVH,3,0,6,1,5,6,0,6,6,6
1811x330,PVH,PVH,2,1,6,9,5,6,2,6,1,2
1814x373,PVH,PVH,2,1,6,9,4,6,2,6,6,2
1816x413,PVH,PVH,3,3,6,0,3,6,3,6,6,7
1820x504,PVH,PVH,3,3,6,0,3,6,3,6,6,7
1832x505,PVH,PVH,3,9,6,12,3,6,9,6,6,7
1838x341,PVH,PVH,2,1,6,9,5,6,2,6,6,2
1849x387,PVH,PVH,2,4,6,16,4,6,5,6,6,5
1856x497,PVH,PVH,3,3,6,15,3,6,3,6,6,7
1865x424,PVH,PVH,3,6,1,7,4,6,6,6,6,3
1867x353,PVH,PVH,3,9,6,12,4,6,9,6,6,2
1869x449,PVH,PVH,3,0,1,8,4,6,1,6,6,5
1882x443,PVH,PVH,3,3,1,0,3,6,3,6,6,7
1884x457,PVH,PVH,3,9,1,12,4,6,9,6,6,6
1883x379,PVH,PVH,3,3,2,0,3,6,3,6,6,7
1896x434,PVH,PVH,3,4,1,16,4,6,5,6,6,5
1904x481,PVH,PVH,2,4,6,16,4,6,5,6,6,5
1908x384,PVH,PVH,3,3,2,0,3,6,3,6,6,7
1909x499,PVH,PVH,2,1,1,4,4,6,2,6,6,2
1911x343,PVH,PVH,4,5,6,15,3,6,4,6,6,1
1912x355,PVH,PVH,3,1,6,14,3,6,4,6,6,2
1915x429,PVH,PVH,3,3,6,0,3,6,3,6,6,7
1923x515,PVH,PVH,2,3,2,0,4,6,5,6,6,5
1935x395,PVH,PVH,3,2,6,3,5,6,1,6,6,0
1781x489,PVH,PVH,3,1,6,14,4,6,2,6,1,2
1825x399,PVH,PVH,2,1,6,18,4,6,2,6,6,2
1833x388,PVH,PVH,2,4,6,16,4,6,5,6,6,5
1845x413,PVH,PVH,3,0,6,8,4,6,1,6,6,5
1873x465,PVH,PVH,3,1,1,9,4,6,2,6,6,2
1905x374,PVH,PVH,3,1,2,14,4,6,2,6,6,2
1917x455,PVH,PVH,2,2,6,8,4,6,1,6,6,0
1919x344,PVH,PVH,3,3,6,0,3,6,3,6,6,7
1769x366,PVH,PVH,3,6,6,7,4,6,6,6,1,3
1773x452,PVH,PVH,2,0,6,19,5,3,0,6,1,6
1798x459,PVH,PVH,2,1,6,9,5,6,2,6,6,2
1837x367,PVH,PVH,2,1,6,9,4,6,2,6,6,2
