,Slice,Ground Truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
280066,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280067,2,VISp,3,4,4,5,4,4,3,3,3,5
280068,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280069,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280070,2,VISp_VI,6,4,0,5,1,0,2,5,5,5
280071,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
280072,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280073,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280076,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
280077,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280078,2,VISp_wm,6,5,0,11,6,0,4,5,3,4
280079,2,outside_VISp,1,0,6,10,2,2,1,1,3,1
280080,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
280081,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280082,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280083,2,outside_VISp,1,0,6,6,2,2,1,1,3,1
280084,2,outside_VISp,1,2,6,4,2,2,3,1,3,2
280085,2,VISp_wm,3,2,4,9,4,4,2,3,3,2
280086,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280087,2,outside_VISp,1,0,6,10,2,2,1,1,3,1
280088,2,VISp_wm,3,2,4,9,4,4,2,3,3,2
280089,2,VISp_VI,6,2,0,4,1,0,2,5,5,2
280090,2,outside_VISp,1,2,6,4,2,2,2,2,3,2
280091,2,VISp_wm,3,2,4,9,4,4,2,3,3,2
280093,2,outside_VISp,1,1,6,2,2,2,0,1,3,1
280094,2,VISp_wm,6,4,0,5,1,4,3,3,5,5
280096,2,VISp_VI,6,0,0,1,1,0,1,1,5,1
280097,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280098,2,outside_VISp,1,0,6,10,2,2,2,1,3,3
280099,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280100,2,outside_VISp,1,2,6,7,2,2,4,1,3,2
280101,2,VISp_wm,3,0,4,8,4,4,2,3,3,3
280102,2,outside_VISp,1,0,6,10,2,2,1,1,3,1
280103,2,VISp_wm,3,3,4,0,4,4,3,3,3,0
280105,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280106,2,VISp_wm,3,2,4,9,4,4,2,3,5,2
280107,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280108,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280109,2,outside_VISp,1,5,4,7,2,4,4,1,3,4
280110,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280111,2,VISp,3,4,4,5,4,4,3,3,3,5
280112,2,VISp_wm,3,2,4,5,4,4,3,3,3,5
280113,2,outside_VISp,1,5,6,11,6,2,4,1,3,4
280116,2,VISp_VI,6,0,0,1,1,0,1,3,5,1
280118,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280119,2,outside_VISp,1,0,6,10,2,2,1,1,3,1
280120,2,VISp_VI,6,2,0,4,1,0,2,5,5,2
280121,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280122,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
280123,2,VISp_wm,3,1,4,3,4,4,1,3,3,3
280124,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280126,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
280127,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280128,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280129,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280130,2,outside_VISp,3,2,4,4,4,4,2,3,3,2
280131,2,VISp_VI,6,2,0,4,1,0,2,5,5,2
280133,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280134,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280136,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280137,2,VISp_wm,3,2,4,12,4,4,3,3,3,5
280138,2,VISp,3,4,4,5,4,4,3,3,3,5
280139,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280141,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280143,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
280144,2,VISp_wm,3,2,4,9,4,4,2,3,3,2
280145,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280146,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
280147,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280148,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280149,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
280151,2,VISp,6,0,0,1,1,0,1,5,5,1
280153,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280154,2,VISp_VI,6,3,0,0,1,0,1,5,5,0
280155,2,VISp_wm,3,4,4,8,4,4,3,3,3,5
280156,2,VISp_wm,3,2,4,12,4,4,3,3,3,2
280158,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280159,2,VISp_VI,6,1,0,2,1,0,1,5,5,0
280160,2,VISp,6,0,0,1,1,0,1,5,5,1
280161,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280162,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280164,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280165,2,VISp_wm,3,4,0,5,4,4,3,3,3,5
280166,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280167,2,VISp_VI,6,0,0,0,1,0,1,5,5,1
280168,2,VISp_VI,6,0,0,10,1,0,1,5,5,1
280170,2,outside_VISp,3,2,4,4,4,4,2,3,3,2
280171,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280172,2,outside_VISp,3,0,4,10,4,4,1,3,3,1
280173,2,VISp_VI,6,1,0,2,1,0,0,5,5,1
280174,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280175,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280177,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280178,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280179,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280180,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280181,2,outside_VISp,3,4,4,5,4,4,3,1,3,5
280182,2,VISp_wm,3,2,4,4,4,4,4,3,3,2
280183,2,VISp_VI,6,0,0,1,1,0,4,5,5,1
280184,2,VISp_VI,6,4,0,5,1,0,3,5,5,5
280185,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280186,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
280187,2,VISp_wm,3,4,4,4,4,4,3,3,3,0
280188,2,VISp_VI,6,0,0,6,1,0,1,5,5,1
280189,2,VISp_VI,6,0,0,6,1,0,1,5,5,0
280190,2,VISp_VI,6,2,0,12,1,0,2,5,5,2
280191,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280192,2,VISp_VI,6,2,0,4,1,0,2,5,5,2
280194,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
280195,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
280197,2,VISp_VI,6,2,0,8,1,0,2,5,5,2
280198,2,VISp_VI,6,1,0,2,1,0,0,5,5,0
280199,2,outside_VISp,3,2,4,4,4,4,3,3,3,2
280200,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
280201,2,VISp_VI,6,4,0,5,1,0,3,5,5,5
280202,2,VISp_wm,3,4,0,5,4,4,3,3,5,5
280203,2,VISp_VI,6,1,0,2,1,0,1,5,5,1
280207,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280209,2,outside_VISp,3,2,4,4,4,4,3,3,3,2
280210,2,VISp_VI,6,0,0,1,1,0,1,5,5,1
280212,2,VISp_VI,6,1,0,3,1,0,0,5,5,3
280216,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
280219,2,outside_VISp,3,2,4,12,4,4,3,3,3,3
290016,2,outside_VISp,1,0,1,6,2,2,1,1,1,1
290022,2,outside_VISp,1,4,6,5,2,2,3,1,1,5
290024,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290025,2,outside_VISp,3,2,6,4,2,2,2,1,3,2
290026,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290028,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
290029,2,outside_VISp,3,2,4,12,4,4,3,3,3,2
290030,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290031,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290032,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290033,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290035,2,outside_VISp,1,5,6,7,2,2,4,1,1,4
290036,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290037,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290038,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
290039,2,outside_VISp,1,2,1,4,2,2,1,1,1,3
290041,2,outside_VISp,1,1,6,2,2,2,1,1,1,1
290042,2,outside_VISp,3,4,6,5,2,4,3,3,1,5
290043,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
290044,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290046,2,outside_VISp,2,0,6,1,2,2,1,1,1,1
290047,2,outside_VISp,1,2,6,12,2,2,2,1,1,2
290048,2,VISp,3,2,4,9,4,4,2,3,3,2
290049,2,outside_VISp,1,1,6,2,2,2,0,1,1,0
290050,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290051,2,outside_VISp,1,1,6,2,2,2,2,1,1,1
290052,2,outside_VISp,1,5,6,7,6,4,4,1,1,4
290053,2,outside_VISp,1,5,6,11,6,2,4,1,1,4
290054,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290055,2,outside_VISp,1,2,6,8,2,2,2,1,1,2
290056,2,outside_VISp,1,2,6,12,2,2,2,1,1,1
290057,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290058,2,outside_VISp,1,2,6,8,2,2,2,1,1,2
290059,2,outside_VISp,1,0,6,10,2,2,2,1,1,1
290061,2,outside_VISp,1,2,1,9,2,2,2,2,1,2
290062,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290063,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
290064,2,outside_VISp,3,2,4,5,4,4,3,3,3,5
290066,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290067,2,VISp_wm,3,2,4,9,4,4,3,3,3,2
290068,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290069,2,outside_VISp,1,1,6,3,2,2,1,1,1,1
290071,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290072,2,outside_VISp,1,2,6,12,2,4,2,2,1,2
290073,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290074,2,outside_VISp,1,2,6,8,2,4,2,3,3,2
290075,2,outside_VISp,3,2,4,4,4,4,3,3,3,2
290076,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
290077,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290078,2,outside_VISp,1,2,6,8,2,2,2,2,1,2
290079,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290080,2,outside_VISp,1,0,6,6,2,2,0,1,1,3
290081,2,outside_VISp,1,2,6,5,2,2,3,1,3,2
290082,2,outside_VISp,1,5,6,7,6,4,4,2,1,4
290084,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290085,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290086,2,VISp,3,4,4,5,4,4,3,3,3,5
290087,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290088,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290089,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290090,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290092,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290093,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290094,2,VISp_wm,3,4,4,5,4,4,2,3,3,2
290095,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
290096,2,outside_VISp,1,2,6,8,2,2,2,2,1,2
290097,2,outside_VISp,1,2,6,8,2,2,1,1,1,1
290099,2,VISp_wm,3,2,4,12,4,4,2,3,3,2
290101,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290102,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290103,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290104,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290105,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290106,2,outside_VISp,1,2,6,10,2,2,1,1,1,3
290108,2,outside_VISp,1,2,6,4,2,2,2,2,1,2
290110,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290111,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290112,2,outside_VISp,1,2,6,4,2,2,2,2,1,2
290113,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
290114,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290115,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290117,2,VISp_wm,3,4,4,5,4,4,3,3,3,2
290118,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290119,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
290120,2,outside_VISp,1,0,6,1,2,2,1,1,3,1
290121,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290123,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290124,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
290125,2,outside_VISp,1,0,6,10,2,2,2,1,1,5
290126,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290127,2,VISp_wm,3,2,4,9,4,4,3,3,3,2
290128,2,outside_VISp,1,0,6,4,2,2,2,1,1,1
290131,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
290132,2,outside_VISp,1,0,6,6,2,2,0,2,1,1
290133,2,outside_VISp,1,0,6,6,2,2,1,1,1,3
290134,2,VISp_wm,3,2,4,5,4,4,3,3,3,2
290135,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
290136,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
290137,2,VISp_wm,3,2,4,9,4,4,3,3,3,2
290138,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290139,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290140,2,outside_VISp,1,4,6,5,2,2,3,1,1,5
290141,2,VISp_wm,3,2,4,8,4,4,2,3,3,2
290142,2,outside_VISp,1,5,6,11,6,2,4,1,1,4
290144,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
290145,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
290146,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
290147,2,outside_VISp,3,2,4,8,4,4,2,3,3,2
290148,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290150,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
290151,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290152,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290153,2,VISp,3,4,4,5,4,4,3,3,3,5
290154,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
290155,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290156,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
290157,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290158,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290159,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290160,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290161,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290163,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290164,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290166,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
290167,2,VISp_wm,3,4,4,8,4,4,3,3,3,5
290168,2,outside_VISp,3,0,4,1,4,4,3,3,3,1
290170,2,VISp_wm,1,2,4,4,4,4,2,3,3,2
290171,2,VISp,3,4,4,5,4,4,3,3,3,5
290172,2,VISp_wm,3,2,4,8,4,4,3,3,3,2
290173,2,outside_VISp,1,0,6,8,2,2,1,1,1,1
290174,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
290175,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290177,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
290178,2,outside_VISp,1,2,6,8,2,2,2,1,1,2
290179,2,outside_VISp,3,4,4,5,4,4,2,3,3,2
290180,2,outside_VISp,1,4,6,5,2,2,2,1,1,2
290181,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290182,2,VISp_wm,3,4,4,5,4,4,2,3,3,5
290183,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290184,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290185,2,VISp_wm,3,2,4,8,4,4,3,3,3,2
290186,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290187,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290188,2,VISp_wm,3,2,4,12,4,4,2,3,3,2
290190,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
290191,2,VISp_wm,3,2,4,12,4,4,2,3,3,1
290193,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
290194,2,VISp,3,4,4,5,4,4,3,3,3,5
290195,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290196,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
290197,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
290198,2,outside_VISp,3,2,6,9,2,2,2,1,1,1
290200,2,outside_VISp,1,5,6,11,6,2,4,1,1,4
290201,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290202,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290203,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
290205,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290206,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290208,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290209,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
290210,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
290212,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290213,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290214,2,VISp_wm,3,2,4,9,4,4,2,3,3,1
290216,2,outside_VISp,1,4,6,5,2,2,3,1,1,5
290217,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290218,2,outside_VISp,1,0,6,1,2,0,1,1,1,1
290219,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290220,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
290221,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290222,2,VISp,3,4,4,5,4,4,3,3,3,5
290223,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290225,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290227,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290228,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290229,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
290230,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
290231,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290233,2,VISp_wm,3,2,4,9,4,4,2,3,3,2
290234,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
290235,2,VISp_wm,3,2,4,12,4,4,3,3,3,2
290236,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
290237,2,outside_VISp,1,0,6,6,2,2,1,1,1,3
290238,2,VISp_wm,3,4,0,5,4,4,3,3,3,5
290239,2,VISp_wm,3,2,4,4,4,4,2,3,3,2
290240,2,VISp_wm,3,4,4,5,4,4,3,3,3,5
290241,2,outside_VISp,1,2,6,8,2,2,2,1,1,2
290243,2,VISp,3,4,0,5,4,4,3,3,3,5
290244,2,VISp_wm,3,2,4,5,4,4,2,3,3,5
290250,2,VISp_wm,3,2,4,9,4,4,3,3,3,2
290251,2,VISp_wm,3,2,4,4,4,4,3,3,3,2
300016,2,outside_VISp,3,2,6,1,2,2,2,1,1,1
300017,2,outside_VISp,3,2,4,8,4,4,3,3,3,2
300018,2,outside_VISp,3,2,4,8,2,4,3,3,1,5
300019,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300020,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300021,2,outside_VISp,3,2,6,4,2,4,2,3,1,2
300022,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300023,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300024,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
300025,2,outside_VISp,3,5,4,13,4,4,4,3,3,4
300026,2,outside_VISp,3,2,6,4,2,2,2,1,1,2
300027,2,outside_VISp,3,2,4,12,4,4,3,3,3,2
300028,2,outside_VISp,3,1,6,3,2,4,1,3,1,1
300029,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300030,2,outside_VISp,1,2,6,9,2,2,3,1,1,2
300031,2,outside_VISp,3,2,4,12,4,4,3,3,3,2
300033,2,outside_VISp,3,4,4,8,4,4,3,3,3,5
300034,2,outside_VISp,1,2,6,10,2,2,1,1,1,1
300035,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300037,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300038,2,outside_VISp,3,4,6,10,2,2,3,3,1,5
300039,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300040,2,outside_VISp,1,0,6,10,2,2,3,3,1,1
300041,2,outside_VISp,3,4,4,5,4,4,3,3,1,5
300042,2,outside_VISp,3,5,4,13,4,4,4,3,3,4
300043,2,outside_VISp,3,4,6,5,2,4,3,3,1,5
300044,2,outside_VISp,3,2,4,4,4,4,2,3,3,2
300045,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
300046,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300048,2,outside_VISp,1,5,6,13,6,2,4,1,1,4
300049,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
300050,2,outside_VISp,1,5,6,13,2,2,4,1,1,4
300052,2,outside_VISp,3,2,6,9,2,2,3,3,1,2
300053,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300055,2,outside_VISp,3,4,4,5,4,4,2,3,3,5
300056,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
300057,2,outside_VISp,3,4,4,5,4,4,3,3,3,2
300058,2,outside_VISp,1,2,6,7,2,2,2,1,1,2
300059,2,outside_VISp,3,4,6,5,2,4,3,3,1,5
300060,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300062,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300063,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300066,2,outside_VISp,1,0,6,10,2,2,3,1,1,2
300067,2,outside_VISp,3,2,4,9,4,4,3,3,3,5
300069,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
300070,2,outside_VISp,1,2,6,12,2,2,2,1,1,2
300071,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300072,2,outside_VISp,1,4,6,5,2,2,3,3,1,5
300075,2,outside_VISp,3,2,4,9,4,4,3,3,3,2
300076,2,outside_VISp,3,2,4,4,4,4,2,3,1,2
300077,2,outside_VISp,1,2,6,4,2,2,2,1,1,2
300078,2,outside_VISp,1,2,6,4,2,2,3,3,1,2
300079,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300080,2,outside_VISp,1,0,6,6,2,2,1,1,1,1
300081,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
300082,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300083,2,outside_VISp,3,4,4,8,4,4,3,3,3,5
300084,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300085,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300086,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300087,2,outside_VISp,3,4,6,5,2,4,3,3,1,5
300088,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300089,2,outside_VISp,3,2,6,4,2,2,2,3,1,2
300090,2,outside_VISp,1,0,6,1,2,2,1,1,1,1
300091,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300092,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300093,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300095,2,outside_VISp,3,2,4,4,4,4,2,3,3,2
300097,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300098,2,outside_VISp,1,0,6,10,2,2,4,1,1,3
300099,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300100,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300101,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300102,2,outside_VISp,1,0,6,10,2,2,1,1,1,3
300103,2,outside_VISp,1,4,6,5,2,2,4,1,1,5
300104,2,outside_VISp,1,2,6,4,2,2,3,1,1,5
300105,2,outside_VISp,3,4,4,5,4,4,3,3,1,5
300106,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300107,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300108,2,outside_VISp,3,2,6,4,2,4,2,1,1,2
300110,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300111,2,outside_VISp,1,0,6,10,2,2,2,1,1,1
300112,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300114,2,outside_VISp,1,2,6,4,2,2,3,1,1,2
300115,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300116,2,outside_VISp,1,1,6,2,2,2,2,1,1,0
300118,2,outside_VISp,1,2,6,9,2,2,2,1,1,2
300120,2,outside_VISp,3,5,6,7,6,4,4,1,1,4
300121,2,outside_VISp,1,0,6,10,1,2,1,1,1,1
300123,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300124,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300125,2,outside_VISp,3,2,6,10,2,2,3,1,1,2
300126,2,outside_VISp,3,4,6,5,2,2,3,2,1,5
300127,2,outside_VISp,1,4,6,5,2,2,3,1,1,5
300128,2,outside_VISp,1,4,6,5,1,4,3,1,1,5
300129,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300131,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300132,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300133,2,outside_VISp,3,2,4,4,4,4,2,3,3,2
300134,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
300135,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300136,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300138,2,outside_VISp,1,2,6,4,1,4,3,1,1,2
300139,2,outside_VISp,1,0,6,10,1,2,2,1,1,1
300140,2,outside_VISp,1,0,6,10,2,2,4,1,1,1
300141,2,outside_VISp,1,0,6,10,2,2,4,1,1,3
300142,2,outside_VISp,1,0,6,10,2,2,1,1,1,1
300143,2,outside_VISp,1,2,6,9,6,2,4,1,1,4
300145,2,outside_VISp,1,5,6,7,6,2,4,1,1,4
300146,2,outside_VISp,1,5,6,8,1,4,2,1,1,1
300147,2,outside_VISp,1,2,6,4,1,2,2,1,1,2
300148,2,outside_VISp,1,2,6,4,1,4,2,1,1,2
300149,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300150,2,outside_VISp,1,2,6,9,1,4,2,1,1,2
300151,2,outside_VISp,1,0,6,10,1,2,1,1,1,1
300153,2,outside_VISp,1,5,6,11,6,2,4,1,1,4
300155,2,outside_VISp,1,2,6,4,1,2,2,1,1,2
300156,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
300157,2,outside_VISp,3,2,4,4,4,4,3,3,3,2
300159,2,outside_VISp,1,2,6,4,2,2,2,2,1,2
300160,2,outside_VISp,3,2,4,12,4,4,2,3,3,2
300161,2,outside_VISp,3,4,4,5,4,4,3,3,3,5
