,Slice,Ground Truth,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
30181,1,outside_VISp,6,3,2,2,3,0,5,5,5,3
30182,1,VISp_VI,6,3,2,2,3,0,5,4,5,3
40015,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40016,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40023,1,outside_VISp,2,3,4,10,3,4,5,5,4,3
40024,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40025,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40026,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40027,1,outside_VISp,2,3,4,10,3,4,5,5,4,3
40029,1,outside_VISp,2,3,4,10,3,4,5,3,4,3
40030,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40031,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40032,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40033,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40034,1,outside_VISp,3,1,4,8,6,4,4,2,3,2
40035,1,outside_VISp,3,5,4,5,6,4,4,5,4,0
40037,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40038,1,outside_VISp,2,3,4,0,3,4,0,5,4,3
40039,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40040,1,outside_VISp,3,1,4,6,6,4,4,2,3,2
40043,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40045,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40046,1,outside_VISp,2,3,4,9,3,4,5,5,4,3
40047,1,VISp,3,5,4,5,6,4,4,2,3,0
40048,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40050,1,outside_VISp,2,3,4,9,3,4,5,5,4,3
40051,1,outside_VISp,2,1,4,6,3,4,2,5,4,5
40052,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40053,1,outside_VISp,2,3,4,10,3,4,5,2,4,3
40054,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40055,1,outside_VISp,3,1,4,6,6,4,4,2,3,0
40056,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40057,1,outside_VISp,2,1,4,6,3,4,2,5,4,2
40058,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40059,1,outside_VISp,3,4,4,11,6,4,2,2,3,1
40060,1,outside_VISp,2,1,4,4,5,4,3,5,4,2
40061,1,outside_VISp,2,3,4,2,3,4,0,5,4,3
40062,1,outside_VISp,2,1,4,6,5,4,2,3,4,2
40063,1,outside_VISp,3,1,4,8,6,4,2,2,4,2
40064,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40065,1,outside_VISp,3,5,4,5,5,4,4,3,4,0
40066,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40067,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40069,1,outside_VISp,3,1,4,5,6,4,2,2,3,2
40070,1,outside_VISp,2,3,4,10,3,4,5,5,4,3
40071,1,outside_VISp,5,1,4,6,6,4,2,2,3,2
40072,1,outside_VISp,3,5,4,5,6,4,4,2,4,0
40073,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40074,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40075,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40076,1,outside_VISp,5,5,4,5,6,4,4,2,3,0
40077,1,outside_VISp,2,3,4,10,3,4,5,5,4,3
40078,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40080,1,VISp_wm,3,5,4,5,6,4,4,2,3,0
40081,1,outside_VISp,3,1,4,4,6,4,2,2,3,1
40082,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40083,1,outside_VISp,5,5,4,5,6,4,4,2,3,0
40084,1,outside_VISp,3,3,4,10,6,4,3,2,3,3
40085,1,VISp_wm,3,5,4,5,6,4,4,2,3,0
40086,1,outside_VISp,2,3,4,10,3,3,3,3,4,1
40088,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40090,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40091,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40092,1,outside_VISp,3,1,4,4,6,4,4,2,3,2
40093,1,outside_VISp,2,4,4,7,1,3,3,3,4,4
40094,1,VISp_wm,3,5,4,5,6,4,4,2,3,0
40096,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40097,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40098,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40099,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40100,1,outside_VISp,3,5,4,8,6,4,4,2,3,0
40101,1,outside_VISp,2,3,4,10,3,3,5,3,3,3
40102,1,outside_VISp,2,3,4,10,3,3,5,3,3,3
40103,1,outside_VISp,2,0,4,1,3,3,5,3,3,2
40104,1,outside_VISp,2,3,4,10,3,3,5,3,3,3
40105,1,outside_VISp,2,3,4,10,3,3,5,3,3,3
40106,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
40107,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40108,1,outside_VISp,3,1,4,6,6,4,4,2,3,2
40109,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40111,1,outside_VISp,3,5,4,5,6,4,4,2,3,2
40112,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40113,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40114,1,outside_VISp,2,4,4,7,1,3,3,3,3,4
40115,1,outside_VISp,5,1,4,6,3,4,2,2,3,2
40116,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40117,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40118,1,outside_VISp,5,3,4,10,3,3,5,3,3,3
40119,1,outside_VISp,2,1,4,4,3,3,3,3,3,2
40120,1,VISp,3,5,4,5,6,4,4,2,3,0
40121,1,outside_VISp,2,3,4,10,3,3,5,3,3,2
40122,1,VISp_wm,6,3,5,9,3,0,5,4,5,3
40123,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40124,1,outside_VISp,5,5,4,5,6,4,4,2,3,0
40125,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40127,1,outside_VISp,2,1,4,4,3,3,2,3,3,2
40128,1,outside_VISp,2,3,4,10,3,3,5,3,3,3
40129,1,VISp_wm,3,5,5,5,6,4,4,2,5,0
40130,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40131,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40132,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40133,1,outside_VISp,2,3,4,10,3,4,5,3,3,3
40134,1,VISp_wm,2,4,5,7,1,0,2,4,5,1
40135,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40136,1,VISp_wm,3,5,5,5,6,4,4,2,5,0
40137,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40138,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40139,1,VISp_wm,2,3,5,2,3,4,5,3,5,3
40140,1,VISp_wm,3,1,5,4,6,4,4,2,5,2
40142,1,VISp_wm,2,4,5,7,1,0,3,3,5,4
40143,1,VISp,3,5,4,5,6,4,4,2,3,0
40144,1,outside_VISp,3,5,4,5,6,4,4,4,3,0
40145,1,outside_VISp,3,5,4,5,6,4,4,5,3,0
40147,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40148,1,VISp_wm,2,3,2,2,3,0,5,4,5,3
40151,1,VISp_wm,2,1,5,4,6,4,2,2,5,4
40155,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40156,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40157,1,VISp_wm,3,5,5,5,6,4,4,2,5,0
40158,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40159,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40160,1,VISp_wm,6,4,5,7,3,0,3,4,5,2
40161,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40162,1,VISp_wm,3,5,5,5,6,4,4,2,5,0
40163,1,VISp_wm,2,3,2,2,3,0,5,4,5,3
40164,1,outside_VISp,3,1,4,6,6,4,2,2,3,3
40165,1,outside_VISp,2,3,4,2,3,4,0,2,3,3
40166,1,VISp_wm,6,5,5,5,5,4,4,4,5,0
40167,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
40168,1,VISp_wm,6,0,5,3,3,4,5,4,5,3
40169,1,VISp_wm,6,3,5,2,3,0,0,4,5,3
40170,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40171,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40173,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40174,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
40175,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
40177,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
40178,1,VISp_wm,6,3,2,2,3,0,5,4,5,3
40179,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40180,1,outside_VISp,3,1,4,4,6,4,4,2,3,2
40181,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40183,1,VISp_wm,6,3,5,2,3,4,5,4,5,3
40185,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
40187,1,VISp_wm,6,3,5,2,3,0,5,4,5,3
40188,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40192,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40193,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
40195,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40196,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
40198,1,VISp_wm,2,1,5,8,3,4,2,4,5,2
40199,1,VISp_wm,2,5,5,5,5,4,4,4,5,0
50011,1,outside_VISp,3,1,4,6,6,4,2,2,3,0
50012,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50013,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50014,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50015,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50016,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50017,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50018,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50020,1,outside_VISp,5,5,4,5,6,4,4,5,3,0
50021,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50023,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50024,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50025,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50026,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50027,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50030,1,outside_VISp,3,1,4,8,6,4,4,2,3,0
50031,1,outside_VISp,5,3,4,2,6,4,5,2,3,3
50032,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50033,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50035,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50036,1,outside_VISp,3,5,4,8,6,4,4,2,3,0
50038,1,outside_VISp,5,1,4,4,6,4,2,2,3,2
50039,1,outside_VISp,5,3,4,10,3,4,5,5,3,3
50041,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50042,1,outside_VISp,3,1,4,4,6,4,4,2,3,2
50044,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50045,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50046,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
50047,1,outside_VISp,3,1,4,6,6,4,4,2,3,2
50049,1,outside_VISp,3,1,4,4,6,4,3,2,3,2
50050,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50051,1,outside_VISp,2,1,4,4,6,4,2,3,3,2
50052,1,outside_VISp,3,1,4,4,6,4,4,2,3,2
50054,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50055,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50056,1,outside_VISp,3,1,4,8,6,4,4,2,3,2
50057,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50058,1,outside_VISp,2,3,4,10,3,4,5,5,3,3
50059,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50060,1,outside_VISp,2,3,4,10,3,4,0,3,3,5
50061,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50062,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50063,1,outside_VISp,3,1,4,8,6,4,4,2,3,2
50064,1,outside_VISp,3,5,4,5,6,4,4,2,3,5
50065,1,outside_VISp,6,3,4,2,3,4,5,2,3,3
50066,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50067,1,outside_VISp,2,1,4,8,5,4,2,5,3,2
50068,1,outside_VISp,3,5,4,5,6,4,4,2,3,2
50069,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50071,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50072,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50073,1,outside_VISp,6,3,4,10,6,4,5,2,3,3
50074,1,outside_VISp,6,1,4,4,5,4,2,5,3,2
50075,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50077,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50078,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50079,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50080,1,outside_VISp,3,5,4,5,6,4,2,2,3,0
50081,1,outside_VISp,3,1,4,6,6,4,4,2,3,2
50082,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50083,1,outside_VISp,6,5,4,5,6,4,4,2,3,0
50084,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50086,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50087,1,outside_VISp,3,1,4,8,6,4,4,2,3,2
50088,1,outside_VISp,3,1,4,4,5,4,2,5,3,2
50089,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50090,1,outside_VISp,3,1,4,6,6,4,4,2,3,2
50092,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50093,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50095,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50096,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50098,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50101,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50102,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50103,1,outside_VISp,2,3,4,3,3,4,0,5,4,3
50104,1,outside_VISp,3,5,4,5,5,4,4,5,3,0
50105,1,outside_VISp,3,3,4,10,3,4,2,5,3,3
50106,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50107,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50108,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
50109,1,outside_VISp,3,1,4,6,6,4,4,2,3,5
50110,1,outside_VISp,3,4,4,7,5,4,3,5,3,2
50111,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50112,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50113,1,outside_VISp,3,5,4,8,6,4,2,2,3,2
50114,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50115,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50116,1,outside_VISp,3,4,4,7,1,4,3,5,3,2
50117,1,outside_VISp,3,1,4,6,3,4,2,5,4,2
50118,1,outside_VISp,2,3,4,10,3,4,2,3,4,3
50119,1,outside_VISp,3,1,4,4,5,4,2,5,4,2
50120,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50121,1,outside_VISp,2,1,4,8,5,4,2,3,4,2
50122,1,outside_VISp,2,3,4,10,3,4,2,5,4,3
50123,1,outside_VISp,3,1,4,6,6,4,2,5,3,2
50124,1,outside_VISp,2,5,4,5,5,4,4,3,4,0
50125,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50126,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50127,1,outside_VISp,3,1,4,8,6,4,4,2,3,2
50128,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50129,1,outside_VISp,2,1,4,4,5,4,2,3,4,2
50131,1,outside_VISp,2,3,4,10,3,4,5,5,3,3
50132,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50133,1,outside_VISp,2,3,4,10,3,4,5,3,4,3
50134,1,outside_VISp,3,5,4,4,6,4,4,2,3,0
50135,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50136,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50137,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50138,1,outside_VISp,3,1,4,8,6,4,4,2,3,2
50139,1,outside_VISp,2,3,4,10,3,4,5,3,4,3
50140,1,outside_VISp,3,5,4,5,6,4,4,5,3,0
50141,1,outside_VISp,2,0,4,9,3,4,5,3,4,3
50142,1,outside_VISp,2,4,4,11,1,4,3,5,3,1
50143,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50144,1,outside_VISp,3,1,4,4,6,4,4,2,3,2
50145,1,outside_VISp,2,3,4,10,3,4,5,3,4,3
50146,1,outside_VISp,2,1,4,6,3,4,2,3,4,2
50147,1,outside_VISp,2,1,4,6,3,4,2,3,4,2
50148,1,outside_VISp,2,3,4,10,3,4,0,3,4,3
50149,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50150,1,outside_VISp,2,3,4,2,3,4,5,3,4,3
50151,1,outside_VISp,2,3,4,9,3,4,5,3,4,3
50152,1,outside_VISp,2,0,4,3,3,4,5,3,4,3
50153,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50154,1,outside_VISp,2,3,4,10,3,4,2,3,4,3
50155,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50156,1,outside_VISp,2,3,4,10,3,4,0,3,4,5
50157,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50158,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50159,1,outside_VISp,2,3,4,10,3,4,5,3,4,3
50160,1,outside_VISp,3,1,4,6,6,4,2,2,3,0
50161,1,outside_VISp,2,4,4,7,1,4,3,2,4,1
50162,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50163,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50164,1,outside_VISp,3,1,4,6,6,4,2,2,3,2
50166,1,outside_VISp,3,1,4,8,6,4,2,2,3,2
50167,1,outside_VISp,2,3,4,10,3,4,5,5,4,3
50168,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50170,1,outside_VISp,3,5,4,4,6,4,4,2,3,0
50171,1,outside_VISp,3,1,4,4,6,4,2,2,3,2
50172,1,outside_VISp,6,3,4,2,3,4,5,5,4,3
50173,1,outside_VISp,6,3,4,2,3,4,5,5,4,3
50174,1,outside_VISp,2,3,4,10,3,4,5,3,4,3
50175,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50177,1,outside_VISp,2,1,4,10,3,4,5,5,4,2
50178,1,outside_VISp,3,1,4,4,6,4,4,2,3,2
50181,1,outside_VISp,6,3,4,10,3,4,5,5,4,3
50183,1,outside_VISp,2,1,4,6,5,4,2,5,4,2
50184,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
50185,1,outside_VISp,6,1,4,4,5,4,2,5,4,2
50186,1,outside_VISp,3,5,4,5,6,4,4,2,3,0
60010,1,outside_VISp,2,0,3,3,3,3,5,3,4,3
60013,1,outside_VISp,2,3,3,9,3,3,5,5,4,3
60015,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
60016,1,outside_VISp,4,0,1,1,4,3,0,1,1,5
60018,1,outside_VISp,2,3,3,9,3,3,1,4,4,3
60019,1,outside_VISp,2,4,3,11,1,3,3,5,4,1
60022,1,outside_VISp,2,3,3,9,3,3,5,4,4,3
60023,1,outside_VISp,2,0,1,3,3,3,0,3,4,5
60024,1,outside_VISp,4,0,1,1,4,1,1,1,1,5
60025,1,outside_VISp,2,3,3,9,3,3,5,3,4,5
60026,1,outside_VISp,2,1,3,6,5,3,2,4,4,2
60027,1,outside_VISp,2,4,3,11,1,3,3,4,4,1
60028,1,outside_VISp,2,4,1,7,1,3,3,3,4,4
60029,1,outside_VISp,2,0,3,3,3,3,5,5,4,3
60030,1,outside_VISp,2,0,3,1,3,3,0,3,4,5
60033,1,outside_VISp,2,4,3,7,1,3,3,4,4,4
60034,1,outside_VISp,2,4,1,7,1,3,3,3,1,4
60037,1,outside_VISp,2,1,3,4,5,3,2,4,4,2
60038,1,outside_VISp,2,0,3,1,3,3,0,3,4,5
60039,1,outside_VISp,2,3,3,9,3,3,1,5,4,5
60041,1,outside_VISp,2,1,1,8,5,3,3,3,1,2
60042,1,outside_VISp,2,0,1,3,3,3,0,3,4,5
60043,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
60045,1,outside_VISp,2,4,1,11,1,3,3,1,4,1
60046,1,outside_VISp,2,5,3,5,5,3,2,5,4,0
60048,1,outside_VISp,4,0,1,3,4,3,1,3,1,5
60049,1,outside_VISp,2,3,3,9,3,3,5,4,4,3
60050,1,outside_VISp,2,4,1,7,1,3,3,3,1,4
60051,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60052,1,outside_VISp,2,1,3,8,5,3,2,4,4,2
60054,1,outside_VISp,2,3,1,9,3,3,3,3,1,3
60055,1,outside_VISp,2,5,3,5,5,3,4,1,4,0
60060,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60061,1,outside_VISp,2,4,3,7,1,3,3,1,4,4
60062,1,outside_VISp,2,3,3,9,3,3,5,3,4,3
60064,1,outside_VISp,2,0,1,1,4,3,0,1,4,5
60066,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60067,1,outside_VISp,4,1,1,4,4,1,2,1,1,2
60068,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60069,1,outside_VISp,2,1,3,4,5,3,2,3,4,2
60070,1,outside_VISp,2,3,3,9,3,3,5,1,4,3
60071,1,outside_VISp,4,0,1,1,4,3,1,1,1,5
60073,1,outside_VISp,2,0,1,1,3,3,5,1,4,3
60074,1,outside_VISp,5,3,3,9,3,3,5,3,4,3
60075,1,outside_VISp,2,0,3,9,3,3,0,3,4,3
60076,1,outside_VISp,2,0,1,3,3,3,5,1,4,5
60077,1,outside_VISp,2,5,3,5,5,3,0,3,4,0
60078,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60079,1,outside_VISp,4,0,1,3,4,1,1,1,1,5
60080,1,outside_VISp,2,0,3,3,3,3,0,3,4,5
60081,1,outside_VISp,2,0,3,3,3,3,5,3,4,3
60082,1,outside_VISp,2,3,3,9,3,3,5,4,4,3
60083,1,outside_VISp,2,0,1,1,4,3,5,1,1,3
60084,1,outside_VISp,2,3,3,3,3,3,5,3,4,3
60085,1,outside_VISp,2,0,1,1,3,3,0,1,4,5
60086,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60087,1,outside_VISp,2,0,1,3,4,1,0,1,1,5
60088,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60089,1,outside_VISp,2,1,3,6,3,3,2,1,4,2
60091,1,outside_VISp,2,4,1,7,1,1,3,1,1,4
60093,1,outside_VISp,4,0,1,1,4,1,3,1,1,5
60094,1,outside_VISp,2,3,3,3,3,3,5,3,4,3
60095,1,outside_VISp,2,1,1,6,3,3,2,4,1,2
60096,1,outside_VISp,4,4,1,11,1,1,3,1,1,1
60097,1,outside_VISp,2,0,1,1,4,1,0,1,1,5
60099,1,outside_VISp,4,4,1,11,1,1,3,1,1,1
60100,1,outside_VISp,2,0,1,3,3,3,0,4,4,5
60101,1,outside_VISp,2,3,1,2,3,3,5,1,4,3
60103,1,outside_VISp,2,0,1,1,4,1,5,1,1,3
60104,1,outside_VISp,2,3,1,0,3,3,5,4,1,3
60105,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60106,1,outside_VISp,2,0,1,3,3,3,0,3,4,3
60108,1,outside_VISp,2,1,1,6,4,3,2,1,1,2
60109,1,outside_VISp,2,5,3,4,5,3,2,3,4,0
60110,1,outside_VISp,4,1,1,8,4,1,2,1,1,2
60111,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60113,1,outside_VISp,4,2,1,0,4,1,0,1,1,5
60114,1,outside_VISp,2,0,1,1,3,3,5,4,4,3
60117,1,outside_VISp,2,0,1,1,4,3,0,1,1,5
60118,1,outside_VISp,4,0,1,1,4,1,1,1,1,5
60119,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60120,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60121,1,outside_VISp,4,5,1,5,5,1,2,1,1,0
60122,1,outside_VISp,2,3,3,10,3,3,5,3,4,3
60123,1,outside_VISp,2,0,1,3,3,3,5,1,4,3
60125,1,outside_VISp,4,0,1,3,4,1,1,1,1,5
60126,1,outside_VISp,2,0,1,0,4,3,1,1,1,5
60127,1,outside_VISp,5,0,1,1,4,1,1,1,1,5
60128,1,outside_VISp,4,5,1,5,4,1,4,1,1,0
60129,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60130,1,outside_VISp,2,3,1,2,3,3,5,1,4,3
60131,1,outside_VISp,4,2,1,1,4,1,1,1,1,5
60132,1,outside_VISp,2,0,1,1,4,3,0,1,4,5
60133,1,outside_VISp,2,0,1,3,4,3,5,1,4,3
60136,1,outside_VISp,4,2,1,1,4,1,0,1,1,5
60137,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60138,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60139,1,outside_VISp,4,0,1,1,4,1,0,1,1,5
60141,1,outside_VISp,4,5,1,5,5,3,4,1,1,0
60142,1,outside_VISp,4,0,1,3,4,3,1,1,4,5
60143,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60144,1,outside_VISp,4,1,1,4,4,1,4,1,1,2
60145,1,outside_VISp,4,2,0,0,4,1,1,6,1,5
60147,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60148,1,outside_VISp,5,0,1,1,4,1,1,1,1,5
60149,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60150,1,outside_VISp,4,0,1,1,4,3,5,1,4,5
60151,1,outside_VISp,5,0,1,1,4,1,0,1,1,5
60152,1,outside_VISp,4,1,1,6,4,1,1,1,1,5
60153,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60154,1,outside_VISp,4,2,1,1,4,3,1,1,4,5
60155,1,outside_VISp,4,0,1,1,4,3,0,1,4,5
60159,1,outside_VISp,5,0,1,1,4,1,1,1,1,5
60160,1,outside_VISp,4,5,1,5,5,3,4,1,4,0
60161,1,outside_VISp,4,0,1,1,4,1,1,1,1,5
60162,1,outside_VISp,2,4,1,11,1,3,3,1,4,1
60164,1,outside_VISp,4,4,1,11,1,3,3,1,1,1
60165,1,outside_VISp,4,0,1,1,4,3,0,1,4,5
60166,1,outside_VISp,4,2,1,0,4,1,0,1,1,5
60168,1,outside_VISp,5,0,1,1,4,3,1,1,4,5
60169,1,outside_VISp,1,2,0,0,4,1,3,1,1,5
60170,1,outside_VISp,5,0,1,10,4,1,0,1,1,3
60172,1,outside_VISp,5,0,1,0,4,3,1,1,4,5
60173,1,outside_VISp,4,4,1,6,1,3,2,1,4,2
60174,1,outside_VISp,5,0,1,1,4,1,0,1,1,5
60176,1,outside_VISp,1,2,0,0,2,2,1,6,1,5
60177,1,outside_VISp,4,2,1,0,4,1,1,1,1,5
60178,1,outside_VISp,1,4,0,11,1,1,3,1,1,1
60180,1,outside_VISp,4,1,1,6,5,1,2,1,1,2
60181,1,outside_VISp,5,1,1,6,5,3,2,1,4,2
60182,1,outside_VISp,1,2,0,0,4,1,1,1,1,5
60183,1,outside_VISp,1,0,0,1,4,1,0,1,1,5
60184,1,outside_VISp,4,2,1,1,4,1,1,1,4,5
