,slice_id,ct,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
5478x4734-1,BZ9,L5-1,3,1,0,1,3,2,0,3,2,1
5487x2255-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5508x5419-1,BZ9,L5-1,1,1,0,2,3,2,0,3,2,1
5508x6144-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
5568x2413-1,BZ9,L5-1,1,1,0,2,3,2,0,3,2,1
5561x766-1,BZ9,eL5-3,1,2,0,0,3,2,0,3,2,1
5549x3552-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5582x5828-1,BZ9,Endo,1,4,0,5,3,4,2,2,2,3
5621x6247-1,BZ9,Astro,1,3,0,3,2,4,2,3,2,3
5631x4789-1,BZ9,eL5-2,3,5,0,4,3,2,0,3,2,1
5645x2275-1,BZ9,VIP,1,7,0,7,3,2,0,3,2,0
5634x5331-1,BZ9,eL5-3,1,9,0,6,3,2,0,3,2,2
5576x4124-1,BZ9,eL5-2,1,5,0,4,3,0,0,3,2,1
5628x4930-1,BZ9,eL5-3,1,5,0,4,3,2,0,3,2,1
5637x5160-1,BZ9,L5-1,1,1,0,2,3,2,0,3,2,1
5656x1674-1,BZ9,eL5-3,1,2,0,6,3,2,0,3,2,1
5740x141-1,BZ9,eL5-3,1,5,0,4,3,2,0,3,2,1
5684x3412-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5651x6092-1,BZ9,Astro,1,7,0,7,2,4,3,2,2,0
5690x6425-1,BZ9,eL5-2,1,9,0,6,2,4,0,3,2,1
5696x5779-1,BZ9,Endo,1,4,0,5,3,2,2,3,2,3
5702x3641-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
5722x5037-1,BZ9,L5-1,1,5,0,4,3,2,0,3,2,1
5763x5238-1,BZ9,L5-1,1,2,0,2,3,2,0,3,2,1
5731x1452-1,BZ9,eL5-3,1,9,0,6,3,2,2,3,2,1
5709x2520-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5722x4370-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
5699x900-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5807x3991-1,BZ9,VIP,4,7,0,7,3,0,3,3,2,0
5797x924-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5788x2421-1,BZ9,L5-1,1,2,0,2,3,2,0,3,2,1
5800x5890-1,BZ9,eL5-3,1,5,0,4,3,2,0,3,2,1
5821x5637-1,BZ9,eL5-2,1,6,0,8,3,2,4,3,2,1
5797x521-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5825x6038-1,BZ9,eL5-2,1,8,0,1,3,2,0,3,2,1
5809x6336-1,BZ9,eL5-2,1,9,0,6,2,0,0,3,2,1
5842x5771-1,BZ9,Astro,1,4,0,5,3,2,2,3,2,3
5843x1342-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5844x4147-1,BZ9,L5-1,1,5,0,0,3,0,3,3,2,2
5819x3298-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
5848x4403-1,BZ9,eL5-3,1,2,0,2,3,0,3,3,2,1
5863x1554-1,BZ9,eL5-3,1,2,0,2,3,2,2,3,2,1
5887x718-1,BZ9,eL5-2,1,8,0,1,3,2,0,3,2,1
5894x4551-1,BZ9,Astro,1,1,0,1,3,0,4,3,2,1
5916x2031-1,BZ9,eL2/3,1,1,0,1,3,2,0,3,2,1
5934x1447-1,BZ9,eL5-3,1,3,0,3,3,2,2,3,2,2
5937x2251-1,BZ9,eL6-2,1,9,0,6,3,2,4,3,2,2
5913x2816-1,BZ9,eL5-3,1,5,0,4,3,2,0,3,2,1
5937x3094-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
6004x5227-1,BZ9,eL5-3,1,8,0,4,3,0,0,3,2,1
5983x4699-1,BZ9,eL5-2,1,1,0,1,3,0,3,3,2,1
5976x5714-1,BZ9,eL5-2,1,5,0,4,3,2,0,3,2,1
5981x1218-1,BZ9,eL5-2,1,2,0,2,3,2,4,3,2,1
5999x1645-1,BZ9,eL5-3,1,5,0,4,3,2,0,3,2,1
5987x6066-1,BZ9,VIP,1,7,0,7,3,0,3,3,2,0
6025x2395-1,BZ9,SST,1,6,0,8,3,2,4,3,2,0
6028x4283-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6046x1753-1,BZ9,eL5-2,1,3,0,6,3,2,0,3,2,1
6062x5563-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
6041x6230-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
6060x2195-1,BZ9,eL5-2,1,2,0,6,3,2,4,3,2,1
6098x3076-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
6093x5764-1,BZ9,eL5-3,1,2,0,6,3,0,0,3,2,1
6090x646-1,BZ9,L5-1,1,5,0,4,3,2,0,3,2,1
6125x461-1,BZ9,eL5-3,1,5,0,4,3,2,0,3,2,1
6114x5375-1,BZ9,Smc,1,4,0,5,3,0,2,3,2,3
6127x3968-1,BZ9,Smc,1,3,0,3,3,0,2,3,2,3
6139x4103-1,BZ9,eL5-2,1,9,0,3,3,0,1,3,2,1
6114x3526-1,BZ9,SST,1,6,0,8,3,4,4,3,2,3
6156x6301-1,BZ9,Astro,1,5,0,4,3,0,0,3,2,1
6166x1119-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
6158x2728-1,BZ9,eL6-1,1,0,0,0,3,0,1,3,2,2
6238x3517-1,BZ9,L5-1,1,6,0,8,3,4,4,3,2,2
6236x1766-1,BZ9,eL5-3,1,3,0,3,3,2,0,3,2,1
6222x3314-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6213x4837-1,BZ9,eL6-1,4,0,0,0,3,0,1,3,2,2
6229x3008-1,BZ9,eL5-2,1,5,0,4,3,0,0,3,2,1
6233x4631-1,BZ9,eL5-2,4,8,0,6,3,0,1,3,2,1
6233x3665-1,BZ9,Endo,1,4,0,5,3,4,2,3,2,3
6259x5022-1,BZ9,eL6-1,4,0,0,0,3,0,1,3,2,2
6272x2157-1,BZ9,L5-1,1,5,0,4,3,2,0,3,2,1
6249x6533-1,BZ9,eL5-3,1,1,0,2,3,0,0,3,2,1
6283x3756-1,BZ9,Astro,1,8,0,4,3,4,2,3,2,1
6264x4064-1,BZ9,eL6-1,1,0,0,0,3,0,1,3,2,2
6285x2467-1,BZ9,L5-1,1,5,0,4,3,2,0,3,2,1
6311x4309-1,BZ9,L5-1,1,5,0,4,3,0,0,3,2,1
6301x5204-1,BZ9,eL5-3,1,6,0,8,3,0,4,3,2,1
6307x2310-1,BZ9,L5-1,1,5,0,4,3,2,0,3,2,1
6346x3183-1,BZ9,L5-1,1,2,0,0,3,0,3,3,2,2
6373x762-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
6371x4731-1,BZ9,eL6-1,4,0,0,0,3,0,4,3,2,2
6361x1674-1,BZ9,NPY,1,7,0,1,3,2,3,3,2,1
6391x900-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6411x623-1,BZ9,eL5-3,1,2,0,6,3,0,4,3,2,1
6378x1501-1,BZ9,eL5-3,1,2,0,2,3,2,3,3,2,1
6401x5086-1,BZ9,SST,1,6,0,8,3,0,4,3,2,2
6423x3344-1,BZ9,Lhx6,1,7,0,7,3,4,3,3,2,0
6435x3831-1,BZ9,L5-1,1,2,0,2,3,4,0,3,2,1
6439x2636-1,BZ9,eL5-3,1,5,0,2,3,0,0,3,2,1
6450x117-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6469x2227-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
6450x3676-1,BZ9,Endo,2,4,0,5,3,4,2,2,2,3
6475x5395-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6501x1623-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
6509x2951-1,BZ9,eL6-1,1,6,0,8,3,0,4,3,2,2
6512x3146-1,BZ9,NPY,1,7,0,7,3,0,3,3,2,0
6546x3981-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
6520x4977-1,BZ9,eL5-2,1,6,0,8,3,0,4,3,2,1
6552x6556-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
6574x2749-1,BZ9,eL5-2,1,5,0,4,3,0,0,3,2,1
6575x4808-1,BZ9,SST,1,6,0,8,3,0,4,3,2,3
6576x1361-1,BZ9,eL6-2,1,7,0,7,3,0,3,3,2,2
6584x3576-1,BZ9,Endo,2,4,0,5,3,4,2,2,2,3
6617x5999-1,BZ9,eL5-2,1,5,0,4,3,0,0,3,2,1
6604x5358-1,BZ9,NPY,1,7,0,7,3,0,3,3,2,0
6616x5125-1,BZ9,eL6-2,1,0,0,0,3,0,1,3,2,2
6609x2279-1,BZ9,eL5-3,1,8,0,2,3,0,0,3,2,1
6642x4936-1,BZ9,eL5-2,1,6,0,8,3,0,4,3,2,2
6642x1518-1,BZ9,eL5-3,1,5,0,4,3,0,3,3,2,1
6667x688-1,BZ9,NPY,1,6,0,8,3,0,4,3,2,0
6687x4142-1,BZ9,L5-1,1,9,0,6,3,2,1,3,2,1
6714x307-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
6716x3101-1,BZ9,eL5-2,1,8,0,1,3,0,0,3,2,1
6712x999-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
6699x1722-1,BZ9,eL5-2,1,5,0,1,3,2,0,3,2,1
6695x3510-1,BZ9,Endo,2,4,0,5,3,4,2,2,2,3
6727x1151-1,BZ9,eL5-3,1,9,0,6,3,0,3,3,2,2
6755x1963-1,BZ9,Smc,1,3,0,3,3,2,2,3,2,3
6752x158-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
6764x4555-1,BZ9,L5-1,1,5,0,4,3,0,0,3,2,1
6768x5494-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6771x6251-1,BZ9,eL6-1,4,0,1,0,3,0,1,3,2,2
6789x771-1,BZ9,eL5-3,1,2,0,2,3,0,4,3,2,1
6787x2109-1,BZ9,eL5-3,1,2,0,2,3,2,0,3,2,1
6806x2756-1,BZ9,eL5-3,1,2,0,6,3,0,4,3,2,1
6789x1406-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
6789x1259-1,BZ9,eL5-3,1,5,0,4,3,0,3,3,2,1
6810x4013-1,BZ9,eL6-2,1,0,0,0,3,2,1,3,2,2
6807x59-1,BZ9,eL2/3,1,1,0,1,3,0,0,3,2,1
6824x4742-1,BZ9,eL5-2,1,7,0,7,3,0,3,3,2,1
6836x6395-1,BZ9,eL6-1,4,0,1,0,3,0,1,3,2,2
6850x992-1,BZ9,VIP,1,2,0,2,3,0,3,3,2,1
6866x4229-1,BZ9,eL6-1,1,0,0,0,3,2,1,3,2,2
6845x4876-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
6864x3224-1,BZ9,eL5-3,1,2,0,2,3,4,0,3,2,1
6876x2153-1,BZ9,Astro,1,1,0,1,3,2,0,3,2,1
6899x1850-1,BZ9,eL5-2,1,5,0,4,3,2,0,3,2,1
6905x5721-1,BZ9,Smc,1,4,0,5,3,0,2,3,2,3
6931x3426-1,BZ9,L5-1,2,4,0,5,2,4,2,2,2,1
6922x5068-1,BZ9,SST,1,6,0,8,3,0,4,3,2,0
6924x5254-1,BZ9,Oligo,1,9,0,3,3,0,4,3,2,3
6918x6545-1,BZ9,Astro,1,3,1,3,3,0,0,3,2,3
6932x361-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6945x2735-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6961x4096-1,BZ9,L5-1,1,1,0,1,2,2,0,3,2,1
6964x2485-1,BZ9,Smc,1,9,0,6,3,0,2,3,2,3
6972x1631-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
6991x5422-1,BZ9,eL5-2,1,2,0,6,3,0,4,3,2,1
6982x980-1,BZ9,eL5-2,1,2,0,6,3,0,3,3,2,1
7008x4554-1,BZ9,Oligo,1,2,0,6,2,0,4,3,2,1
7009x6175-1,BZ9,Lhx6,4,0,0,0,3,0,3,4,2,2
7024x4770-1,BZ9,eL5-3,1,9,0,6,3,0,4,3,2,1
7050x5272-1,BZ9,eL5-3,1,2,0,2,3,0,4,3,2,1
7033x1292-1,BZ9,Astro,1,3,0,3,3,0,2,3,2,3
7050x4897-1,BZ9,eL2/3,1,2,0,2,3,0,0,3,2,1
7042x6403-1,BZ9,eL6-2,1,0,1,0,3,0,1,4,2,2
7048x4643-1,BZ9,eL5-3,1,2,0,2,2,0,4,3,2,1
7045x439-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7038x3002-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7037x147-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7060x3565-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7103x890-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7097x2752-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
7069x3981-1,BZ9,eL5-3,1,8,0,0,2,2,4,3,2,1
7120x6537-1,BZ9,eL5-3,1,5,1,4,3,0,0,3,2,1
7075x3659-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7118x6084-1,BZ9,Lhx6,4,7,0,7,3,0,3,4,2,0
7130x1884-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7143x277-1,BZ9,eL2/3,1,5,0,2,3,0,0,3,2,1
7149x4408-1,BZ9,eL6-1,1,0,0,0,3,2,1,3,2,2
7202x5467-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
7216x4991-1,BZ9,eL6-1,1,0,0,0,3,0,1,3,2,2
7243x6120-1,BZ9,eL6-1,4,0,0,0,3,0,1,4,2,2
7249x499-1,BZ9,VIP,1,7,0,7,3,0,3,3,2,0
7224x3868-1,BZ9,eL5-3,1,9,0,4,2,2,3,3,2,1
7250x3638-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7232x4642-1,BZ9,eL5-3,1,2,0,2,3,0,2,3,2,1
7242x4827-1,BZ9,eL5-2,1,0,0,0,3,0,0,3,2,1
7238x977-1,BZ9,eL5-2,1,2,0,6,3,0,3,3,2,1
7259x2064-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7249x3429-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7212x5906-1,BZ9,eL6-1,4,0,0,0,3,0,1,3,2,2
7252x4552-1,BZ9,eL5-3,1,1,0,2,3,0,2,3,2,1
7280x1467-1,BZ9,eL5-2,1,2,0,6,2,0,0,3,2,2
7338x188-1,BZ9,Smc,1,6,0,6,3,0,4,3,2,3
7314x1699-1,BZ9,Astro,1,3,0,3,3,0,2,3,2,3
7332x3404-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7342x2872-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7353x5189-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7385x864-1,BZ9,eL5-3,1,9,0,6,3,0,0,3,2,2
7396x4773-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7421x5744-1,BZ9,Astro,1,2,0,6,3,0,3,3,2,1
7422x697-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7423x3354-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7414x2226-1,BZ9,eL5-3,1,5,0,4,3,0,3,3,2,1
7414x4227-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7437x5847-1,BZ9,eL6-1,4,0,0,0,3,0,1,3,2,2
7438x5959-1,BZ9,eL6-1,4,0,0,0,3,0,1,3,2,2
7440x6390-1,BZ9,eL2/3,1,5,0,4,3,0,0,3,2,1
7439x391-1,BZ9,VIP,1,7,0,7,3,0,3,3,2,0
7460x1238-1,BZ9,eL5-3,1,2,0,2,2,0,0,3,2,1
7450x2057-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7455x5420-1,BZ9,eL5-2,1,8,0,1,3,0,0,3,2,1
7440x5642-1,BZ9,eL5-3,1,2,0,2,3,0,3,3,2,1
7458x2570-1,BZ9,Smc,1,4,0,3,3,0,0,3,2,3
7470x3052-1,BZ9,eL5-3,1,2,0,2,2,0,3,3,2,1
7484x4921-1,BZ9,eL5-3,1,2,0,2,3,0,4,3,2,1
7497x6314-1,BZ9,eL2/3,1,1,0,2,3,0,0,3,2,1
7496x277-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7493x1825-1,BZ9,SST,1,6,0,8,2,0,4,3,2,3
7572x513-1,BZ9,eL5-2,1,2,0,6,3,0,0,3,2,1
7540x5305-1,BZ9,eL5-3,1,9,0,2,3,0,0,3,2,1
7522x4094-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7531x2753-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7535x5149-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7534x2926-1,BZ9,eL5-3,1,5,0,4,2,0,3,3,2,1
7554x3279-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7550x4403-1,BZ9,eL6-1,1,0,0,0,3,0,0,3,2,2
7570x5584-1,BZ9,NPY,1,7,0,7,3,0,3,3,2,0
7553x4243-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7564x4666-1,BZ9,NPY,1,7,0,7,3,0,3,3,2,0
7615x682-1,BZ9,Reln,1,7,0,7,3,0,3,3,2,1
7573x2178-1,BZ9,eL6-2,1,0,0,0,3,0,0,3,2,2
7586x213-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7579x3986-1,BZ9,Oligo,1,3,0,3,3,0,2,3,2,3
7589x2387-1,BZ9,L5-1,1,7,0,4,3,0,3,3,2,1
7565x60-1,BZ9,eL5-3,1,8,0,4,3,0,0,3,2,1
7577x1033-1,BZ9,SST,1,6,0,8,2,0,4,3,2,0
7638x3438-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7644x2004-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7656x4279-1,BZ9,L5-1,1,2,0,4,3,0,0,3,2,1
7668x3002-1,BZ9,eL5-2,1,2,0,1,2,4,0,3,2,1
7664x3901-1,BZ9,eL2/3,1,1,0,1,3,0,4,3,2,1
7647x3697-1,BZ9,SST,1,6,0,8,2,4,4,2,2,3
7708x2506-1,BZ9,Reln,1,7,0,7,3,0,3,3,2,0
7692x1800-1,BZ9,eL5-2,1,8,0,1,2,0,0,3,2,2
7724x4516-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7755x4917-1,BZ9,eL5-3,1,1,0,2,3,0,0,3,2,1
7785x5059-1,BZ9,eL5-2,1,9,0,6,3,0,4,3,2,1
7740x3796-1,BZ9,eL5-2,1,6,0,8,2,0,4,3,2,2
7756x3150-1,BZ9,eL5-3,2,9,0,6,2,4,0,2,2,2
7762x1692-1,BZ9,Oligo,1,1,0,1,2,0,0,3,2,1
7760x1129-1,BZ9,VIP,1,7,0,7,2,0,3,3,2,0
7759x3368-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7783x6514-1,BZ9,Lhx6,1,6,0,8,3,0,4,3,2,0
7766x1318-1,BZ9,eL5-3,1,2,0,2,2,0,4,3,2,1
7774x4780-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7796x1009-1,BZ9,eL5-2,1,8,0,2,2,0,3,3,2,1
7814x2021-1,BZ9,Reln,1,7,0,7,3,0,3,3,2,0
7807x2348-1,BZ9,NPY,1,7,0,7,3,0,3,3,2,1
7824x2843-1,BZ9,Astro,1,8,0,6,3,0,0,3,2,1
7848x5721-1,BZ9,Endo,2,4,0,5,3,0,2,3,2,3
7875x4710-1,BZ9,eL5-3,1,2,0,6,3,0,0,3,2,2
7885x6398-1,BZ9,eL5-3,1,6,0,8,3,0,4,3,2,1
7896x3771-1,BZ9,VIP,1,7,0,7,2,4,3,3,2,0
7862x6137-1,BZ9,eL5-3,1,9,0,6,3,0,0,3,2,1
7873x2531-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7921x3365-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
7961x6125-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7927x607-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
7935x103-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
7952x2990-1,BZ9,eL5-3,1,9,0,6,2,4,4,2,2,2
7962x4469-1,BZ9,eL5-3,1,5,0,4,3,0,0,3,2,1
7977x1732-1,BZ9,eL6-2,1,9,0,6,2,0,4,3,2,2
7956x422-1,BZ9,eL5-2,1,1,0,1,3,0,1,3,2,1
7948x1383-1,BZ9,eL5-3,1,9,0,6,2,0,4,3,2,1
7969x4136-1,BZ9,eL5-3,1,2,0,2,3,0,4,3,2,1
8005x5806-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
8017x1272-1,BZ9,L5-1,1,2,0,2,2,0,4,3,2,1
8027x1173-1,BZ9,eL5-3,1,2,0,2,2,0,4,3,2,1
8007x4013-1,BZ9,eL5-3,1,9,0,6,2,0,4,3,2,1
8061x4757-1,BZ9,eL5-3,1,6,0,8,3,0,4,3,2,1
8039x3877-1,BZ9,L5-1,1,8,0,4,2,0,3,3,2,1
8068x5356-1,BZ9,L5-1,1,3,0,3,3,0,3,3,2,3
8025x314-1,BZ9,eL5-3,1,9,0,6,3,0,1,3,2,2
8076x575-1,BZ9,Lhx6,1,7,0,7,2,0,3,3,2,0
8072x1434-1,BZ9,eL5-3,1,8,0,6,2,0,4,3,2,0
8052x726-1,BZ9,Lhx6,1,7,0,7,2,0,3,3,2,0
8068x4145-1,BZ9,eL5-3,1,2,0,2,2,0,4,3,2,1
8081x5672-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
8084x1098-1,BZ9,eL5-3,1,9,0,6,2,0,4,3,2,1
8099x4982-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
8105x4007-1,BZ9,Astro,1,9,0,6,2,0,4,3,2,2
8076x5960-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
8100x861-1,BZ9,VIP,1,8,0,6,2,0,3,3,2,0
8071x6544-1,BZ9,L5-1,1,1,0,1,3,0,0,3,2,1
8128x1008-1,BZ9,eL5-3,1,2,0,6,2,0,4,3,2,1
8158x3850-1,BZ9,Lhx6,1,7,0,7,2,4,3,3,2,0
8125x6098-1,BZ9,eL6-1,1,0,0,0,3,0,1,3,2,2
8165x2812-1,BZ9,eL6-1,1,0,0,0,2,4,1,3,2,2
8163x5858-1,BZ9,eL5-3,1,2,0,4,3,0,3,3,2,1
8159x451-1,BZ9,Astro,1,3,0,3,2,0,3,3,2,3
8170x1870-1,BZ9,eL5-3,1,9,0,2,2,0,0,3,2,1
8135x4559-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
8170x3230-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
8197x6380-1,BZ9,eL5-2,1,0,0,0,3,0,1,3,2,1
8206x2642-1,BZ9,eL5-3,1,2,0,2,2,4,0,3,2,1
8208x2333-1,BZ9,eL5-3,1,5,0,4,2,0,0,3,2,1
8216x5718-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
8207x5398-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
8224x730-1,BZ9,eL5-2,1,2,0,0,2,0,3,3,2,2
8337x1658-1,BZ9,SST,1,6,0,8,2,0,4,3,2,3
8280x3143-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
8277x507-1,BZ9,Lhx6,1,7,0,7,2,0,3,3,2,0
8296x6129-1,BZ9,eL5-2,1,9,0,6,3,0,1,3,2,2
8310x1108-1,BZ9,eL5-3,1,1,0,1,2,0,4,3,2,1
8305x4147-1,BZ9,Astro,1,6,0,8,2,0,4,3,2,3
8296x5507-1,BZ9,eL2/3,1,1,0,1,3,0,0,3,2,1
8332x3267-1,BZ9,Endo,2,3,0,3,2,4,2,2,3,3
8332x6285-1,BZ9,eL6-2,4,0,0,0,3,0,1,3,2,2
8316x6450-1,BZ9,L5-1,4,0,0,0,3,0,1,3,2,2
8311x3961-1,BZ9,eL5-3,1,2,0,2,2,4,4,3,2,1
8327x5907-1,BZ9,Lhx6,1,7,0,7,3,0,3,3,2,0
8350x5676-1,BZ9,eL6-2,1,0,0,0,3,0,3,3,2,2
8336x3842-1,BZ9,Astro,1,3,0,3,2,4,4,3,2,3
8356x2709-1,BZ9,Astro,1,3,0,3,2,4,0,3,2,1
8320x3583-1,BZ9,eL6-2,1,9,0,6,2,4,1,3,3,2
8350x3000-1,BZ9,Endo,2,5,0,4,2,4,0,2,2,1
8376x2503-1,BZ9,eL5-3,1,2,0,6,2,4,4,3,2,2
8384x5251-1,BZ9,eL5-3,1,5,0,2,3,0,0,3,2,1
8386x75-1,BZ9,eL5-2,1,8,0,4,2,0,4,3,2,2
8406x4567-1,BZ9,Smc,1,6,0,8,3,0,4,3,2,2
8401x5508-1,BZ9,eL5-2,1,9,0,4,3,0,0,3,2,1
8413x5356-1,BZ9,eL5-3,1,2,0,2,3,0,0,3,2,1
8425x6532-1,BZ9,L5-1,4,0,0,0,3,0,1,3,2,1
8427x5135-1,BZ9,eL5-3,1,6,0,8,3,0,4,3,2,1
8446x3129-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
8467x3936-1,BZ9,eL6-2,1,9,0,6,2,4,4,3,2,2
8463x4042-1,BZ9,Oligo,1,9,0,6,2,4,4,3,2,3
8482x1121-1,BZ9,SST,1,6,0,8,2,0,4,3,2,3
8472x1003-1,BZ9,SST,1,6,0,8,2,0,4,3,2,3
8468x2551-1,BZ9,Oligo,1,2,1,6,2,4,4,3,2,1
8468x4674-1,BZ9,eL5-2,1,3,0,6,3,0,4,3,2,3
8496x1362-1,BZ9,eL6-1,4,6,0,8,2,0,4,3,2,2
8515x3592-1,BZ9,eL5-3,1,2,0,6,2,4,0,3,3,2
8500x1899-1,BZ9,eL5-3,1,2,1,6,2,0,4,3,2,2
8585x38-1,BZ9,eL5-3,1,9,0,6,2,0,4,3,2,2
8561x473-1,BZ9,L5-1,1,6,0,8,2,0,4,3,2,1
8541x6083-1,BZ9,eL5-2,1,8,0,7,3,0,4,3,2,2
8552x1527-1,BZ9,eL6-1,4,0,0,0,2,0,1,4,2,2
8571x2937-1,BZ9,Endo,2,4,0,5,2,4,2,2,2,3
8573x779-1,BZ9,Endo,1,6,0,8,2,0,4,3,2,3
8593x1722-1,BZ9,eL5-3,4,0,1,0,2,0,0,4,2,2
8607x3234-1,BZ9,eL6-1,4,0,0,0,2,4,1,2,2,2
8618x195-1,BZ9,eL5-3,1,9,0,6,2,0,4,3,2,1
8629x5202-1,BZ9,eL6-2,1,9,0,6,3,0,4,3,2,2
8641x395-1,BZ9,eL5-3,1,9,0,6,2,0,4,3,2,1
8638x4918-1,BZ9,Endo,4,0,0,0,3,0,1,4,2,2
8653x882-1,BZ9,SST,1,6,0,8,2,0,4,3,2,0
8644x2558-1,BZ9,SST,1,6,1,8,2,4,4,2,2,3
8653x1383-1,BZ9,eL6-1,4,0,0,0,2,1,1,4,2,2
8682x4779-1,BZ9,eL6-1,4,0,0,0,3,0,1,4,2,2
8665x5073-1,BZ9,eL6-1,4,0,0,0,3,0,1,4,2,2
8701x1955-1,BZ9,eL6-2,4,0,1,0,4,0,1,4,2,2
