,slice_id,ct,Graphst,Leiden,MENDER,SCANPY,SEDR,SpaceFlow,SpaGCN,STAGATE,stGCL,stLearn
4843x4187-2,BZ14,eL5-3,3,6,0,6,3,3,1,3,3,3
4806x2217-2,BZ14,eL6-2,3,0,0,0,3,1,0,3,3,1
4826x623-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
4757x6474-2,BZ14,eL5-2,3,4,0,5,3,3,2,3,3,3
4851x5583-2,BZ14,Reln,3,6,0,6,3,3,2,3,3,3
4839x453-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
4834x802-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
4889x4414-2,BZ14,Endo,3,1,0,1,3,3,1,3,3,0
4879x2957-2,BZ14,L5-1,3,4,0,5,3,3,2,3,3,3
4939x1376-2,BZ14,eL5-3,2,1,0,1,3,1,2,3,3,0
4878x5997-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
4895x194-2,BZ14,Astro,2,5,0,4,3,1,3,3,3,0
4876x3668-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
4901x1679-2,BZ14,eL5-3,2,6,0,6,3,1,1,3,3,3
4922x5842-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
4964x4957-2,BZ14,eL5-2,3,9,0,2,3,3,2,3,3,3
4924x3496-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,0
4935x6168-2,BZ14,eL5-3,3,6,0,6,3,3,2,3,3,3
4956x376-2,BZ14,Endo,2,1,0,1,3,1,3,3,3,0
4970x891-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
4983x1564-2,BZ14,Smc,2,1,0,1,3,1,3,3,3,0
4928x2030-2,BZ14,Smc,3,1,0,9,3,1,1,3,3,0
4958x2301-2,BZ14,Astro,3,5,0,2,3,1,2,3,3,2
4974x5673-2,BZ14,Lhx6,3,7,0,7,3,3,3,3,3,2
4988x1165-2,BZ14,eL5-3,3,2,0,2,3,1,1,3,3,3
5018x4663-2,BZ14,L5-1,3,6,0,6,3,3,3,3,3,3
5041x3123-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5039x135-2,BZ14,Endo,2,5,0,4,3,1,3,1,3,2
5025x1873-2,BZ14,eL2/3,3,2,0,3,3,1,1,3,3,3
5114x5332-2,BZ14,eL5-2,3,9,0,10,3,3,2,3,3,0
5052x3456-2,BZ14,eL6-1,3,9,0,10,3,1,2,3,3,1
5092x749-2,BZ14,L5-1,3,2,0,3,3,1,1,3,3,3
5087x2041-2,BZ14,Smc,3,1,0,1,3,1,1,3,3,0
5093x2447-2,BZ14,Lhx6,3,2,0,2,3,1,3,3,3,3
5140x4655-2,BZ14,eL5-3,3,6,0,6,3,3,3,3,3,3
5087x4141-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5124x6033-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5147x5131-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5135x2663-2,BZ14,L5-1,3,6,0,6,3,1,1,3,3,3
5144x3400-2,BZ14,L5-1,3,4,0,5,3,1,1,3,3,3
5154x934-2,BZ14,Lhx6,3,7,0,7,3,1,3,3,3,2
5236x497-2,BZ14,Lhx6,3,7,0,7,3,1,3,3,3,2
5178x1962-2,BZ14,Astro,3,4,0,11,3,1,0,3,3,0
5171x6326-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5212x1481-2,BZ14,Astro,4,8,0,11,3,1,2,3,3,0
5217x3635-2,BZ14,Endo,3,6,0,6,3,1,1,3,3,3
5188x185-2,BZ14,eL5-3,3,7,0,7,3,1,3,3,3,2
5186x6539-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5263x3369-2,BZ14,Endo,3,1,0,1,3,1,1,3,3,0
5235x2914-2,BZ14,L5-1,3,6,0,6,3,1,2,3,3,3
5268x1710-2,BZ14,eL6-1,4,0,0,0,3,1,0,3,3,1
5276x1912-2,BZ14,eL6-1,4,0,0,0,3,1,0,3,3,1
5224x3853-2,BZ14,eL5-3,3,6,0,6,3,3,1,3,3,3
5259x4019-2,BZ14,eL5-2,3,6,0,5,3,3,2,3,3,3
5318x252-2,BZ14,VIP,3,2,0,2,3,1,3,3,3,3
5323x6014-2,BZ14,eL5-3,3,4,0,5,3,3,2,3,3,3
5301x3140-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
5333x980-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5327x4565-2,BZ14,VIP,3,7,0,4,3,3,3,3,3,2
5333x5168-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5310x1106-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5392x2208-2,BZ14,L5-1,3,4,0,5,3,1,2,3,3,3
5358x4234-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5383x2974-2,BZ14,eL6-1,4,0,0,0,3,1,0,3,3,1
5411x2360-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5394x2522-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
5387x5343-2,BZ14,eL5-3,3,2,0,2,3,3,1,3,3,3
5379x1247-2,BZ14,eL5-3,3,6,0,2,3,1,2,3,3,3
5457x2720-2,BZ14,eL6-2,4,8,0,8,3,1,0,3,3,1
5448x3084-2,BZ14,eL5-2,3,0,0,0,3,1,0,4,3,1
5449x91-2,BZ14,eL5-3,3,2,0,2,3,1,3,3,3,3
5426x1987-2,BZ14,Smc,3,1,0,1,3,1,1,3,3,0
5450x3822-2,BZ14,NPY,3,5,0,4,3,3,3,3,3,2
5459x3245-2,BZ14,L5-1,3,4,0,5,3,1,3,3,3,3
5382x5676-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5502x836-2,BZ14,Lhx6,3,5,0,4,3,1,3,3,3,2
5529x5741-2,BZ14,L5-1,3,2,0,2,3,3,2,3,3,3
5544x3587-2,BZ14,Astro,2,5,0,1,3,1,3,3,3,0
5561x5546-2,BZ14,eL5-2,3,9,0,6,3,3,2,3,3,0
5579x3979-2,BZ14,L5-1,3,4,0,5,3,3,2,3,3,3
5572x1180-2,BZ14,eL5-3,3,9,0,10,3,1,2,3,3,1
5584x5972-2,BZ14,Oligo,3,1,0,9,3,3,1,4,3,0
5590x1871-2,BZ14,L5-1,3,4,0,5,3,1,1,3,3,3
5636x6494-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5606x113-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
5586x2061-2,BZ14,L5-1,3,6,0,6,3,1,1,3,3,3
5568x4879-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5615x5345-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5613x1701-2,BZ14,Astro,3,7,0,7,3,1,1,3,3,2
5649x5868-2,BZ14,Smc,3,6,0,1,3,3,2,3,3,0
5655x3238-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
5681x575-2,BZ14,Smc,2,1,0,1,3,1,3,3,3,0
5694x2130-2,BZ14,L5-1,3,6,0,6,3,1,1,3,3,3
5699x3485-2,BZ14,Astro,2,5,0,1,3,1,3,3,3,0
5720x4929-2,BZ14,eL5-2,3,4,0,6,3,3,2,3,3,3
5702x2610-2,BZ14,Astro,2,1,0,1,3,1,3,3,3,0
5758x4447-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5745x194-2,BZ14,eL5-3,3,2,0,2,3,1,1,3,3,3
5816x5967-2,BZ14,eL5-3,3,9,0,10,3,3,2,3,3,3
5798x3798-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5742x4044-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5801x2354-2,BZ14,Smc,3,6,0,6,3,1,1,3,3,1
5806x1995-2,BZ14,eL6-1,4,0,0,0,3,1,0,3,3,1
5783x4191-2,BZ14,L5-1,3,4,0,5,3,3,1,3,3,3
5798x1832-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5819x1492-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5826x757-2,BZ14,Endo,2,1,0,1,3,1,3,3,3,0
5849x1303-2,BZ14,NPY,3,7,0,7,3,1,3,3,3,2
5853x559-2,BZ14,eL6-2,3,2,0,10,3,1,2,3,3,2
5884x2598-2,BZ14,L5-1,3,4,0,3,3,1,1,4,3,3
5866x2897-2,BZ14,SST,4,5,0,4,3,1,3,4,3,2
5814x4670-2,BZ14,L5-1,3,6,0,2,3,3,1,3,3,3
5809x961-2,BZ14,Smc,2,1,0,1,3,1,3,3,3,0
5909x2226-2,BZ14,eL5-2,3,5,0,4,3,1,2,3,3,2
5901x5338-2,BZ14,Astro,3,1,0,1,3,3,3,3,3,0
5896x168-2,BZ14,eL5-3,3,6,0,6,3,1,1,3,3,3
5908x407-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5865x5636-2,BZ14,eL5-3,3,9,0,10,3,3,2,3,3,0
5888x6136-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
5973x3340-2,BZ14,Endo,2,1,0,1,3,1,3,3,3,0
5911x3038-2,BZ14,eL6-2,4,0,0,0,3,1,0,4,3,1
5925x3713-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
5948x1707-2,BZ14,eL5-3,3,2,0,2,3,1,3,3,3,3
5993x2471-2,BZ14,eL5-3,3,6,0,6,3,1,1,4,3,3
6019x4326-2,BZ14,eL5-2,1,6,0,6,3,3,1,3,3,3
5965x5125-2,BZ14,SST,3,5,0,4,3,3,3,3,3,2
5984x6386-2,BZ14,Lhx6,3,7,0,7,3,3,3,3,3,2
6025x2721-2,BZ14,eL6-1,3,0,0,0,3,1,0,4,3,1
6013x559-2,BZ14,Oligo,3,9,0,10,3,1,2,3,3,2
6085x1775-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
6040x3954-2,BZ14,eL5-3,3,2,0,2,3,3,2,3,3,3
6096x4794-2,BZ14,eL5-2,3,9,0,0,3,3,0,3,3,1
6088x794-2,BZ14,VIP,3,7,0,7,3,1,3,3,3,2
6085x1967-2,BZ14,L5-1,3,5,0,2,3,1,3,3,3,3
6156x2183-2,BZ14,eL5-3,3,4,0,2,3,1,2,3,3,3
6113x1179-2,BZ14,eL5-2,3,6,0,6,3,1,3,3,3,3
6092x6007-2,BZ14,eL5-3,3,2,0,2,3,3,3,3,3,3
6108x6133-2,BZ14,eL5-3,3,2,0,2,3,3,3,3,3,3
6146x6344-2,BZ14,Lhx6,3,7,0,7,3,1,3,3,3,2
6156x2828-2,BZ14,eL6-2,4,0,0,1,3,1,0,4,3,1
6130x1569-2,BZ14,eL5-3,3,1,0,1,3,1,3,3,3,0
6195x4581-2,BZ14,Lhx6,3,7,0,7,3,3,1,3,3,3
6198x5208-2,BZ14,L5-1,3,5,0,4,3,1,3,1,3,3
6178x1382-2,BZ14,eL5-2,3,2,0,2,3,1,2,3,3,3
6187x5808-2,BZ14,eL6-1,3,0,0,0,3,1,3,3,3,1
6235x1853-2,BZ14,eL5-2,3,5,0,4,3,1,1,3,3,2
6232x5974-2,BZ14,SST,3,7,0,4,3,1,3,3,3,2
6210x631-2,BZ14,eL5-3,3,3,0,5,3,1,2,3,3,3
6288x853-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
6307x4064-2,BZ14,Endo,2,1,0,1,3,1,3,3,3,0
6271x420-2,BZ14,eL5-3,3,0,0,11,3,1,0,3,3,3
6303x2808-2,BZ14,eL6-1,4,0,0,0,3,1,0,4,3,1
6280x4778-2,BZ14,L5-1,3,6,0,0,3,1,0,3,3,1
6224x3399-2,BZ14,eL5-3,3,0,0,0,3,1,2,3,3,1
6335x1600-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
6340x1974-2,BZ14,L5-1,3,4,0,5,3,1,1,3,3,3
6346x5909-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
6336x2494-2,BZ14,eL5-3,3,2,0,2,3,1,2,4,3,3
6410x1164-2,BZ14,eL5-3,3,2,0,10,3,1,2,3,3,3
6397x4394-2,BZ14,Smc,3,2,0,4,3,1,2,3,3,2
6473x5276-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
6445x943-2,BZ14,eL5-3,2,2,0,2,3,1,2,3,3,3
6480x2053-2,BZ14,Lhx6,3,7,0,7,3,1,3,3,3,2
6482x3285-2,BZ14,VIP,3,8,0,11,3,1,2,3,3,2
6539x904-2,BZ14,Endo,2,1,0,1,3,1,2,3,3,0
6507x4885-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
6554x3722-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
6551x4199-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
6536x602-2,BZ14,Astro,3,9,0,10,3,1,2,3,3,1
6602x4466-2,BZ14,eL5-3,3,4,0,2,3,1,2,3,3,3
6587x1330-2,BZ14,eL5-3,3,9,0,10,3,1,0,3,3,1
6636x5138-2,BZ14,Reln,3,5,0,4,3,1,3,3,3,2
6661x3360-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
6659x1919-2,BZ14,eL5-3,3,9,0,10,3,1,2,3,3,0
6680x472-2,BZ14,eL5-3,3,9,1,10,3,5,2,3,3,3
6703x935-2,BZ14,Smc,2,1,0,1,3,1,3,3,3,0
6639x4640-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
6671x2502-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
6748x1303-2,BZ14,eL6-1,3,0,0,10,3,1,0,3,3,1
6740x6295-2,BZ14,L5-1,3,4,0,5,3,1,1,3,3,3
6731x1709-2,BZ14,eL5-3,3,0,0,0,3,1,2,3,3,1
6744x2301-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
6776x3036-2,BZ14,L5-1,3,6,0,6,3,1,1,3,3,1
6725x5468-2,BZ14,Smc,3,7,0,7,3,1,2,3,3,0
6792x1208-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
6778x1483-2,BZ14,eL5-3,3,9,0,10,3,1,2,3,3,1
6777x4498-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
6812x5727-2,BZ14,Smc,3,7,0,7,3,1,1,3,3,2
6775x593-2,BZ14,eL5-3,3,2,1,10,3,5,2,3,3,2
6851x1827-2,BZ14,eL5-3,3,9,0,10,3,1,2,3,3,0
6812x2844-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
6801x3193-2,BZ14,L5-1,3,4,0,3,3,1,1,3,3,3
6787x4074-2,BZ14,Astro,3,7,0,7,3,1,1,3,3,0
6843x5427-2,BZ14,Astro,3,7,0,7,3,1,2,3,3,2
6807x2682-2,BZ14,L5-1,3,4,0,2,3,1,1,3,3,3
6800x6478-2,BZ14,eL5-2,3,4,0,2,3,1,1,3,3,3
6867x600-2,BZ14,eL5-3,2,7,1,7,4,5,3,3,3,0
6857x3481-2,BZ14,Astro,3,2,0,2,3,1,2,3,3,3
6934x5074-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
6860x818-2,BZ14,Astro,2,7,1,7,3,5,3,3,3,2
6887x3674-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
6893x2064-2,BZ14,SST,3,5,0,4,3,1,3,3,3,2
6908x4381-2,BZ14,eL5-2,3,6,0,2,3,1,2,3,3,3
6966x2781-2,BZ14,L5-1,3,4,0,2,3,1,3,3,3,3
6954x1072-2,BZ14,NPY,3,7,0,7,4,1,3,3,3,2
6973x3309-2,BZ14,eL5-2,3,2,0,2,3,1,2,3,3,3
6990x461-2,BZ14,Smc,4,1,1,1,4,0,0,3,4,0
6986x5247-2,BZ14,eL5-3,3,9,0,10,3,1,2,3,3,3
6998x634-2,BZ14,eL6-2,2,1,1,1,4,0,3,3,4,0
6974x2444-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
7020x3603-2,BZ14,eL5-3,3,2,0,4,3,1,3,3,3,3
7030x3989-2,BZ14,eL5-3,3,6,0,6,3,1,2,3,3,3
6991x2247-2,BZ14,eL6-1,3,0,0,0,3,1,3,4,3,1
7024x891-2,BZ14,NPY,2,5,1,4,4,5,3,3,3,2
6981x4674-2,BZ14,eL5-3,3,9,0,10,3,1,2,3,3,1
6999x6251-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
7045x197-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7044x3049-2,BZ14,Lhx6,3,7,0,7,3,1,3,3,3,2
7122x416-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7085x2673-2,BZ14,eL5-3,3,9,0,10,3,1,2,3,3,1
7110x4547-2,BZ14,Lhx6,3,7,0,7,3,1,3,3,3,2
7139x5833-2,BZ14,eL5-2,3,2,0,5,3,1,3,3,3,1
7161x1005-2,BZ14,Smc,3,1,1,1,4,5,3,4,4,0
7204x774-2,BZ14,eL5-2,2,0,1,0,4,0,0,4,4,1
7215x2682-2,BZ14,Astro,3,10,0,11,3,1,0,3,3,0
7183x5535-2,BZ14,eL5-2,3,6,0,6,3,1,1,3,3,3
7168x6500-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
7223x267-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7213x2350-2,BZ14,eL5-3,3,9,0,10,4,1,2,4,3,1
7217x2102-2,BZ14,L5-1,3,4,0,2,4,5,2,4,3,3
7215x3064-2,BZ14,eL5-2,3,6,0,6,3,1,2,3,3,3
7226x4662-2,BZ14,eL5-2,3,1,0,11,3,5,3,3,3,0
7255x5179-2,BZ14,eL5-3,3,6,0,6,3,1,2,3,3,3
7284x85-2,BZ14,VIP,4,7,1,7,4,0,3,4,4,2
7262x476-2,BZ14,eL6-1,3,0,1,4,4,0,0,4,4,1
7252x1100-2,BZ14,eL6-2,4,0,1,0,4,5,0,4,4,1
7302x1709-2,BZ14,Astro,4,10,1,11,4,5,1,3,4,3
7269x1825-2,BZ14,L5-1,3,3,1,3,4,5,1,3,3,3
7296x2824-2,BZ14,eL5-2,3,9,0,10,3,1,2,3,3,1
7406x3123-2,BZ14,Lhx6,3,9,0,2,3,1,1,3,3,3
7328x5458-2,BZ14,eL5-3,3,2,0,2,3,1,2,3,3,3
7343x909-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7449x1158-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7351x2080-2,BZ14,eL6-1,3,0,0,0,4,5,2,4,3,1
7334x3828-2,BZ14,eL5-3,4,9,0,10,3,1,2,4,3,3
7356x473-2,BZ14,Lhx6,3,5,1,4,4,0,3,4,4,2
7377x2288-2,BZ14,L5-1,3,0,1,0,4,5,2,4,4,3
7402x3502-2,BZ14,eL6-1,4,0,0,0,3,1,0,4,3,1
7362x4893-2,BZ14,eL5-2,3,2,0,5,3,1,2,3,3,3
7361x5991-2,BZ14,eL5-2,1,5,0,4,3,1,3,3,3,2
7458x4167-2,BZ14,L5-1,3,4,0,2,4,1,1,4,3,3
7412x5866-2,BZ14,L5-1,1,3,0,3,3,1,3,3,3,3
7463x426-2,BZ14,SST,3,5,1,4,4,0,3,4,4,2
7396x5638-2,BZ14,eL2/3,1,10,0,11,3,1,3,3,3,0
7466x4826-2,BZ14,eL5-2,3,5,0,11,4,5,2,3,3,0
7460x4513-2,BZ14,L5-1,3,3,0,5,4,5,0,3,3,3
7480x5284-2,BZ14,VIP,3,5,0,4,3,1,2,3,3,2
7477x5743-2,BZ14,Endo,1,1,0,1,3,1,3,3,3,0
7517x177-2,BZ14,eL6-2,3,0,1,0,4,0,0,4,4,1
7495x2052-2,BZ14,Astro,3,1,1,1,4,5,3,3,4,0
7520x3705-2,BZ14,eL6-2,4,0,0,0,4,5,0,4,3,1
7517x5480-2,BZ14,eL5-3,3,6,0,6,3,1,2,3,3,3
7528x684-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7579x2306-2,BZ14,SST,3,5,1,4,4,5,3,3,4,0
7543x2643-2,BZ14,NPY,3,7,1,7,4,1,3,4,4,2
7537x6370-2,BZ14,Astro,3,5,0,1,3,1,3,3,3,0
7587x4652-2,BZ14,eL6-1,3,0,0,0,4,5,0,4,3,1
7600x4893-2,BZ14,L5-1,3,2,0,1,4,5,2,3,3,0
7614x2795-2,BZ14,NPY,3,7,1,7,4,5,3,3,4,2
7636x6540-2,BZ14,eL5-3,3,2,0,5,3,1,2,3,3,3
7642x1460-2,BZ14,eL5-3,4,2,1,11,4,5,0,4,4,0
7643x2006-2,BZ14,Oligo,2,5,1,4,4,5,3,4,4,0
7617x5072-2,BZ14,eL6-2,3,0,0,0,3,5,0,3,3,1
7624x5464-2,BZ14,eL5-2,3,6,0,6,3,1,2,3,3,3
7628x5239-2,BZ14,Lhx6,3,7,0,7,3,5,3,3,3,2
7654x5954-2,BZ14,eL6-1,3,0,0,10,3,1,2,3,3,1
7686x1701-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,4,1
7672x6089-2,BZ14,Lhx6,3,7,0,7,3,1,3,3,3,2
7689x704-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7690x861-2,BZ14,Smc,2,1,1,1,4,0,3,4,4,0
7669x4314-2,BZ14,eL6-1,3,9,1,10,4,5,0,4,3,1
7707x6381-2,BZ14,eL6-1,3,0,0,0,3,1,0,3,3,1
7715x3244-2,BZ14,eL5-2,3,0,1,0,4,5,3,3,4,1
7738x4064-2,BZ14,eL6-1,3,0,0,0,4,5,0,4,3,1
7777x4212-2,BZ14,eL5-3,3,9,1,10,4,5,0,4,3,1
7708x1020-2,BZ14,eL6-1,4,0,1,1,4,0,0,4,4,1
7765x2177-2,BZ14,Endo,3,5,1,4,4,0,3,4,4,1
7776x4573-2,BZ14,Lhx6,3,7,1,7,4,5,3,4,3,2
7851x5945-2,BZ14,eL5-3,3,2,1,10,4,1,2,3,3,1
7789x301-2,BZ14,eL6-1,3,0,1,0,4,0,0,4,4,1
7799x3095-2,BZ14,SST,3,5,1,4,4,5,3,3,4,2
7825x2724-2,BZ14,eL6-2,3,0,1,0,4,5,0,4,4,1
7844x1741-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7850x2552-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7828x3416-2,BZ14,SST,3,5,1,4,4,5,3,3,4,2
7824x4404-2,BZ14,Reln,3,7,1,7,4,5,3,4,3,2
7811x1291-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7820x602-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7896x3161-2,BZ14,NPY,3,5,1,4,4,5,3,3,4,2
7868x58-2,BZ14,eL5-2,4,5,1,4,4,0,3,4,4,2
7895x1893-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7870x4890-2,BZ14,Astro,3,7,1,7,4,5,2,4,3,0
7863x2365-2,BZ14,Astro,4,5,1,4,4,0,3,4,4,0
7931x855-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7863x5172-2,BZ14,eL5-2,3,0,1,4,4,5,2,4,3,1
7924x2051-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7926x3354-2,BZ14,SST,3,5,1,4,4,5,3,4,4,2
7947x435-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7919x2987-2,BZ14,Endo,3,5,1,4,4,5,3,4,4,0
7988x1375-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7987x2209-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
7983x4615-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,3,1
7972x6479-2,BZ14,eL6-1,3,0,1,0,4,1,0,3,3,1
7986x123-2,BZ14,Oligo,4,1,1,9,4,0,3,4,4,0
8008x5135-2,BZ14,Oligo,4,8,1,9,4,5,2,4,3,0
8008x704-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8045x2994-2,BZ14,Endo,2,5,1,4,4,5,3,4,4,0
8037x997-2,BZ14,Smc,4,1,1,1,4,0,3,4,4,0
8000x5024-2,BZ14,Oligo,3,0,1,9,4,5,2,4,3,1
8030x6140-2,BZ14,eL6-1,4,0,0,8,4,1,0,3,3,1
8046x2594-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
8046x2762-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8030x3609-2,BZ14,L5-1,3,4,1,2,4,5,1,3,4,3
8032x5781-2,BZ14,Astro,1,1,1,1,4,5,1,3,3,0
8068x2368-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8069x4486-2,BZ14,eL5-3,4,0,1,0,4,5,0,4,4,1
8070x1192-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8124x1052-2,BZ14,eL6-1,2,1,1,9,4,0,0,4,4,0
8037x3847-2,BZ14,Astro,3,2,1,4,4,5,2,4,4,0
8095x4340-2,BZ14,eL6-1,4,0,1,8,4,5,0,4,4,1
8144x806-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8149x5456-2,BZ14,Lhx6,2,5,1,4,4,5,3,4,3,2
8152x5643-2,BZ14,L5-1,1,4,1,5,4,5,1,4,3,3
8205x2801-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8164x1403-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8196x2940-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8216x4622-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,4,1
8201x4795-2,BZ14,NPY,4,7,1,7,4,5,3,4,4,2
8200x5842-2,BZ14,L5-1,1,4,1,5,4,5,1,4,3,3
8203x2228-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8198x6433-2,BZ14,eL5-2,3,2,1,2,4,1,2,3,3,3
8206x87-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8225x3448-2,BZ14,eL6-1,3,0,1,0,4,5,0,4,4,1
8173x250-2,BZ14,eL6-2,4,0,1,0,4,0,0,4,4,1
8233x2637-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8228x5081-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,3,1
8248x5370-2,BZ14,Lhx6,2,5,1,4,4,5,3,4,3,2
8240x4000-2,BZ14,eL6-2,4,0,1,11,4,5,0,4,4,1
8184x1534-2,BZ14,eL5-2,4,0,1,10,4,0,0,4,4,1
8240x1045-2,BZ14,Smc,2,1,1,1,4,0,1,4,4,0
8249x1258-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8255x2388-2,BZ14,Astro,4,1,1,1,4,0,0,4,4,0
8292x4920-2,BZ14,L5-1,4,7,1,7,4,5,3,4,3,2
8290x4147-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,4,1
8305x5229-2,BZ14,eL6-2,4,5,1,4,4,5,3,4,3,2
8342x4406-2,BZ14,eL6-1,4,0,1,0,4,5,0,4,4,1
8330x5908-2,BZ14,L5-1,3,0,1,0,4,1,1,3,3,3
8342x976-2,BZ14,Smc,2,1,1,9,4,0,1,4,4,0
8356x2203-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8395x1095-2,BZ14,Smc,4,1,1,1,4,0,0,4,4,0
8396x1327-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8368x613-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
8379x6204-2,BZ14,Endo,3,1,1,1,4,1,1,3,3,0
8344x3255-2,BZ14,eL6-1,4,4,1,0,4,0,0,4,4,1
8404x2037-2,BZ14,eL6-1,4,0,1,0,4,0,0,4,4,1
